season_id,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx,season,season_start,season_end
22016,1610612762,UTA,Utah Jazz,Cut,Defensive,0.966,82,0.065,1.166,0.586,0.138,0.048,0.14,0.03,0.594,0.586,542,632,267,456,189,2016-17,2016,2017
22016,1610612757,POR,Portland Trail Blazers,Cut,Defensive,0.172,82,0.058,1.29,0.64,0.181,0.059,0.177,0.061,0.645,0.64,524,676,275,430,155,2016-17,2016,2017
22016,1610612766,CHA,Charlotte Hornets,Cut,Defensive,0.655,82,0.066,1.229,0.621,0.147,0.053,0.145,0.046,0.616,0.621,571,702,300,483,183,2016-17,2016,2017
22016,1610612748,MIA,Miami Heat,Cut,Defensive,0.586,82,0.065,1.246,0.631,0.165,0.046,0.162,0.04,0.64,0.631,569,709,297,471,174,2016-17,2016,2017
22016,1610612754,IND,Indiana Pacers,Cut,Defensive,0.759,82,0.068,1.213,0.619,0.162,0.074,0.156,0.034,0.608,0.619,610,740,301,486,185,2016-17,2016,2017
22016,1610612743,DEN,Denver Nuggets,Cut,Defensive,0.345,82,0.066,1.269,0.655,0.141,0.063,0.138,0.039,0.644,0.655,587,745,321,490,169,2016-17,2016,2017
22016,1610612739,CLE,Cleveland Cavaliers,Cut,Defensive,0.897,82,0.071,1.185,0.603,0.148,0.054,0.145,0.035,0.604,0.603,634,751,317,526,209,2016-17,2016,2017
22016,1610612737,ATL,Atlanta Hawks,Cut,Defensive,0.828,82,0.071,1.203,0.629,0.134,0.088,0.133,0.036,0.606,0.629,640,770,327,520,193,2016-17,2016,2017
22016,1610612742,DAL,Dallas Mavericks,Cut,Defensive,0.517,82,0.073,1.256,0.645,0.182,0.078,0.178,0.041,0.632,0.645,614,771,309,479,170,2016-17,2016,2017
22016,1610612763,MEM,Memphis Grizzlies,Cut,Defensive,0.862,82,0.076,1.193,0.628,0.165,0.071,0.162,0.034,0.612,0.628,649,774,323,514,191,2016-17,2016,2017
