SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,AVAILABLE_FLAG
2015-16,1610612761,TOR,Toronto Raptors,0021501218,2016-04-13T00:00:00,TOR @ BKN,W,48.0,30.8,69.8,0.441,9.8,27.8,0.351,6.0,11.3,0.533,12.0,30.8,42.8,18.0,6.8,3.8,7.5,6.0,9.0,12.8,77.3,5.3,1,1,1,1,155,558,194,1425,199,60,1196,2344,2089,2393,160,141,35,751,162,1884,66,2095,38,1792,1076,736,1.0
2015-16,1610612765,DET,Detroit Pistons,0021501220,2016-04-13T00:00:00,DET @ CLE,W,53.0,25.1,57.7,0.435,10.9,22.4,0.485,14.9,19.0,0.786,6.1,25.8,31.9,16.3,8.2,3.4,7.5,4.8,10.2,15.6,76.1,1.4,1,1,1,1,21,2004,2138,1531,130,482,219,841,864,1039,1601,971,1332,1322,431,2130,121,1828,129,1053,1251,1191,1.0
2015-16,1610612764,WAS,Washington Wizards,0021501221,2016-04-13T00:00:00,WAS vs. ATL,W,48.0,31.5,66.0,0.477,6.8,21.0,0.321,12.0,22.5,0.533,8.3,30.0,38.3,18.8,14.3,10.5,3.0,3.8,16.5,15.8,81.8,8.3,1,1,1,1,155,421,609,804,860,602,1463,1341,382,2393,893,193,252,597,2102,58,1269,1209,1608,864,621,490,1.0
2015-16,1610612743,DEN,Denver Nuggets,0021501230,2016-04-13T00:00:00,DEN @ POR,L,48.0,30.0,70.5,0.426,5.3,18.8,0.28,9.0,13.5,0.667,15.0,24.8,39.8,18.0,15.0,7.5,4.5,6.0,14.3,14.3,74.3,-6.0,1,1231,1231,1231,155,719,144,1685,1411,952,1879,1966,1782,1962,21,1162,138,751,2212,435,634,2095,894,1329,1415,1730,1.0
2015-16,1610612747,LAL,Los Angeles Lakers,0021501228,2016-04-13T00:00:00,LAL vs. UTA,W,48.0,30.8,63.8,0.482,4.5,18.8,0.24,9.8,11.3,0.867,6.0,29.3,35.3,14.3,10.5,4.5,2.3,0.8,12.8,12.0,75.8,3.8,1,1,1,1,155,558,1016,721,1737,952,2119,1837,2089,369,1616,269,649,1725,1100,1602,1712,55,491,1974,1255,892,1.0
2015-16,1610612750,MIN,Minnesota Timberwolves,0021501226,2016-04-13T00:00:00,MIN vs. NOP,W,48.0,42.0,64.5,0.651,9.8,21.0,0.464,14.3,17.3,0.826,3.8,28.5,32.3,30.8,9.8,10.5,6.0,0.0,15.0,12.0,108.0,26.3,1,1,1,1,155,1,868,3,199,602,315,858,1138,672,2255,381,1212,1,845,58,227,1,1167,1974,1,14,1.0
2015-16,1610612753,ORL,Orlando Magic,0021501219,2016-04-13T00:00:00,ORL @ CHA,L,48.0,31.5,68.3,0.462,6.0,20.3,0.296,8.3,13.5,0.611,3.8,25.5,29.3,16.5,7.5,5.3,3.0,3.8,13.5,10.5,77.3,-10.5,1,1231,1231,1231,155,421,309,1060,1139,703,1746,2086,1782,2229,2255,984,1816,1147,277,1274,1269,1209,682,2241,1076,2072,1.0
2015-16,1610612759,SAS,San Antonio Spurs,0021501223,2016-04-13T00:00:00,SAS @ DAL,W,48.0,26.3,55.5,0.473,4.5,17.3,0.261,15.0,19.5,0.769,6.0,25.5,31.5,18.0,11.3,6.0,2.3,1.5,14.3,17.3,72.0,3.8,1,1,1,1,155,1723,2275,875,1737,1261,2012,717,749,1174,1616,984,1344,751,1342,951,1712,186,894,515,1655,892,1.0
2015-16,1610612754,IND,Indiana Pacers,0021501225,2016-04-13T00:00:00,IND @ MIL,W,48.0,29.3,67.5,0.433,8.3,18.0,0.458,6.0,7.5,0.8,9.0,27.0,36.0,21.0,12.8,6.0,2.3,2.3,10.5,11.3,72.8,3.8,1,1,1,1,155,906,391,1564,449,1105,341,2344,2387,872,681,633,529,241,1787,951,1712,425,134,2136,1583,892,1.0
2015-16,1610612745,HOU,Houston Rockets,0021501224,2016-04-13T00:00:00,HOU vs. SAC,W,48.0,35.3,72.8,0.485,7.5,26.3,0.286,9.0,14.3,0.632,10.5,30.8,41.3,24.8,10.5,8.3,5.3,3.0,11.3,12.8,87.0,26.3,1,1,1,1,155,68,60,690,617,108,1828,1966,1674,2166,366,141,71,46,1100,269,380,772,226,1792,243,14,1.0
2015-16,1610612746,LAC,LA Clippers,0021501229,2016-04-13T00:00:00,LAC @ PHX,L,48.0,32.3,72.0,0.448,6.8,23.3,0.29,7.5,9.0,0.833,4.5,25.5,30.0,17.3,11.3,6.8,4.5,3.8,15.0,11.3,78.8,-6.8,1,1231,1231,1231,155,297,76,1300,860,317,1813,2192,2308,588,2083,984,1673,920,1342,669,634,1209,1167,2136,911,1800,1.0
2015-16,1610612763,MEM,Memphis Grizzlies,0021501227,2016-04-13T00:00:00,MEM @ GSW,L,48.0,31.5,73.5,0.429,6.0,18.0,0.333,9.0,12.0,0.75,9.8,20.3,30.0,18.8,9.8,9.0,0.8,5.3,13.5,10.5,78.0,-15.8,1,1231,1231,1231,155,421,41,1637,1139,1105,1305,1966,2013,1335,496,2112,1673,597,845,173,2293,1849,682,2241,986,2317,1.0
2015-16,1610612755,PHI,Philadelphia 76ers,0021501214,2016-04-12T00:00:00,PHI @ TOR,L,48.0,26.3,57.8,0.455,11.3,26.3,0.429,9.8,18.8,0.52,5.3,18.8,24.0,18.0,10.5,6.0,4.5,3.8,13.5,15.0,73.5,-18.0,1,1231,1231,1231,155,1723,2047,1176,82,108,511,1837,869,2412,1866,2290,2371,751,1100,951,634,1209,682,1071,1494,2364,1.0
2015-16,1610612763,MEM,Memphis Grizzlies,0021501216,2016-04-12T00:00:00,MEM @ LAC,L,48.0,26.3,64.5,0.407,3.8,15.0,0.25,6.8,10.5,0.643,9.8,18.8,28.5,12.0,12.0,3.8,0.8,5.3,13.5,14.3,63.0,-19.5,1,1231,1231,1231,155,1723,868,1960,1982,1665,2044,2273,2181,2127,496,2290,1934,2152,1559,1884,2293,1849,682,1329,2310,2397,1.0
2015-16,1610612754,IND,Indiana Pacers,0021501212,2016-04-12T00:00:00,IND vs. NYK,W,48.0,30.8,60.0,0.513,4.5,14.3,0.316,10.5,15.0,0.7,6.0,24.8,30.8,19.5,10.5,7.5,2.3,6.0,7.5,12.8,76.5,9.0,1,1,1,1,155,558,1709,348,1737,1820,1533,1658,1531,1761,1616,1162,1520,451,1100,435,1712,2095,7,1792,1179,434,1.0
2015-16,1610612761,TOR,Toronto Raptors,0021501214,2016-04-12T00:00:00,TOR vs. PHI,W,48.0,36.0,71.3,0.505,7.5,18.8,0.4,12.0,14.3,0.842,12.0,27.0,39.0,18.8,10.5,8.3,3.8,4.5,15.0,13.5,91.5,18.0,1,1,1,1,155,37,111,445,617,952,711,1341,1674,543,160,633,196,597,1100,269,942,1540,1167,1581,95,83,1.0
2015-16,1610612765,DET,Detroit Pistons,0021501213,2016-04-12T00:00:00,DET vs. MIA,L,48.0,25.5,63.0,0.405,3.8,13.5,0.278,15.0,22.5,0.667,13.5,22.5,36.0,11.3,12.0,6.8,3.0,3.8,12.8,15.8,69.8,-4.5,1,1231,1231,1231,155,1884,1143,1992,1982,1950,1900,717,382,1962,62,1663,529,2240,1559,669,1269,1209,491,864,1893,1579,1.0
2015-16,1610612748,MIA,Miami Heat,0021501213,2016-04-12T00:00:00,MIA @ DET,W,48.0,28.5,58.5,0.487,5.3,15.0,0.35,12.0,16.5,0.727,6.0,23.3,29.3,11.3,11.3,5.3,3.8,3.0,15.8,12.8,74.3,4.5,1,1,1,1,155,1117,1951,656,1411,1665,1198,1341,1261,1563,1616,1503,1816,2240,1342,1274,942,772,1409,1792,1415,808,1.0
2015-16,1610612759,SAS,San Antonio Spurs,0021501215,2016-04-12T00:00:00,SAS vs. OKC,W,53.0,25.1,59.1,0.425,2.7,9.5,0.286,16.3,21.7,0.75,7.5,21.1,28.5,10.2,7.5,8.2,5.4,3.4,14.9,15.6,69.3,2.7,1,1,1,1,21,2004,1943,1692,2336,2385,1828,585,535,1335,1354,1984,1927,2375,268,426,370,1193,1151,1053,1944,1045,1.0
2015-16,1610612746,LAC,LA Clippers,0021501216,2016-04-12T00:00:00,LAC vs. MEM,W,48.0,30.8,56.3,0.547,9.0,18.8,0.48,12.0,15.8,0.762,6.0,24.8,30.8,21.8,8.3,8.3,5.3,0.8,14.3,13.5,82.5,19.5,1,1,1,1,155,558,2222,114,297,952,239,1341,1398,1256,1616,1162,1520,182,442,269,380,55,894,1581,568,57,1.0
2015-16,1610612752,NYK,New York Knicks,0021501212,2016-04-12T00:00:00,NYK @ IND,L,48.0,27.0,60.0,0.45,7.5,20.3,0.37,6.0,6.8,0.889,6.0,21.8,27.8,20.3,12.0,4.5,6.0,2.3,12.8,7.5,67.5,-9.0,1,1231,1231,1231,155,1533,1709,1254,617,703,992,2344,2420,232,1616,1829,2030,334,1559,1602,227,425,491,2447,2083,1972,1.0
2015-16,1610612760,OKC,Oklahoma City Thunder,0021501215,2016-04-12T00:00:00,OKC @ SAS,L,53.0,23.8,59.1,0.402,4.1,17.0,0.24,14.9,17.0,0.88,12.2,25.1,37.4,12.2,14.3,4.8,3.4,5.4,15.6,14.9,66.6,-2.7,1,1231,1231,1231,21,2242,1943,2016,1967,1388,2119,841,1251,300,156,1147,406,2140,2207,1587,1253,2082,1393,1295,2170,1409,1.0
2015-16,1610612764,WAS,Washington Wizards,0021501206,2016-04-11T00:00:00,WAS @ BKN,W,48.0,34.5,66.8,0.517,6.8,18.8,0.36,14.3,18.0,0.792,6.8,28.5,35.3,20.3,10.5,6.0,0.8,6.8,13.5,12.0,90.0,6.8,1,1,1,1,155,109,488,319,860,952,1105,858,993,976,1377,381,649,334,1100,951,2293,2243,682,1974,134,591,1.0
2015-16,1610612740,NOP,New Orleans Pelicans,0021501208,2016-04-11T00:00:00,NOP vs. CHI,L,48.0,30.8,60.0,0.513,9.0,19.5,0.462,16.5,21.0,0.786,7.5,17.3,24.8,21.0,7.5,6.0,1.5,2.3,17.3,15.0,87.0,-3.8,1,1231,1231,1231,155,558,1709,348,297,829,328,478,548,1039,1121,2405,2319,241,277,951,2051,425,1794,1071,243,1495,1.0
2015-16,1610612741,CHI,Chicago Bulls,0021501208,2016-04-11T00:00:00,CHI @ NOP,W,48.0,33.0,57.8,0.571,7.5,17.3,0.435,17.3,19.5,0.885,3.8,22.5,26.3,21.8,6.8,3.8,2.3,1.5,15.0,17.3,90.8,3.8,1,1,1,1,155,219,2047,33,617,1261,487,392,749,266,2255,1663,2199,182,162,1884,1712,186,1167,515,113,892,1.0
2015-16,1610612745,HOU,Houston Rockets,0021501207,2016-04-11T00:00:00,HOU @ MIN,W,48.0,36.0,64.5,0.558,11.3,22.5,0.5,13.5,19.5,0.692,6.0,26.3,32.3,21.0,13.5,9.0,3.8,2.3,17.3,15.0,96.8,18.0,1,1,1,1,155,37,868,76,82,393,145,1008,749,1829,1616,804,1212,241,1969,173,942,425,1794,1071,27,83,1.0
2015-16,1610612737,ATL,Atlanta Hawks,0021501203,2016-04-11T00:00:00,ATL @ CLE,L,48.0,29.3,65.3,0.448,6.0,22.5,0.267,6.0,11.3,0.533,7.5,24.0,31.5,17.3,11.3,6.0,4.5,3.0,13.5,10.5,70.5,-11.3,1,1231,1231,1231,155,906,731,1288,1139,393,1967,2344,2089,2393,1121,1339,1344,920,1342,951,634,772,682,2241,1818,2129,1.0
2015-16,1610612742,DAL,Dallas Mavericks,0021501210,2016-04-11T00:00:00,DAL @ UTA,W,48.0,27.0,60.8,0.444,8.3,24.0,0.344,13.5,16.5,0.818,7.5,27.8,35.3,14.3,6.8,5.3,1.5,2.3,11.3,12.0,75.8,6.8,1,1,1,1,155,1533,1570,1342,449,259,1288,1008,1261,732,1121,489,649,1725,162,1274,2051,425,226,1974,1255,591,1.0
2015-16,1610612762,UTA,Utah Jazz,0021501210,2016-04-11T00:00:00,UTA vs. DAL,L,48.0,26.3,57.8,0.455,6.8,24.8,0.273,9.8,13.5,0.722,4.5,24.0,28.5,15.8,7.5,3.8,2.3,1.5,12.0,11.3,69.0,-6.8,1,1231,1231,1231,155,1723,2047,1176,860,192,1927,1837,1782,1605,2083,1339,1934,1336,277,1884,1712,186,330,2136,1950,1800,1.0
2015-16,1610612753,ORL,Orlando Magic,0021501204,2016-04-11T00:00:00,ORL vs. MIL,W,48.0,30.8,63.0,0.488,5.3,17.3,0.304,13.5,21.0,0.643,9.0,18.0,27.0,21.0,7.5,14.3,7.5,5.3,11.3,15.0,80.3,6.8,1,1,1,1,155,558,1143,626,1411,1261,1655,1008,548,2127,681,2357,2118,241,277,3,66,1849,226,1071,758,591,1.0
2015-16,1610612738,BOS,Boston Celtics,0021501205,2016-04-11T00:00:00,BOS vs. CHA,L,48.0,25.5,66.8,0.382,6.0,18.0,0.333,18.0,21.8,0.828,9.8,24.8,34.5,12.8,9.0,4.5,0.8,5.3,12.8,15.0,75.0,-10.5,1,1231,1231,1231,155,1884,488,2223,1139,1105,1305,314,456,658,496,1162,786,2031,637,1602,2293,1849,491,1071,1340,2072,1.0
2015-16,1610612766,CHA,Charlotte Hornets,0021501205,2016-04-11T00:00:00,CHA @ BOS,W,48.0,30.8,60.8,0.506,10.5,24.0,0.438,13.5,16.5,0.818,5.3,27.8,33.0,17.3,10.5,7.5,5.3,0.8,15.0,12.8,85.5,10.5,1,1,1,1,155,558,1570,403,134,259,468,1008,1261,732,1866,489,1070,920,1100,435,380,55,1167,1792,346,333,1.0
2015-16,1610612751,BKN,Brooklyn Nets,0021501206,2016-04-11T00:00:00,BKN vs. WAS,L,48.0,33.0,73.5,0.449,7.5,23.3,0.323,9.8,15.8,0.619,9.8,22.5,32.3,18.0,7.5,6.8,6.8,0.8,12.0,13.5,83.3,-6.8,1,1231,1231,1231,155,219,41,1280,617,317,1457,1837,1398,2206,496,1663,1212,751,277,669,128,55,330,1581,498,1800,1.0
2015-16,1610612747,LAL,Los Angeles Lakers,0021501209,2016-04-11T00:00:00,LAL @ OKC,L,48.0,17.3,60.8,0.284,5.3,23.3,0.226,19.5,22.5,0.867,7.5,28.5,36.0,11.3,11.3,6.0,0.8,8.3,15.0,15.0,59.3,-24.8,1,1231,1231,1231,155,2459,1570,2459,1411,317,2213,189,382,369,1121,381,529,2240,1342,951,2293,2396,1167,1071,2406,2434,1.0
2015-16,1610612756,PHX,Phoenix Suns,0021501211,2016-04-11T00:00:00,PHX vs. SAC,L,48.0,30.8,75.0,0.41,3.8,16.5,0.227,10.5,12.8,0.824,12.8,25.5,38.3,15.8,14.3,6.0,2.3,9.0,18.8,14.3,75.8,-3.0,1,1231,1231,1231,155,558,17,1923,1982,1397,2195,1658,1893,692,103,984,252,1336,2102,951,1712,2428,2089,1329,1255,1417,1.0
2015-16,1610612758,SAC,Sacramento Kings,0021501211,2016-04-11T00:00:00,SAC @ PHX,W,48.0,30.8,62.3,0.494,4.5,12.8,0.353,12.8,21.0,0.607,3.0,27.0,30.0,18.8,14.3,8.3,9.0,2.3,14.3,18.8,78.8,3.0,1,1,1,1,155,558,1291,544,1737,2051,1177,1177,548,2249,2352,633,1673,597,2102,269,19,425,894,271,911,979,1.0
2015-16,1610612749,MIL,Milwaukee Bucks,0021501204,2016-04-11T00:00:00,MIL @ ORL,L,48.0,30.8,58.5,0.526,2.3,11.3,0.2,9.8,14.3,0.684,9.8,24.0,33.8,13.5,17.3,4.5,5.3,7.5,15.0,11.3,73.5,-6.8,1,1231,1231,1231,155,558,1951,226,2341,2233,2315,1837,1674,1893,496,1339,923,1892,2395,1602,380,2341,1167,2136,1494,1800,1.0
2015-16,1610612739,CLE,Cleveland Cavaliers,0021501203,2016-04-11T00:00:00,CLE vs. ATL,W,48.0,30.0,62.3,0.482,8.3,21.8,0.379,13.5,15.0,0.9,6.8,28.5,35.3,12.8,11.3,6.8,3.0,4.5,10.5,13.5,81.8,11.3,1,1,1,1,155,719,1291,729,449,487,916,1008,1531,177,1377,381,649,2031,1342,669,1269,1540,134,1581,621,296,1.0
2015-16,1610612760,OKC,Oklahoma City Thunder,0021501209,2016-04-11T00:00:00,OKC vs. LAL,W,48.0,31.5,72.0,0.438,9.0,27.8,0.324,12.0,20.3,0.593,9.8,33.0,42.8,20.3,9.0,6.0,8.3,0.8,15.0,15.0,84.0,24.8,1,1,1,1,155,421,76,1490,297,60,1446,1341,637,2301,496,39,35,334,637,951,38,55,1167,1071,436,24,1.0
2015-16,1610612750,MIN,Minnesota Timberwolves,0021501207,2016-04-11T00:00:00,MIN vs. HOU,L,48.0,28.5,62.3,0.458,3.8,15.8,0.238,18.0,24.8,0.727,7.5,22.5,30.0,18.8,10.5,9.0,2.3,3.8,15.0,17.3,78.8,-18.0,1,1231,1231,1231,155,1117,1291,1119,1982,1534,2135,314,230,1563,1121,1663,1673,597,1100,173,1712,1209,1167,515,911,2364,1.0
2015-16,1610612762,UTA,Utah Jazz,0021501198,2016-04-10T00:00:00,UTA @ DEN,W,48.0,27.0,59.3,0.456,9.0,23.3,0.387,12.0,15.8,0.762,8.3,28.5,36.8,14.3,9.0,5.3,6.0,5.3,10.5,14.3,75.0,12.0,1,1,1,1,155,1533,1842,1151,297,317,853,1341,1398,1256,893,381,409,1725,637,1274,227,1849,134,1329,1340,261,1.0
2015-16,1610612752,NYK,New York Knicks,0021501202,2016-04-10T00:00:00,NYK vs. TOR,L,48.0,24.0,66.8,0.36,5.3,15.0,0.35,13.5,15.8,0.857,9.8,25.5,35.3,10.5,6.8,3.0,2.3,4.5,11.3,14.3,66.8,-3.0,1,1231,1231,1231,155,2140,488,2365,1411,1665,1198,1008,1398,419,496,984,649,2315,162,2145,1712,1540,226,1329,2131,1417,1.0
2015-16,1610612746,LAC,LA Clippers,0021501196,2016-04-10T00:00:00,LAC vs. DAL,W,48.0,27.8,57.0,0.487,6.8,13.5,0.5,11.3,27.8,0.405,4.5,27.0,31.5,18.8,8.3,8.3,4.5,3.8,15.0,21.8,73.5,5.3,1,1,1,1,155,1315,2146,669,860,1950,145,1502,102,2458,2083,633,1344,597,442,269,634,1209,1167,54,1494,736,1.0
2015-16,1610612745,HOU,Houston Rockets,0021501195,2016-04-10T00:00:00,HOU vs. LAL,W,48.0,37.5,73.5,0.51,12.8,30.8,0.415,9.8,13.5,0.722,12.0,24.0,36.0,22.5,10.5,8.3,3.8,2.3,11.3,11.3,97.5,15.0,1,1,1,1,155,18,41,381,32,20,639,1837,1782,1605,160,1339,529,138,1100,269,942,425,226,2136,17,145,1.0
2015-16,1610612764,WAS,Washington Wizards,0021501194,2016-04-10T00:00:00,WAS vs. CHA,W,48.0,31.5,60.0,0.525,6.8,15.8,0.429,15.0,21.0,0.714,3.0,33.0,36.0,20.3,9.0,6.0,3.8,1.5,17.3,18.8,84.8,11.3,1,1,1,1,155,421,1709,230,860,1534,511,717,548,1650,2352,39,529,334,637,951,942,186,1794,271,402,296,1.0
2015-16,1610612761,TOR,Toronto Raptors,0021501202,2016-04-10T00:00:00,TOR @ NYK,W,48.0,27.8,58.5,0.474,5.3,15.0,0.35,9.0,14.3,0.632,5.3,23.3,28.5,14.3,5.3,3.0,4.5,2.3,14.3,11.3,69.8,3.0,1,1,1,1,155,1315,1951,860,1411,1665,1198,1966,1674,2166,1866,1503,1934,1725,37,2145,634,425,894,2136,1893,979,1.0
