group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank
,1628389,Bam Adebayo,,1610612748,MIA,20.0,27,13,14,0.481,55.891666666666666,4,7,0.571,0,0,0.0,4,7,0.571,4,13,17,5,0,1,2,1,9,4,12,-30,48.9,6,0,40.0,122,122,319,244,178,207,237,67,221,294,221,175,150,256,89,95,95,101,284,161,71,247,316,176,219,418,166,48,18,178
,1627884,Derrick Jones Jr.,,1610612748,MIA,21.0,2,0,2,0.0,4.835,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,0,0,0,0,-7,4.2,0,0,3.0,380,404,75,404,374,333,379,333,221,294,221,305,312,305,196,346,320,288,284,245,130,1,1,332,354,303,345,185,18,355
,1628476,Derrick Walton Jr.,,1610612748,MIA,23.0,1,0,1,0.0,0.0133333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,-1,0.0,0,0,0.0,407,404,27,404,443,333,379,333,221,294,221,305,312,305,283,346,367,288,284,245,228,1,78,332,354,220,403,185,18,403
,203079,Dion Waiters,,1610612748,MIA,26.0,14,8,6,0.571,47.90833333333333,18,35,0.514,7,14,0.5,5,9,0.556,1,5,6,3,3,2,0,2,3,6,48,19,62.7,0,0,68.0,245,216,183,134,191,58,78,86,38,82,32,152,131,262,196,195,210,158,123,106,228,336,171,137,77,67,125,185,18,112
,2548,Dwyane Wade,,1610612748,MIA,36.0,30,18,12,0.6,103.90666666666668,20,43,0.465,0,7,0.0,13,16,0.813,9,12,21,10,7,5,6,1,13,11,53,53,119.2,3,0,106.0,99,60,290,104,86,47,58,144,221,135,221,75,74,142,22,104,71,55,47,25,14,247,387,77,65,15,47,84,18,55
,201609,Goran Dragic,,1610612748,MIA,32.0,45,24,21,0.533,195.9333333333333,31,70,0.443,7,19,0.368,23,26,0.885,7,26,33,20,9,5,0,5,25,23,92,37,167.6,3,0,162.0,8,12,426,176,3,18,20,163,38,49,100,33,39,94,42,16,20,9,31,25,228,411,447,28,21,30,20,84,18,19
,202355,Hassan Whiteside,,1610612748,MIA,29.0,24,13,11,0.542,76.31666666666666,13,21,0.619,0,0,0.0,4,7,0.571,9,23,32,3,4,0,5,4,9,5,30,25,83.9,16,0,75.0,151,122,270,168,135,89,134,55,221,294,221,175,150,256,22,25,22,158,90,245,22,390,316,158,120,52,93,14,18,101
,201949,James Johnson,,1610612748,MIA,31.0,38,20,18,0.526,145.0016666666667,25,47,0.532,7,16,0.438,18,24,0.75,3,21,24,11,12,2,1,0,20,16,75,-4,117.3,6,0,123.0,40,41,386,181,32,32,49,81,38,65,68,49,45,169,115,30,52,48,13,106,130,1,434,49,34,265,50,48,18,44
,1626175,Jordan Mickey,,1610612748,MIA,23.0,1,1,0,1.0,0.35,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0.0,407,354,1,1,428,333,379,333,221,294,221,305,312,305,283,346,367,288,284,245,228,1,1,332,354,171,403,185,18,403
,1626196,Josh Richardson,,1610612748,MIA,24.0,50,27,23,0.54,210.49666666666667,24,56,0.429,5,18,0.278,22,25,0.88,8,20,28,16,13,8,5,2,20,23,75,49,158.6,0,0,150.0,1,4,436,170,2,35,34,174,70,53,157,34,41,96,32,35,30,23,11,7,22,336,434,28,34,19,23,185,18,23
