player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank
1628389,Bam Adebayo,Bam,1610612748,MIA,20.0,27,13,14,0.481,56.0,0.081,0.098,0.082,0.0,0.0,0.222,0.233,0.4,0.295,0.315,0.217,0.0,0.143,0.5,0.2,0.25,0.154,0.108,122,122,319,244,178,341,280,329,221,294,116,111,55,68,58,126,1,192,41,315,317,197,287
1627884,Derrick Jones Jr.,Derrick,1610612748,MIA,21.0,2,0,2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,380,404,75,404,374,394,333,379,221,294,305,312,24,346,162,288,1,245,1,1,1,332,354
1628476,Derrick Walton Jr.,Derrick,1610612748,MIA,23.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,407,404,27,404,443,394,333,379,221,294,305,312,283,346,367,288,1,245,228,1,440,332,354
203079,Dion Waiters,Dion,1610612748,MIA,26.0,14,8,6,0.571,48.0,0.347,0.45,0.438,0.636,0.519,0.152,0.188,0.1,0.172,0.154,0.2,0.214,0.333,0.0,0.5,0.088,0.182,0.387,245,216,183,134,191,23,14,13,10,5,183,150,234,204,246,132,330,45,228,413,88,172,26
2548,Dwyane Wade,Dwyane,1610612748,MIA,36.0,30,18,12,0.6,104.0,0.206,0.227,0.223,0.0,0.084,0.194,0.188,0.273,0.162,0.196,0.233,0.259,0.357,0.5,0.143,0.217,0.186,0.198,99,60,290,104,86,96,102,97,221,255,144,149,105,230,178,113,359,43,41,287,262,167,146
201609,Goran Dragic,Goran,1610612748,MIA,32.0,45,24,21,0.533,196.0,0.207,0.212,0.224,0.184,0.188,0.235,0.218,0.167,0.195,0.189,0.26,0.155,0.208,0.0,0.25,0.24,0.235,0.215,8,12,426,176,3,93,117,95,151,167,108,129,165,174,187,92,267,139,228,337,308,119,114
202355,Hassan Whiteside,Hassan,1610612748,MIA,29.0,24,13,11,0.542,76.0,0.165,0.213,0.181,0.0,0.0,0.114,0.171,0.643,0.377,0.427,0.111,0.143,0.0,0.625,0.571,0.214,0.156,0.173,151,122,270,168,135,181,116,155,221,294,225,171,14,31,16,222,249,245,29,432,258,196,175
201949,James Johnson,James,1610612748,MIA,31.0,38,20,18,0.526,145.0,0.223,0.25,0.224,0.269,0.235,0.247,0.267,0.111,0.181,0.168,0.2,0.25,0.118,0.077,0.0,0.256,0.232,0.251,40,41,386,181,32,77,76,94,89,121,104,91,224,191,220,132,347,211,219,1,342,120,78
1626175,Jordan Mickey,Jordan,1610612748,MIA,23.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407,354,1,1,428,394,333,379,221,294,305,312,283,346,367,288,1,245,228,1,1,332,354
1626196,Josh Richardson,Josh,1610612748,MIA,24.0,50,27,23,0.54,210.0,0.166,0.148,0.166,0.122,0.167,0.2,0.181,0.19,0.128,0.141,0.188,0.22,0.308,0.313,0.095,0.18,0.207,0.158,1,4,436,170,2,177,209,185,191,181,130,163,154,277,267,149,335,64,106,269,212,140,193
1626159,Justise Winslow,Justise,1610612748,MIA,22.0,29,14,15,0.483,70.0,0.165,0.109,0.175,0.067,0.081,0.081,0.13,0.231,0.373,0.347,0.286,0.231,0.333,0.333,0.556,0.311,0.135,0.097,106,108,345,243,149,182,268,165,211,258,260,218,129,32,41,78,339,45,85,430,381,228,301
203482,Kelly Olynyk,Kelly,1610612748,MIA,27.0,34,20,14,0.588,113.0,0.201,0.198,0.186,0.12,0.169,0.276,0.296,0.263,0.211,0.222,0.263,0.28,0.25,0.2,0.25,0.137,0.322,0.208,61,41,319,117,73,105,136,150,192,180,84,70,110,154,139,89,367,96,135,337,141,62,124
202337,Luke Babbitt,Luke,1610612748,MIA,29.0,7,1,6,0.143,8.0,0.048,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.333,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,307,354,183,400,349,373,333,327,221,294,305,312,283,42,103,288,1,245,228,1,440,332,354
204020,Tyler Johnson,Tyler,1610612748,MIA,26.0,35,18,17,0.514,72.0,0.084,0.093,0.088,0.222,0.229,0.135,0.109,0.071,0.164,0.145,0.069,0.083,0.0,0.0,0.083,0.238,0.135,0.117,55,60,373,190,144,335,286,321,130,128,202,234,261,227,258,258,195,245,228,258,304,228,270
201961,Wayne Ellington,Wayne,1610612748,MIA,30.0,39,22,17,0.564,115.0,0.149,0.191,0.19,0.433,0.375,0.085,0.067,0.136,0.128,0.13,0.089,0.121,0.083,0.0,0.0,0.056,0.052,0.195,34,25,373,145,64,209,141,144,38,35,255,285,203,279,284,236,234,231,228,1,79,321,152
