group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
Players,1630181,R.J. Hampton,R.J.,1610612753,ORL,21.0,9,4,5,0.444,4.2,116.5,108.5,108.5,107.3,102.5,102.5,9.2,6.0,6.0,0.238,5.0,33.3,0.0,0.093,0.051,6.7,7.0,0.643,0.721,0.111,0.114,97.67,103.52,86.27,103.52,0.121,82,4,7,0.4,0.8,0.571,279,275,211,290,28,149,195,195,212,204,204,157,174,174,72,8,33,290,265,321,295,300,92,83,310,320,288,210,210,135,204,240,140,195,88,ORL
Players,1628976,Wendell Carter Jr.,Wendell,1610612753,ORL,23.0,24,10,14,0.417,3.9,108.7,107.3,107.3,101.4,99.5,99.5,7.3,7.8,7.8,0.067,1.33,11.1,0.033,0.275,0.164,8.3,8.4,0.238,0.38,0.147,0.156,97.1,98.67,82.23,98.67,0.085,191,5,21,0.2,0.9,0.238,128,156,401,318,53,241,211,211,145,148,148,169,162,162,237,129,219,206,30,46,333,335,343,329,233,233,306,343,343,215,175,126,273,171,335,ORL
Players,1630532,Franz Wagner,Franz,1610612753,ORL,20.0,29,11,18,0.379,4.1,103.3,100.8,100.8,100.7,100.4,100.4,2.6,0.4,0.4,0.103,2.0,9.5,0.033,0.095,0.067,4.8,4.7,0.422,0.508,0.207,0.224,97.29,98.61,82.17,98.61,0.104,243,18,45,0.6,1.6,0.4,70,136,467,355,34,297,276,276,135,177,177,209,215,215,181,74,244,204,257,255,252,252,251,238,120,113,301,344,344,166,56,47,75,59,223,ORL
Players,1630591,Jalen Suggs,Jalen,1610612753,ORL,21.0,10,5,5,0.5,3.0,91.6,95.0,95.0,98.3,96.8,96.8,-6.7,-1.8,-1.8,0.143,0.5,13.3,0.0,0.132,0.075,26.7,26.1,0.563,0.59,0.188,0.201,100.17,99.13,82.61,99.13,0.098,60,4,8,0.4,0.8,0.5,269,247,211,206,197,386,344,344,112,128,128,282,239,239,136,205,189,290,182,233,473,472,138,166,149,147,213,326,326,180,204,227,155,183,116,ORL
Players,201577,Robin Lopez,Robin,1610612753,ORL,34.0,4,2,2,0.5,1.0,80.6,75.0,75.0,74.4,83.3,83.3,6.2,-8.3,-8.3,0.5,0.0,25.0,0.143,0.0,0.063,0.0,0.0,0.0,0.0,0.273,0.287,120.61,115.52,96.27,115.52,-0.08,8,0,3,0.0,0.8,0.0,369,339,100,206,433,416,412,412,45,66,66,178,298,298,4,233,59,28,380,273,1,1,364,382,58,58,36,81,81,456,364,311,364,205,364,ORL
Players,1630273,Freddie Gillespie,Freddie,1610612753,ORL,25.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,438,448,38,448,494,465,465,465,1,1,1,225,217,217,307,233,307,290,380,406,1,1,364,382,431,431,493,494,494,356,364,419,364,419,364,ORL
Players,1629643,Chuma Okeke,Chuma,1610612753,ORL,23.0,14,8,6,0.571,2.5,97.3,88.1,88.1,96.4,92.3,92.3,0.9,-4.2,-4.2,0.2,1.5,16.7,0.026,0.128,0.081,11.1,11.6,0.9,0.902,0.161,0.167,101.53,109.1,90.92,109.1,0.243,84,7,10,0.5,0.7,0.7,224,200,239,155,266,357,388,388,100,99,99,217,258,258,85,114,138,230,196,209,381,388,38,37,206,217,173,124,124,22,146,208,107,215,56,ORL
Players,1628964,Mo Bamba,Mo,1610612753,ORL,24.0,20,7,13,0.35,3.7,99.2,98.6,98.6,91.2,90.5,90.5,8.0,8.1,8.1,0.0,0.0,0.0,0.118,0.196,0.162,14.3,14.7,0.559,0.573,0.127,0.13,94.28,94.92,79.1,94.92,0.156,145,8,17,0.4,0.9,0.471,171,211,380,373,71,340,314,314,75,91,91,164,159,159,307,233,307,46,77,48,419,426,142,182,268,286,375,419,419,79,130,136,155,174,157,ORL
Players,1630175,Cole Anthony,Cole,1610612753,ORL,22.0,25,10,15,0.4,4.1,107.8,105.5,105.5,96.4,95.5,95.5,11.4,9.9,9.9,0.233,2.0,11.6,0.01,0.185,0.108,5.8,6.0,0.473,0.589,0.336,0.344,93.46,94.9,79.08,94.9,0.21,201,24,56,1.0,2.2,0.429,111,156,420,332,38,256,234,234,99,120,120,147,145,145,76,74,212,282,85,135,273,276,221,168,26,28,399,420,420,35,31,27,26,21,192,ORL
Players,1629678,Admiral Schofield,Admiral,1610612753,ORL,25.0,2,1,1,0.5,1.8,0.0,0.0,0.0,185.6,150.0,150.0,-185.6,-150.0,-150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.83,111.88,93.24,111.88,-0.25,7,0,0,0.0,0.0,0.0,408,375,38,206,359,465,465,465,477,469,469,479,478,478,307,233,307,290,380,406,1,1,364,382,431,431,104,102,102,486,364,419,364,419,364,ORL
