group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank
,203464,Brandon Paul,,1610612759,SAS,27.0,5,3,2,0.6,1.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,335,305,75,104,357,353,1,312,171,221,179,305,233,300,263,249,212,87,312,257,333,306,333
,1627854,Bryn Forbes,,1610612759,SAS,24.0,20,13,7,0.65,2.1,0.462,0.538,0.25,0.0,0.75,0.0,0.0,0.0,0.25,1.0,0.0,1.0,0.0,1.0,0.0,3,13,0.231,194,122,197,74,277,274,104,264,171,13,179,305,233,226,1,249,1,87,1,257,228,183,313
,201980,Danny Green,,1610612759,SAS,31.0,26,14,12,0.538,2.9,0.25,0.75,0.24,0.0,0.6,0.0,0.16,0.24,0.24,0.333,0.667,1.0,0.0,0.75,0.25,8,28,0.286,136,108,290,171,189,331,41,271,171,34,179,248,63,235,190,104,1,87,124,197,134,103,292
,1627749,Dejounte Murray,,1610612759,SAS,21.0,24,11,13,0.458,2.1,0.846,0.154,0.476,0.095,0.143,0.286,0.381,0.095,0.381,0.0,1.0,1.0,0.0,0.167,0.833,6,13,0.462,151,152,305,262,293,114,264,160,115,196,33,79,181,155,263,1,1,87,298,33,166,183,147
,1628401,Derrick White,,1610612759,SAS,23.0,2,0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,380,404,75,404,301,353,294,312,171,221,179,305,233,300,263,249,212,87,312,257,333,379,333
,202722,Dāvis Bertāns,,1610612759,SAS,25.0,18,9,9,0.5,2.1,0.0,1.0,0.0,0.0,0.923,0.462,0.077,0.462,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4,10,0.4,214,182,236,198,284,353,1,312,171,11,17,292,23,300,263,249,1,87,1,257,207,209,201
,203530,Joffrey Lauvergne,,1610612759,SAS,26.0,3,1,2,0.333,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,360,354,75,342,420,353,294,312,171,221,179,305,233,300,263,249,212,87,312,257,333,379,333
,203937,Kyle Anderson,,1610612759,SAS,24.0,28,14,14,0.5,2.6,0.917,0.083,0.583,0.25,0.0,0.125,0.417,0.042,0.333,0.714,0.286,0.0,0.0,0.714,0.286,7,12,0.583,113,108,319,198,209,96,283,108,25,221,79,70,227,178,98,211,212,87,141,189,153,192,66
,200746,LaMarcus Aldridge,,1610612759,SAS,32.0,32,20,12,0.625,3.7,0.982,0.018,0.659,0.146,0.0,0.0,0.341,0.061,0.512,0.407,0.593,0.0,0.0,0.407,0.593,27,55,0.491,76,41,290,90,75,86,293,85,77,221,179,99,214,91,179,133,212,87,242,91,27,36,129
,1938,Manu Ginobili,,1610612759,SAS,40.0,24,16,8,0.667,2.9,0.538,0.462,0.409,0.045,0.273,0.0,0.318,0.136,0.364,0.333,0.667,0.5,0.5,0.385,0.615,13,26,0.5,151,84,212,57,178,235,144,198,155,147,179,130,140,164,190,104,180,26,249,84,89,110,89
,201988,Patty Mills,,1610612759,SAS,29.0,35,19,16,0.543,3.6,0.293,0.707,0.214,0.107,0.429,0.036,0.357,0.161,0.107,0.167,0.833,0.625,0.375,0.429,0.571,14,41,0.341,55,53,360,167,88,325,54,283,108,88,161,92,118,285,239,69,171,48,233,96,82,62,259
,2200,Pau Gasol,,1610612759,SAS,37.0,15,7,8,0.467,2.5,0.846,0.154,0.571,0.095,0.0,0.19,0.429,0.143,0.476,0.5,0.5,0.0,0.0,0.5,0.5,6,13,0.462,240,233,212,257,232,114,264,110,115,221,49,63,135,110,138,147,212,87,199,109,166,183,147
,200752,Rudy Gay,,1610612759,SAS,31.0,13,8,5,0.615,3.5,0.647,0.353,0.545,0.091,0.136,0.0,0.319,0.0,0.455,0.167,0.833,1.0,0.0,0.286,0.714,7,17,0.412,253,216,162,98,107,189,189,126,118,199,179,130,233,117,239,69,1,87,274,57,153,155,196
,2225,Tony Parker,,1610612759,SAS,36.0,5,2,3,0.4,1.6,1.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,0.667,0.333,0.667,0.0,0.0,0.333,0.667,3,3,1.0,335,329,114,299,346,1,294,1,9,221,179,305,233,45,190,104,212,87,256,64,228,287,1
