team_id,team_name,team,gp,g,fga_frequency,fgm,fga,fg_pct,efg_pct,fg2a_frequency,fg2m,fg2a,fg2_pct,fg3a_frequency,fg3m,fg3a,fg3_pct
1610612756,Phoenix Suns,PHX,11,11,0.47,23.91,41.55,0.575,0.575,0.47,23.91,41.55,0.575,0.0,0.0,0.0,
1610612750,Minnesota Timberwolves,MIN,5,5,0.462,23.6,40.6,0.581,0.581,0.462,23.6,40.6,0.581,0.0,0.0,0.0,
1610612737,Atlanta Hawks,ATL,6,6,0.449,25.5,40.5,0.63,0.63,0.449,25.5,40.5,0.63,0.0,0.0,0.0,
1610612751,Brooklyn Nets,BKN,4,4,0.462,18.75,39.5,0.475,0.475,0.462,18.75,39.5,0.475,0.0,0.0,0.0,
1610612747,Los Angeles Lakers,LAL,16,16,0.419,21.06,39.19,0.537,0.537,0.419,21.06,39.19,0.537,0.0,0.0,0.0,
1610612763,Memphis Grizzlies,MEM,6,6,0.408,22.5,37.0,0.608,0.608,0.408,22.5,37.0,0.608,0.0,0.0,0.0,
1610612758,Sacramento Kings,SAC,7,7,0.401,21.57,36.86,0.585,0.585,0.401,21.57,36.86,0.585,0.0,0.0,0.0,
1610612739,Cleveland Cavaliers,CLE,5,5,0.422,20.2,35.4,0.571,0.571,0.422,20.2,35.4,0.571,0.0,0.0,0.0,
1610612744,Golden State Warriors,GSW,13,13,0.389,19.92,35.38,0.563,0.563,0.389,19.92,35.38,0.563,0.0,0.0,0.0,
1610612743,Denver Nuggets,DEN,20,20,0.413,20.0,35.35,0.566,0.566,0.413,20.0,35.35,0.566,0.0,0.0,0.0,
1610612738,Boston Celtics,BOS,20,20,0.403,19.0,35.35,0.537,0.537,0.403,19.0,35.35,0.537,0.0,0.0,0.0,
1610612748,Miami Heat,MIA,23,23,0.407,20.7,33.96,0.609,0.609,0.407,20.7,33.96,0.609,0.0,0.0,0.0,
1610612752,New York Knicks,NYK,11,11,0.395,18.82,32.55,0.578,0.578,0.395,18.82,32.55,0.578,0.0,0.0,0.0,
1610612749,Milwaukee Bucks,MIL,5,5,0.354,19.6,31.8,0.616,0.616,0.354,19.6,31.8,0.616,0.0,0.0,0.0,
1610612755,Philadelphia 76ers,PHI,11,11,0.38,18.09,31.0,0.584,0.584,0.38,18.09,31.0,0.584,0.0,0.0,0.0,
1610612746,LA Clippers,LAC,5,5,0.333,18.6,28.8,0.646,0.646,0.333,18.6,28.8,0.646,0.0,0.0,0.0,
