season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away,MON
2021-22,1610612744,GSW,Golden State Warriors,42100406,2022-06-16,GSW @ BOS,W,48.0,105.6,109.6,92.5,96.8,13.1,12.8,0.711,1.59,19.1,0.407,0.652,0.52,0.181,0.516,0.539,97.4,93.5,77.92,94,0.54,1,1,1,1,3,102,26,38,24,98,51,10,146,70,144,104,115,123,58,1,2021,2022,False,BOS,GSW,JUN
2021-22,1610612744,GSW,Golden State Warriors,42100405,2022-06-13,GSW vs. BOS,W,48.0,106.6,107.2,95.3,95.9,11.3,11.3,0.561,3.29,18.4,0.106,0.75,0.432,0.072,0.517,0.55,98.1,97.5,81.25,97,0.563,1,1,1,1,3,115,23,41,115,7,68,172,74,150,5,102,104,53,41,1,2021,2022,True,GSW,BOS,JUN
2021-22,1610612744,GSW,Golden State Warriors,42100404,2022-06-10,GSW @ BOS,W,48.0,109.6,111.5,98.6,101.0,11.0,10.4,0.5,1.25,14.7,0.385,0.736,0.562,0.167,0.522,0.548,98.0,96.0,80.0,96,0.552,1,1,1,1,3,85,39,44,144,135,135,13,84,29,126,96,107,75,51,1,2021,2022,False,BOS,GSW,JUN
2021-22,1610612744,GSW,Golden State Warriors,42100403,2022-06-08,GSW @ BOS,L,48.0,104.6,106.4,120.1,122.1,-15.5,-15.7,0.611,1.29,17.7,0.19,0.592,0.407,0.181,0.558,0.591,96.1,94.5,78.75,94,0.403,1,88,88,88,3,118,149,148,78,131,77,143,166,166,144,61,64,95,146,1,2021,2022,False,BOS,GSW,JUN
2021-22,1610612744,GSW,Golden State Warriors,42100402,2022-06-05,GSW vs. BOS,W,48.0,106.2,110.3,87.6,89.8,18.6,20.5,0.641,2.08,18.8,0.224,0.78,0.505,0.124,0.541,0.564,100.6,97.5,81.25,97,0.602,1,1,1,1,3,94,10,22,56,50,59,121,50,86,63,77,90,53,27,1,2021,2022,True,GSW,BOS,JUN
2021-22,1610612744,GSW,Golden State Warriors,42100401,2022-06-02,GSW vs. BOS,L,48.0,111.8,114.9,122.4,129.0,-10.6,-14.1,0.615,1.71,17.6,0.353,0.698,0.511,0.149,0.551,0.571,97.3,93.5,77.92,94,0.422,1,88,88,88,3,65,161,142,75,81,79,25,113,82,98,69,85,123,141,1,2021,2022,True,GSW,BOS,JUN
2021-22,1610612744,GSW,Golden State Warriors,42100315,2022-05-26,GSW vs. DAL,W,48.0,130.4,129.0,115.8,119.6,14.6,9.5,0.8,3.27,25.0,0.349,0.82,0.602,0.118,0.591,0.631,93.5,92.5,77.08,93,0.587,1,1,1,1,3,12,137,49,2,8,1,28,24,4,54,34,30,133,30,1,2021,2022,True,GSW,DAL,MAY
2021-22,1610612744,GSW,Golden State Warriors,42100314,2022-05-24,GSW @ DAL,L,48.0,111.9,111.2,124.4,122.7,-12.5,-11.5,0.634,3.25,19.8,0.163,0.909,0.516,0.082,0.548,0.571,96.6,97.5,81.25,98,0.45,1,88,88,88,3,88,151,135,60,9,36,159,1,75,9,74,84,53,121,1,2021,2022,False,DAL,GSW,MAY
2021-22,1610612744,GSW,Golden State Warriors,42100313,2022-05-22,GSW @ DAL,W,48.0,119.8,117.2,108.7,109.9,11.0,7.3,0.737,2.15,20.4,0.356,0.809,0.587,0.14,0.537,0.592,91.5,92.0,76.67,93,0.578,1,1,1,1,3,50,75,60,14,45,28,22,33,13,82,82,62,139,36,1,2021,2022,False,DAL,GSW,MAY
2021-22,1610612744,GSW,Golden State Warriors,42100312,2022-05-20,GSW vs. DAL,W,48.0,124.8,128.6,118.5,118.2,6.3,10.4,0.717,2.06,23.2,0.282,0.864,0.59,0.163,0.646,0.677,99.9,98.5,82.08,98,0.554,1,1,1,1,3,15,130,45,22,54,8,80,9,12,124,11,11,45,48,1,2021,2022,True,GSW,DAL,MAY
