season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,game_no,pf,opp_pf,wl,differential
2021-22,1610612766,22100003,2021-10-20,IND,CHA,IND,1610612754,1,123,122,W,1
2021-22,1610612766,22100017,2021-10-22,CHA,CLE,CLE,1610612739,2,123,112,W,11
2021-22,1610612766,22100035,2021-10-24,CHA,BKN,BKN,1610612751,3,111,95,W,16
2021-22,1610612766,22100041,2021-10-25,BOS,CHA,BOS,1610612738,4,129,140,L,-11
2021-22,1610612766,22100055,2021-10-27,CHA,ORL,ORL,1610612753,5,120,111,W,9
2021-22,1610612766,22100073,2021-10-29,CHA,MIA,MIA,1610612748,6,99,114,L,-15
2021-22,1610612766,22100090,2021-10-31,POR,CHA,POR,1610612757,7,125,113,W,12
2021-22,1610612766,22100094,2021-11-01,CLE,CHA,CLE,1610612739,8,110,113,L,-3
2021-22,1610612766,22100117,2021-11-03,CHA,GSW,GSW,1610612744,9,92,114,L,-22
2021-22,1610612766,22100132,2021-11-05,CHA,SAC,SAC,1610612758,10,110,140,L,-30
2021-22,1610612766,22100146,2021-11-07,CHA,LAC,LAC,1610612746,11,106,120,L,-14
2021-22,1610612766,22100154,2021-11-08,CHA,LAL,LAL,1610612747,12,123,126,L,-3
2021-22,1610612766,22100164,2021-11-10,CHA,MEM,MEM,1610612763,13,118,108,W,10
2021-22,1610612766,22100174,2021-11-12,NYK,CHA,NYK,1610612752,14,104,96,W,8
2021-22,1610612766,22100194,2021-11-14,GSW,CHA,GSW,1610612744,15,106,102,W,4
2021-22,1610612766,22100213,2021-11-17,WAS,CHA,WAS,1610612764,16,97,87,W,10
2021-22,1610612766,22100230,2021-11-19,IND,CHA,IND,1610612754,17,121,118,W,3
2021-22,1610612766,22100242,2021-11-20,CHA,ATL,ATL,1610612737,18,105,115,L,-10
2021-22,1610612766,22100254,2021-11-22,CHA,WAS,WAS,1610612764,19,109,103,W,6
2021-22,1610612766,22100269,2021-11-24,CHA,ORL,ORL,1610612753,20,106,99,W,7
2021-22,1610612766,22100281,2021-11-26,MIN,CHA,MIN,1610612750,21,133,115,W,18
2021-22,1610612766,22100297,2021-11-27,CHA,HOU,HOU,1610612745,22,143,146,L,-3
2021-22,1610612766,22100307,2021-11-29,CHA,CHI,CHI,1610612741,23,119,133,L,-14
2021-22,1610612766,22100324,2021-12-01,CHA,MIL,MIL,1610612749,24,125,127,L,-2
2021-22,1610612766,22100350,2021-12-05,CHA,ATL,ATL,1610612737,25,130,127,W,3
2021-22,1610612766,22100353,2021-12-06,PHI,CHA,PHI,1610612755,26,124,127,L,-3
2021-22,1610612766,22100366,2021-12-08,PHI,CHA,PHI,1610612755,27,106,110,L,-4
2021-22,1610612766,22100382,2021-12-10,SAC,CHA,SAC,1610612758,28,124,123,W,1
2021-22,1610612766,22100410,2021-12-13,CHA,DAL,DAL,1610612742,29,96,120,L,-24
2021-22,1610612766,22100423,2021-12-15,CHA,SAS,SAS,1610612759,30,131,115,W,16
2021-22,1610612766,22100439,2021-12-17,CHA,POR,POR,1610612757,31,116,125,L,-9
2021-22,1610612766,22100456,2021-12-19,CHA,PHX,PHX,1610612756,32,106,137,L,-31
2021-22,1610612766,22100461,2021-12-20,CHA,UTA,UTA,1610612762,33,102,112,L,-10
2021-22,1610612766,22100482,2021-12-23,CHA,DEN,DEN,1610612743,34,115,107,W,8
2021-22,1610612766,22100501,2021-12-27,HOU,CHA,HOU,1610612745,35,123,99,W,24
2021-22,1610612766,22100517,2021-12-29,CHA,IND,IND,1610612754,36,116,108,W,8
2021-22,1610612766,22100549,2022-01-02,PHX,CHA,PHX,1610612756,37,99,133,L,-34
2021-22,1610612766,22100553,2022-01-03,CHA,WAS,WAS,1610612764,38,121,124,L,-3
2021-22,1610612766,22100567,2022-01-05,DET,CHA,DET,1610612765,39,140,111,W,29
2021-22,1610612766,22100592,2022-01-08,MIL,CHA,MIL,1610612749,40,114,106,W,8
2021-22,1610612766,22100607,2022-01-10,MIL,CHA,MIL,1610612749,41,103,99,W,4
2021-22,1610612766,22100619,2022-01-12,CHA,PHI,PHI,1610612755,42,109,98,W,11
2021-22,1610612766,22100632,2022-01-14,ORL,CHA,ORL,1610612753,43,109,116,L,-7
2021-22,1610612766,22100655,2022-01-17,CHA,NYK,NYK,1610612752,44,97,87,W,10
2021-22,1610612766,22100671,2022-01-19,CHA,BOS,BOS,1610612738,45,111,102,W,9
