player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
1641737,Adem Bona,Adem,1610612755,PHI,22.0,58,12,46,0.207,905.0,0.135,0.179,0.116,0.0,0.002,0.206,0.236,0.428,0.258,0.304,0.065,0.22,0.166,0.6,0.144,0.35,0.261,0.165,223,393,533,518,288,448,285,522,499,539,166,132,55,124,82,543,433,368,13,204,540,96,326,PHI
1642024,Alex Reese,Alex,1610612755,PHI,26.0,15,4,11,0.267,216.0,0.123,0.13,0.133,0.217,0.218,0.113,0.111,0.231,0.25,0.246,0.041,0.109,0.244,0.333,0.077,0.304,0.119,0.138,476,493,128,480,455,498,472,475,217,217,395,416,192,138,156,552,112,135,100,76,503,425,438,PHI
203083,Andre Drummond,Andre,1610612755,PHI,31.0,40,12,28,0.3,751.0,0.183,0.194,0.17,0.019,0.04,0.239,0.28,0.532,0.446,0.473,0.109,0.239,0.271,0.3,0.274,0.293,0.247,0.184,342,393,349,456,319,238,210,329,483,505,129,88,13,2,2,423,456,82,123,462,492,111,243,PHI
201569,Eric Gordon,Eric,1610612755,PHI,36.0,39,12,27,0.308,768.0,0.14,0.136,0.151,0.265,0.237,0.125,0.13,0.053,0.087,0.078,0.176,0.116,0.178,0.169,0.194,0.096,0.11,0.15,353,393,334,450,315,433,449,413,121,174,360,364,531,551,559,254,135,325,253,319,25,442,395,PHI
1627824,Guerschon Yabusele,Guerschon,1610612755,PHI,29.0,70,23,47,0.329,1895.0,0.163,0.179,0.166,0.187,0.181,0.154,0.163,0.35,0.238,0.267,0.154,0.172,0.161,0.163,0.147,0.22,0.187,0.176,118,265,539,443,105,316,284,349,276,321,277,278,100,161,123,309,320,385,268,211,340,239,284,PHI
1630600,Isaiah Mobley,Isaiah,1610612755,PHI,25.0,1,0,1,0.0,17.0,0.17,0.182,0.194,0.143,0.167,0.111,0.2,0.25,0.231,0.235,0.714,0.0,0.5,1.0,0.0,0.429,0.167,0.158,562,557,10,557,550,281,270,232,356,351,400,197,165,173,173,3,1,7,1,1,564,287,357,PHI
1641720,Jalen Hood-Schifino,Jalen,1610612755,PHI,21.0,15,3,12,0.2,315.0,0.164,0.142,0.167,0.167,0.174,0.161,0.145,0.04,0.123,0.1,0.262,0.196,0.104,0.219,0.143,0.227,0.147,0.148,476,508,146,520,426,310,426,344,315,334,260,329,544,479,539,122,375,522,193,193,360,345,401,PHI
1630215,Jared Butler,Jared,1610612755,PHI,24.0,60,6,54,0.1,1044.0,0.222,0.226,0.229,0.23,0.213,0.205,0.188,0.108,0.12,0.117,0.403,0.263,0.222,0.101,0.288,0.229,0.19,0.223,206,473,557,551,263,111,124,126,195,236,167,217,424,494,486,22,492,183,391,484,362,228,125,PHI
1642272,Jared McCain,Jared,1610612755,PHI,21.0,23,7,16,0.304,592.0,0.243,0.264,0.26,0.354,0.302,0.219,0.202,0.1,0.12,0.115,0.221,0.213,0.146,0.0,0.193,0.162,0.188,0.266,438,460,189,453,351,70,59,58,28,65,148,189,442,495,492,181,412,432,519,314,124,230,57,PHI
1630288,Jeff Dowtin Jr.,Jeff,1610612755,PHI,28.0,41,10,31,0.244,621.0,0.176,0.22,0.201,0.181,0.145,0.153,0.153,0.076,0.128,0.112,0.292,0.088,0.233,0.185,0.207,0.124,0.159,0.205,336,419,395,499,344,266,136,206,292,397,282,310,497,461,502,87,65,158,235,350,48,309,162,PHI
