season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,available_flag,season_start,season_end,is_home,home,away
2023-24,1610612756,PHX,Phoenix Suns,22300113,2023-10-31,PHX vs. SAS,L,48.0,0.53,0.47,0.421,0.07,0.474,0.061,0.105,0.132,0.351,0.458,0.542,1.0,0.0,0.69,0.31,0,0,0,0,119,2119,338,2173,1188,145,2204,1994,1408,2149,1890,561,1,2028,633,1814,1,2023,2024,True,PHX,SAS
2023-24,1610612753,ORL,Orlando Magic,22300114,2023-10-31,ORL @ LAC,L,48.0,0.63,0.37,0.608,0.039,0.206,0.078,0.186,0.157,0.569,0.516,0.484,1.0,0.0,0.605,0.395,0,0,0,0,119,907,1549,302,1869,2304,1986,545,934,149,1459,982,1,2028,1515,925,1,2023,2024,False,LAC,ORL
2023-24,1610612752,NYK,New York Knicks,22300112,2023-10-31,NYK @ CLE,W,48.0,0.605,0.395,0.459,0.092,0.358,0.156,0.183,0.257,0.367,0.24,0.76,0.923,0.077,0.474,0.526,0,0,0,0,119,1244,1210,1832,730,955,669,582,67,2029,2449,11,644,1749,2355,103,1,2023,2024,False,CLE,NYK
2023-24,1610612746,LAC,LA Clippers,22300114,2023-10-31,LAC vs. ORL,W,48.0,0.652,0.348,0.508,0.085,0.356,0.144,0.136,0.195,0.424,0.633,0.367,0.714,0.286,0.659,0.341,0,0,0,0,119,618,1834,1291,851,982,813,1445,434,1423,480,1966,2097,318,956,1490,1,2023,2024,True,LAC,ORL
2023-24,1610612739,CLE,Cleveland Cavaliers,22300112,2023-10-31,CLE vs. NYK,L,48.0,0.587,0.413,0.571,0.11,0.33,0.209,0.099,0.198,0.462,0.385,0.615,0.9,0.1,0.528,0.472,0,0,0,0,119,1474,980,596,461,1280,181,2087,413,957,2253,199,901,1492,2139,316,1,2023,2024,True,CLE,NYK
2023-24,1610612759,SAS,San Antonio Spurs,22300113,2023-10-31,SAS @ PHX,W,48.0,0.598,0.402,0.504,0.017,0.365,0.061,0.13,0.139,0.487,0.517,0.483,0.714,0.286,0.581,0.419,0,0,0,0,119,1335,1121,1332,2295,898,2209,1563,1256,694,1436,1003,2097,318,1755,692,1,2023,2024,False,PHX,SAS
2023-24,1610612764,WAS,Washington Wizards,22300103,2023-10-30,WAS vs. BOS,L,48.0,0.586,0.414,0.523,0.075,0.308,0.187,0.168,0.28,0.449,0.607,0.393,0.818,0.182,0.667,0.333,0,0,0,0,119,1485,963,1127,1074,1504,326,820,20,1121,662,1786,1517,870,839,1530,1,2023,2024,True,WAS,BOS
2023-24,1610612737,ATL,Atlanta Hawks,22300104,2023-10-30,ATL vs. MIN,W,48.0,0.651,0.349,0.535,0.142,0.331,0.15,0.134,0.165,0.394,0.529,0.471,0.714,0.286,0.583,0.417,0,0,0,0,119,628,1826,991,161,1248,741,1482,806,1775,1333,1112,2097,318,1729,708,1,2023,2024,True,ATL,MIN
2023-24,1610612748,MIA,Miami Heat,22300107,2023-10-30,MIA @ MIL,L,48.0,0.605,0.395,0.491,0.123,0.342,0.132,0.167,0.158,0.368,0.571,0.429,0.846,0.154,0.659,0.341,0,0,0,0,119,1244,1210,1501,306,1121,1030,838,913,2022,938,1487,1315,1087,972,1470,1,2023,2024,False,MIL,MIA
2023-24,1610612749,MIL,Milwaukee Bucks,22300107,2023-10-30,MIL vs. MIA,W,48.0,0.575,0.425,0.525,0.066,0.295,0.074,0.18,0.148,0.459,0.406,0.594,0.917,0.083,0.545,0.455,0,0,0,0,119,1658,798,1111,1295,1666,2053,626,1094,1003,2163,287,714,1665,2043,409,1,2023,2024,True,MIL,MIA
