season_id,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx,season,season_start,season_end
22016,1610612763,MEM,Memphis Grizzlies,PRRollMan,Defensive,0.966,82,0.061,0.971,0.468,0.132,0.106,0.124,0.023,0.458,0.516,6.3,6.1,2.3,5.0,2.6,2016-17,2016,2017
22016,1610612744,GSW,Golden State Warriors,PRRollMan,Defensive,0.759,82,0.056,1.006,0.507,0.116,0.1,0.108,0.031,0.486,0.532,6.3,6.4,2.6,5.1,2.5,2016-17,2016,2017
22016,1610612746,LAC,LA Clippers,PRRollMan,Defensive,0.931,82,0.06,0.992,0.461,0.125,0.063,0.127,0.025,0.471,0.498,6.4,6.4,2.5,5.3,2.9,2016-17,2016,2017
22016,1610612749,MIL,Milwaukee Bucks,PRRollMan,Defensive,0.586,82,0.062,1.019,0.495,0.12,0.1,0.115,0.022,0.491,0.535,6.6,6.7,2.6,5.3,2.7,2016-17,2016,2017
22016,1610612756,PHX,Phoenix Suns,PRRollMan,Defensive,0.241,82,0.056,1.075,0.496,0.147,0.084,0.132,0.034,0.501,0.543,6.4,6.9,2.5,5.1,2.6,2016-17,2016,2017
22016,1610612742,DAL,Dallas Mavericks,PRRollMan,Defensive,0.103,82,0.062,1.088,0.535,0.144,0.083,0.144,0.035,0.525,0.566,6.3,6.9,2.7,5.1,2.4,2016-17,2016,2017
22016,1610612745,HOU,Houston Rockets,PRRollMan,Defensive,0.0,82,0.052,1.185,0.567,0.123,0.063,0.11,0.029,0.567,0.601,5.9,6.9,2.8,5.0,2.1,2016-17,2016,2017
22016,1610612761,TOR,Toronto Raptors,PRRollMan,Defensive,0.379,82,0.062,1.055,0.501,0.109,0.07,0.109,0.028,0.503,0.536,6.6,7.0,2.8,5.6,2.8,2016-17,2016,2017
22016,1610612738,BOS,Boston Celtics,PRRollMan,Defensive,1.0,82,0.068,0.941,0.45,0.103,0.093,0.096,0.013,0.45,0.491,7.5,7.0,2.8,6.1,3.4,2016-17,2016,2017
22016,1610612747,LAL,Los Angeles Lakers,PRRollMan,Defensive,0.448,82,0.064,1.042,0.488,0.132,0.066,0.135,0.023,0.503,0.52,7.0,7.3,2.8,5.8,3.0,2016-17,2016,2017
22016,1610612755,PHI,Philadelphia 76ers,PRRollMan,Defensive,0.621,82,0.065,1.015,0.479,0.133,0.067,0.132,0.035,0.489,0.509,7.2,7.3,2.9,6.0,3.1,2016-17,2016,2017
22016,1610612750,MIN,Minnesota Timberwolves,PRRollMan,Defensive,0.897,82,0.07,0.995,0.466,0.109,0.075,0.106,0.019,0.468,0.512,7.5,7.5,2.9,6.3,3.4,2016-17,2016,2017
22016,1610612740,NOP,New Orleans Pelicans,PRRollMan,Defensive,0.724,82,0.067,1.01,0.475,0.1,0.067,0.1,0.025,0.478,0.511,7.4,7.5,3.0,6.4,3.3,2016-17,2016,2017
22016,1610612757,POR,Portland Trail Blazers,PRRollMan,Defensive,0.276,82,0.064,1.064,0.502,0.143,0.071,0.143,0.031,0.511,0.538,7.1,7.5,2.9,5.8,2.9,2016-17,2016,2017
22016,1610612759,SAS,San Antonio Spurs,PRRollMan,Defensive,0.414,82,0.068,1.052,0.507,0.111,0.071,0.108,0.025,0.503,0.54,7.3,7.6,3.1,6.1,3.0,2016-17,2016,2017
