season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,pf,opp_pf,wl,differential,round,game_no_in_series
2019-20,1610612761,41900111,2020-08-17,BKN,TOR,BKN,1610612751,134,110,W,24,rnd1,1
2019-20,1610612761,41900112,2020-08-19,BKN,TOR,BKN,1610612751,104,99,W,5,rnd1,2
2019-20,1610612761,41900113,2020-08-21,TOR,BKN,BKN,1610612751,117,92,W,25,rnd1,3
2019-20,1610612761,41900114,2020-08-23,TOR,BKN,BKN,1610612751,150,122,W,28,rnd1,4
2019-20,1610612761,41900211,2020-08-30,BOS,TOR,BOS,1610612738,94,112,L,-18,sf,1
2019-20,1610612761,41900212,2020-09-01,BOS,TOR,BOS,1610612738,99,102,L,-3,sf,2
2019-20,1610612761,41900213,2020-09-03,TOR,BOS,BOS,1610612738,104,103,W,1,sf,3
2019-20,1610612761,41900214,2020-09-05,TOR,BOS,BOS,1610612738,100,93,W,7,sf,4
2019-20,1610612761,41900215,2020-09-07,BOS,TOR,BOS,1610612738,89,111,L,-22,sf,5
2019-20,1610612761,41900216,2020-09-09,TOR,BOS,BOS,1610612738,125,122,W,3,sf,6
2019-20,1610612761,41900217,2020-09-11,BOS,TOR,BOS,1610612738,87,92,L,-5,sf,7
