season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,game_no,pf,opp_pf,wl,differential
2019-20,1610612761,21900001,2019-10-22,NOP,TOR,NOP,1610612740,1,130,122,W,8
2019-20,1610612761,21900017,2019-10-25,TOR,BOS,BOS,1610612738,2,106,112,L,-6
2019-20,1610612761,21900031,2019-10-26,TOR,CHI,CHI,1610612741,3,108,84,W,24
2019-20,1610612761,21900044,2019-10-28,ORL,TOR,ORL,1610612753,4,104,95,W,9
2019-20,1610612761,21900060,2019-10-30,DET,TOR,DET,1610612765,5,125,113,W,12
2019-20,1610612761,21900082,2019-11-02,TOR,MIL,MIL,1610612749,6,105,115,L,-10
2019-20,1610612761,21900106,2019-11-06,SAC,TOR,SAC,1610612758,7,124,120,W,4
2019-20,1610612761,21900121,2019-11-08,TOR,NOP,NOP,1610612740,8,122,104,W,18
2019-20,1610612761,21900139,2019-11-10,TOR,LAL,LAL,1610612747,9,113,104,W,9
2019-20,1610612761,21900145,2019-11-11,TOR,LAC,LAC,1610612746,10,88,98,L,-10
2019-20,1610612761,21900160,2019-11-13,TOR,POR,POR,1610612757,11,114,106,W,8
2019-20,1610612761,21900180,2019-11-16,TOR,DAL,DAL,1610612742,12,102,110,L,-8
2019-20,1610612761,21900191,2019-11-18,CHA,TOR,CHA,1610612766,13,132,96,W,36
2019-20,1610612761,21900207,2019-11-20,ORL,TOR,ORL,1610612753,14,113,97,W,16
2019-20,1610612761,21900228,2019-11-23,TOR,ATL,ATL,1610612737,15,119,116,W,3
2019-20,1610612761,21900246,2019-11-25,PHI,TOR,PHI,1610612755,16,101,96,W,5
2019-20,1610612761,21900258,2019-11-27,NYK,TOR,NYK,1610612752,17,126,98,W,28
2019-20,1610612761,21900269,2019-11-29,TOR,ORL,ORL,1610612753,18,90,83,W,7
2019-20,1610612761,21900291,2019-12-01,UTA,TOR,UTA,1610612762,19,130,110,W,20
2019-20,1610612761,21900301,2019-12-03,MIA,TOR,MIA,1610612748,20,110,121,L,-11
2019-20,1610612761,21900318,2019-12-05,HOU,TOR,HOU,1610612745,21,109,119,L,-10
2019-20,1610612761,21900338,2019-12-08,TOR,PHI,PHI,1610612755,22,104,110,L,-6
2019-20,1610612761,21900345,2019-12-09,TOR,CHI,CHI,1610612741,23,93,92,W,1
2019-20,1610612761,21900359,2019-12-11,LAC,TOR,LAC,1610612746,24,92,112,L,-20
2019-20,1610612761,21900381,2019-12-14,BKN,TOR,BKN,1610612751,25,110,102,W,8
