season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away,MON
2022-23,1610612741,CHI,Chicago Bulls,22201223,2023-04-09,CHI vs. DET,W,48.0,40,95,0.421,6,30,0.2,17,22,0.773,11,37,48,21,4.0,15,7,3,16,16,103,22.0,1,1,1,1,159,1496,368,2080,2321,1693,2385,1320,1318,1378,915,491,549,1910,3,13,294,457,318,1999,2036,123,1,2022,2023,True,CHI,DET,APR
2022-23,1610612741,CHI,Chicago Bulls,22201210,2023-04-07,CHI @ DAL,W,48.0,46,88,0.523,11,31,0.355,12,18,0.667,8,42,50,24,12.0,6,4,3,15,15,115,3.0,1,1,1,1,159,455,1138,491,1370,1561,1265,2091,1891,2135,1632,102,356,1355,665,1444,1183,457,205,2144,1131,1038,1,2022,2023,False,DAL,CHI,APR
2022-23,1610612741,CHI,Chicago Bulls,22201193,2023-04-05,CHI @ MIL,L,48.0,36,83,0.434,11,33,0.333,9,11,0.818,5,33,38,28,15.0,10,3,3,11,13,92,-13.0,1,1231,1231,1231,159,2138,1826,1910,1370,1275,1447,2346,2388,870,2219,1113,1873,605,1368,329,1603,457,19,2335,2393,2039,1,2022,2023,False,MIL,CHI,APR
2022-23,1610612741,CHI,Chicago Bulls,22201182,2023-04-04,CHI vs. ATL,L,48.0,41,89,0.461,7,31,0.226,16,20,0.8,6,26,32,16,8.0,8,6,7,18,18,105,-18.0,1,1231,1231,1231,159,1300,1004,1480,2214,1561,2325,1497,1627,1049,2058,2190,2343,2386,94,800,512,1950,678,1536,1924,2211,1,2022,2023,True,CHI,ATL,APR
2022-23,1610612741,CHI,Chicago Bulls,22201165,2023-04-02,CHI vs. MEM,W,48.0,50,94,0.532,9,31,0.29,19,22,0.864,4,32,36,29,3.0,9,6,3,13,22,128,21.0,1,1,1,1,159,121,448,379,1864,1561,1927,994,1318,482,2330,1290,2096,474,2,533,512,457,73,631,308,135,1,2022,2023,True,CHI,MEM,APR
2022-23,1610612741,CHI,Chicago Bulls,22201148,2023-03-31,CHI @ CHA,W,48.0,45,88,0.511,13,31,0.419,18,22,0.818,9,33,42,25,7.0,12,4,5,13,21,121,30.0,1,1,1,1,159,576,1138,634,857,1561,594,1153,1318,870,1392,1113,1332,1149,43,107,1183,1279,73,855,682,40,1,2022,2023,False,CHA,CHI,MAR
2022-23,1610612741,CHI,Chicago Bulls,22201140,2023-03-29,CHI vs. LAL,L,48.0,45,88,0.511,9,33,0.273,11,13,0.846,6,26,32,31,14.0,10,4,3,22,14,110,-11.0,1,1231,1231,1231,159,576,1138,634,1864,1275,2060,2187,2320,616,2058,2190,2343,253,1120,329,1183,457,1607,2257,1567,1929,1,2022,2023,True,CHI,LAL,MAR
2022-23,1610612741,CHI,Chicago Bulls,22201129,2023-03-27,CHI @ LAC,L,48.0,44,82,0.537,9,23,0.391,15,21,0.714,8,26,34,26,15.0,9,3,4,11,17,112,-12.0,1,1231,1231,1231,159,744,1950,330,1864,2329,848,1661,1464,1871,1632,2190,2244,962,1368,533,1603,859,19,1784,1389,1993,1,2022,2023,False,LAC,CHI,MAR
2022-23,1610612741,CHI,Chicago Bulls,22201114,2023-03-26,CHI @ LAL,W,48.0,47,87,0.54,14,31,0.452,10,13,0.769,8,34,42,32,9.0,8,2,4,23,18,118,10.0,1,1,1,1,159,346,1290,303,671,1561,343,2282,2320,1417,1632,936,1332,187,179,800,2005,859,1831,1536,892,533,1,2022,2023,False,LAL,CHI,MAR
2022-23,1610612741,CHI,Chicago Bulls,22201104,2023-03-24,CHI @ POR,W,48.0,48,84,0.571,17,28,0.607,11,14,0.786,11,36,47,33,17.0,6,8,5,19,14,124,28.0,1,1,1,1,159,246,1693,106,266,1934,6,2187,2256,1229,915,629,661,125,1797,1444,161,1279,926,2257,500,56,1,2022,2023,False,POR,CHI,MAR
