close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
201143,Al Horford,1610612738,BOS,C,31.0,68,68,0.51,4.13,7.46,0.554,0.558,-0.004
101161,Amir Johnson,1610612738,BOS,F,30.0,80,78,0.625,2.98,6.01,0.495,0.565,-0.07
203482,Kelly Olynyk,1610612738,BOS,C-F,26.0,75,73,0.483,2.79,5.0,0.557,0.552,0.006
202340,Avery Bradley,1610612738,BOS,G,26.0,55,52,0.341,2.18,3.4,0.642,0.554,0.088
203092,Tyler Zeller,1610612738,BOS,C,27.0,47,45,0.632,1.68,3.36,0.5,0.562,-0.062
203109,Jae Crowder,1610612738,BOS,F,26.0,72,68,0.306,1.86,3.1,0.601,0.564,0.037
201973,Jonas Jerebko,1610612738,BOS,F,30.0,78,72,0.47,1.65,2.83,0.584,0.561,0.023
203935,Marcus Smart,1610612738,BOS,G,23.0,79,73,0.304,1.53,2.77,0.553,0.556,-0.004
202738,Isaiah Thomas,1610612738,BOS,G,28.0,76,70,0.302,1.64,2.66,0.619,0.549,0.07
1626175,Jordan Mickey,1610612738,BOS,F,22.0,17,12,0.5,1.29,1.94,0.667,0.544,0.123
1627759,Jaylen Brown,1610612738,BOS,F,20.0,77,61,0.339,0.97,1.82,0.536,0.558,-0.022
1626179,Terry Rozier,1610612738,BOS,G,23.0,72,53,0.319,0.93,1.64,0.568,0.541,0.027
101123,Gerald Green,1610612738,BOS,F,31.0,43,30,0.365,0.98,1.53,0.636,0.557,0.079
203923,James Young,1610612738,BOS,G-F,21.0,23,15,0.366,0.7,1.13,0.615,0.549,0.066
1627743,Demetrius Jackson,1610612738,BOS,G,22.0,3,2,0.6,0.33,1.0,0.333,0.562,-0.229
