TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
1610612761,Toronto Raptors,TOR,10,10,0.501,23.8,38.8,0.613,0.613,0.501,23.8,38.8,0.613,0.0,0.0,0.0,
1610612740,New Orleans Pelicans,NOP,9,9,0.45,25.89,38.22,0.677,0.677,0.45,25.89,38.22,0.677,0.0,0.0,0.0,
1610612750,Minnesota Timberwolves,MIN,5,5,0.491,23.4,37.4,0.626,0.626,0.491,23.4,37.4,0.626,0.0,0.0,0.0,
1610612762,Utah Jazz,UTA,11,11,0.478,22.91,36.91,0.621,0.621,0.478,22.91,36.91,0.621,0.0,0.0,0.0,
1610612755,Philadelphia 76ers,PHI,10,10,0.441,21.9,36.4,0.602,0.602,0.441,21.9,36.4,0.602,0.0,0.0,0.0,
1610612757,Portland Trail Blazers,POR,4,4,0.424,23.75,35.75,0.664,0.664,0.424,23.75,35.75,0.664,0.0,0.0,0.0,
1610612754,Indiana Pacers,IND,7,7,0.438,22.86,33.57,0.681,0.681,0.438,22.86,33.57,0.681,0.0,0.0,0.0,
1610612745,Houston Rockets,HOU,17,17,0.399,20.06,32.29,0.621,0.621,0.399,20.06,32.29,0.621,0.0,0.0,0.0,
1610612738,Boston Celtics,BOS,19,19,0.401,19.26,31.11,0.619,0.619,0.401,19.26,31.11,0.619,0.0,0.0,0.0,
1610612739,Cleveland Cavaliers,CLE,22,22,0.398,20.59,30.86,0.667,0.667,0.398,20.59,30.86,0.667,0.0,0.0,0.0,
1610612764,Washington Wizards,WAS,6,6,0.388,19.5,30.67,0.636,0.636,0.388,19.5,30.67,0.636,0.0,0.0,0.0,
1610612748,Miami Heat,MIA,5,5,0.388,17.0,30.4,0.559,0.559,0.388,17.0,30.4,0.559,0.0,0.0,0.0,
1610612749,Milwaukee Bucks,MIL,7,7,0.38,20.14,28.14,0.716,0.716,0.38,20.14,28.14,0.716,0.0,0.0,0.0,
1610612759,San Antonio Spurs,SAS,5,5,0.355,18.4,28.0,0.657,0.657,0.355,18.4,28.0,0.657,0.0,0.0,0.0,
1610612760,Oklahoma City Thunder,OKC,6,6,0.346,16.67,28.0,0.595,0.595,0.346,16.67,28.0,0.595,0.0,0.0,0.0,
1610612744,Golden State Warriors,GSW,21,21,0.328,18.57,27.0,0.688,0.688,0.328,18.57,27.0,0.688,0.0,0.0,0.0,
