SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,AVAILABLE_FLAG
2023-24,1610612761,TOR,Toronto Raptors,0022301189,2024-04-14T00:00:00,TOR @ MIA,L,48.0,22.0,24.0,8.0,54.0,29.0,20.0,16.0,68.0,0,0,0,1231,119,392,90,2036,782,2383,2088,1532,2342,1
2023-24,1610612741,CHI,Chicago Bulls,0022301190,2024-04-14T00:00:00,CHI @ NYK,L,53.0,16.3,8.2,11.8,63.4,10.0,29.0,13.6,54.3,0,0,0,1231,17,1134,1990,1584,240,305,2436,1185,1680,1
2023-24,1610612744,GSW,Golden State Warriors,0022301198,2024-04-14T00:00:00,GSW vs. UTA,W,48.0,31.0,17.0,15.0,54.0,7.0,23.0,10.0,60.0,0,0,0,1,119,32,591,941,782,99,2298,581,1997,1
2023-24,1610612749,MIL,Milwaukee Bucks,0022301191,2024-04-14T00:00:00,MIL @ ORL,L,48.0,11.0,7.0,2.0,32.0,24.0,10.0,25.0,54.0,0,0,0,1231,119,1938,2141,2426,2380,2151,619,2303,1535,1
2023-24,1610612751,BKN,Brooklyn Nets,0022301192,2024-04-14T00:00:00,BKN @ PHI,L,48.0,16.0,8.0,21.0,42.0,13.0,20.0,28.0,52.0,0,0,0,1231,119,1143,1996,317,1837,667,2088,2388,1379,1
2023-24,1610612754,IND,Indiana Pacers,0022301188,2024-04-14T00:00:00,IND vs. ATL,W,48.0,28.0,20.0,26.0,80.0,16.0,12.0,11.0,46.0,0,0,0,1,119,82,302,92,8,1155,922,715,790,1
2023-24,1610612742,DAL,Dallas Mavericks,0022301196,2024-04-14T00:00:00,DAL @ OKC,L,48.0,18.0,12.0,28.0,38.0,24.0,23.0,15.0,70.0,0,0,0,1231,119,836,1387,56,2117,2151,2298,1350,2378,1
2023-24,1610612759,SAS,San Antonio Spurs,0022301197,2024-04-14T00:00:00,SAS vs. DET,W,48.0,21.0,10.0,26.0,64.0,13.0,22.0,9.0,46.0,0,0,0,1,119,484,1702,92,170,667,2236,433,790,1
2023-24,1610612762,UTA,Utah Jazz,0022301198,2024-04-14T00:00:00,UTA @ GSW,L,48.0,7.0,23.0,10.0,60.0,31.0,17.0,15.0,54.0,0,0,0,1231,119,2319,117,1754,340,2419,1751,1350,1535,1
2023-24,1610612755,PHI,Philadelphia 76ers,0022301192,2024-04-14T00:00:00,PHI vs. BKN,W,48.0,13.0,20.0,28.0,52.0,16.0,8.0,21.0,42.0,0,0,0,1,119,1638,302,56,931,1155,323,2066,489,1
2023-24,1610612760,OKC,Oklahoma City Thunder,0022301196,2024-04-14T00:00:00,OKC vs. DAL,W,48.0,24.0,23.0,15.0,70.0,18.0,12.0,28.0,38.0,0,0,0,1,119,257,117,941,58,1473,922,2388,237,1
2023-24,1610612739,CLE,Cleveland Cavaliers,0022301187,2024-04-14T00:00:00,CLE vs. CHA,L,48.0,11.0,19.0,14.0,48.0,19.0,15.0,17.0,48.0,0,0,0,1231,119,1938,380,1117,1317,1631,1413,1659,965,1
2023-24,1610612743,DEN,Denver Nuggets,0022301193,2024-04-14T00:00:00,DEN @ MEM,W,48.0,17.0,19.0,18.0,60.0,24.0,16.0,7.0,66.0,0,0,0,1,119,998,380,590,340,2151,1591,231,2293,1
2023-24,1610612738,BOS,Boston Celtics,0022301186,2024-04-14T00:00:00,BOS vs. WAS,W,48.0,22.0,14.0,24.0,60.0,24.0,14.0,27.0,68.0,0,0,0,1,119,392,1057,161,340,2151,1242,2370,2342,1
2023-24,1610612752,NYK,New York Knicks,0022301190,2024-04-14T00:00:00,NYK vs. CHI,W,53.0,10.0,29.0,13.6,54.3,16.3,8.2,11.8,63.4,0,0,0,1,17,2154,25,1270,775,1319,466,870,2220,1
2023-24,1610612748,MIA,Miami Heat,0022301189,2024-04-14T00:00:00,MIA vs. TOR,W,48.0,29.0,20.0,16.0,68.0,22.0,24.0,8.0,54.0,0,0,0,1,119,58,302,809,85,1981,2347,335,1535,1
2023-24,1610612765,DET,Detroit Pistons,0022301197,2024-04-14T00:00:00,DET @ SAS,L,48.0,13.0,22.0,9.0,46.0,21.0,10.0,26.0,64.0,0,0,0,1231,119,1638,168,1895,1505,1890,619,2337,2222,1
2023-24,1610612756,PHX,Phoenix Suns,0022301194,2024-04-14T00:00:00,PHX @ MIN,W,48.0,35.0,21.0,13.0,48.0,15.0,21.0,7.0,50.0,0,0,0,1,119,4,229,1277,1317,997,2163,231,1155,1
2023-24,1610612764,WAS,Washington Wizards,0022301186,2024-04-14T00:00:00,WAS @ BOS,L,48.0,24.0,14.0,27.0,68.0,22.0,14.0,24.0,60.0,0,0,0,1231,119,257,1057,74,85,1981,1242,2259,1997,1
2023-24,1610612745,HOU,Houston Rockets,0022301199,2024-04-14T00:00:00,HOU @ LAC,W,48.0,9.0,34.0,19.0,74.0,17.0,15.0,22.0,58.0,0,0,0,1,119,2162,4,486,23,1329,1413,2146,1853,1
2023-24,1610612746,LAC,LA Clippers,0022301199,2024-04-14T00:00:00,LAC vs. HOU,L,48.0,17.0,15.0,22.0,58.0,9.0,34.0,19.0,74.0,0,0,0,1231,119,998,880,261,467,216,2456,1875,2419,1
2023-24,1610612750,MIN,Minnesota Timberwolves,0022301194,2024-04-14T00:00:00,MIN vs. PHX,L,48.0,15.0,21.0,7.0,50.0,35.0,21.0,13.0,48.0,0,0,0,1231,119,1311,229,2132,1094,2452,2163,1026,965,1
2023-24,1610612763,MEM,Memphis Grizzlies,0022301193,2024-04-14T00:00:00,MEM vs. DEN,L,48.0,24.0,16.0,7.0,66.0,17.0,19.0,18.0,60.0,0,0,0,1231,119,257,720,2132,120,1329,1986,1770,1997,1
2023-24,1610612747,LAL,Los Angeles Lakers,0022301195,2024-04-14T00:00:00,LAL @ NOP,W,48.0,27.0,11.0,19.0,68.0,12.0,8.0,15.0,42.0,0,0,0,1,119,116,1545,486,85,532,323,1350,489,1
2023-24,1610612766,CHA,Charlotte Hornets,0022301187,2024-04-14T00:00:00,CHA @ CLE,W,48.0,19.0,15.0,17.0,48.0,11.0,19.0,14.0,48.0,0,0,0,1,119,686,880,700,1317,418,1986,1192,965,1
2023-24,1610612757,POR,Portland Trail Blazers,0022301200,2024-04-14T00:00:00,POR @ SAC,L,48.0,19.0,24.0,6.0,44.0,24.0,19.0,19.0,48.0,0,0,0,1231,119,686,90,2238,1683,2151,1986,1875,965,1
