season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end
2018-19,1610612751,BKN,Brooklyn Nets,21801221,2019-04-10T00:00:00,BKN vs. MIA,W,48.0,12.0,16.0,19.0,44.0,12.0,11.0,15.0,44.0,0,0,0,1,135,1781,641,462,1548,552,845,1465,755,1,2018,2019
2018-19,1610612758,SAC,Sacramento Kings,21801230,2019-04-10T00:00:00,SAC @ POR,L,48.0,25.0,17.0,9.0,50.0,17.0,20.0,4.0,54.0,0,0,0,1231,135,199,501,1741,945,1336,2162,85,1717,1,2018,2019
2018-19,1610612757,POR,Portland Trail Blazers,21801230,2019-04-10T00:00:00,POR vs. SAC,W,48.0,17.0,20.0,4.0,54.0,25.0,17.0,9.0,50.0,0,0,0,1,135,978,228,2291,595,2215,1833,592,1351,1,2018,2019
2018-19,1610612742,DAL,Dallas Mavericks,21801227,2019-04-10T00:00:00,DAL @ SAS,L,48.0,13.0,6.0,12.0,36.0,9.0,10.0,9.0,46.0,0,0,0,1231,135,1625,2221,1258,2160,219,655,592,927,1,2018,2019
2018-19,1610612748,MIA,Miami Heat,21801221,2019-04-10T00:00:00,MIA @ BKN,L,48.0,12.0,11.0,15.0,44.0,12.0,16.0,19.0,44.0,0,0,0,1231,135,1781,1441,889,1548,552,1686,1916,755,1,2018,2019
2018-19,1610612766,CHA,Charlotte Hornets,21801222,2019-04-10T00:00:00,CHA vs. ORL,L,48.0,8.0,7.0,12.0,58.0,11.0,14.0,4.0,62.0,0,0,0,1231,135,2243,2143,1258,338,434,1346,85,2207,1,2018,2019
2018-19,1610612750,MIN,Minnesota Timberwolves,21801228,2019-04-10T00:00:00,MIN @ DEN,L,48.0,12.0,9.0,7.0,38.0,5.0,14.0,8.0,44.0,0,0,0,1231,135,1781,1820,2011,2031,37,1346,457,755,1,2018,2019
2018-19,1610612755,PHI,Philadelphia 76ers,21801224,2019-04-10T00:00:00,PHI vs. CHI,W,48.0,18.0,19.0,13.0,64.0,11.0,11.0,24.0,62.0,0,0,0,1,135,832,314,1128,129,434,845,2237,2207,1,2018,2019
2018-19,1610612763,MEM,Memphis Grizzlies,21801225,2019-04-10T00:00:00,MEM vs. GSW,W,48.0,14.0,21.0,19.0,42.0,14.0,12.0,21.0,48.0,0,0,0,1,135,1463,174,462,1719,840,1031,2089,1131,1,2018,2019
2018-19,1610612762,UTA,Utah Jazz,21801229,2019-04-10T00:00:00,UTA @ LAC,L,53.0,9.1,17.2,19.0,47.1,18.1,12.7,19.9,68.8,0,0,0,1231,21,2152,498,459,1331,1630,1200,2004,2398,1,2018,2019
2018-19,1610612754,IND,Indiana Pacers,21801220,2019-04-10T00:00:00,IND @ ATL,W,48.0,25.0,20.0,22.0,60.0,10.0,33.0,12.0,52.0,0,0,0,1,135,199,228,266,258,314,2458,1041,1529,1,2018,2019
2018-19,1610612752,NYK,New York Knicks,21801223,2019-04-10T00:00:00,NYK vs. DET,L,48.0,16.0,4.0,3.0,32.0,8.0,15.0,6.0,42.0,0,0,0,1231,135,1140,2362,2382,2316,157,1550,235,578,1,2018,2019
2018-19,1610612760,OKC,Oklahoma City Thunder,21801226,2019-04-10T00:00:00,OKC @ MIL,W,48.0,12.0,6.0,28.0,46.0,12.0,13.0,16.0,46.0,0,0,0,1,135,1781,2221,77,1344,552,1207,1579,927,1,2018,2019
2018-19,1610612746,LAC,LA Clippers,21801229,2019-04-10T00:00:00,LAC vs. UTA,W,53.0,18.1,12.7,19.9,68.8,9.1,17.2,19.0,47.1,0,0,0,1,21,826,1255,456,62,300,1961,2000,1119,1,2018,2019
2018-19,1610612741,CHI,Chicago Bulls,21801224,2019-04-10T00:00:00,CHI @ PHI,L,48.0,11.0,11.0,24.0,62.0,18.0,19.0,13.0,64.0,0,0,0,1231,135,1915,1441,189,185,1493,2057,1206,2280,1,2018,2019
2018-19,1610612765,DET,Detroit Pistons,21801223,2019-04-10T00:00:00,DET @ NYK,W,48.0,8.0,15.0,6.0,42.0,16.0,4.0,3.0,32.0,0,0,0,1,135,2243,780,2132,1719,1174,37,61,83,1,2018,2019
2018-19,1610612743,DEN,Denver Nuggets,21801228,2019-04-10T00:00:00,DEN vs. MIN,W,48.0,5.0,14.0,8.0,44.0,12.0,9.0,7.0,38.0,0,0,0,1,135,2400,919,1876,1548,552,479,337,304,1,2018,2019
2018-19,1610612759,SAS,San Antonio Spurs,21801227,2019-04-10T00:00:00,SAS vs. DAL,W,48.0,9.0,10.0,9.0,46.0,13.0,6.0,12.0,36.0,0,0,0,1,135,2162,1627,1741,1344,690,150,1041,218,1,2018,2019
2018-19,1610612744,GSW,Golden State Warriors,21801225,2019-04-10T00:00:00,GSW @ MEM,L,48.0,14.0,12.0,21.0,48.0,14.0,21.0,19.0,42.0,0,0,0,1231,135,1463,1262,321,1116,840,2240,1916,578,1,2018,2019
2018-19,1610612753,ORL,Orlando Magic,21801222,2019-04-10T00:00:00,ORL @ CHA,W,48.0,11.0,14.0,4.0,62.0,8.0,7.0,12.0,58.0,0,0,0,1,135,1915,919,2291,185,157,246,1041,2026,1,2018,2019
2018-19,1610612737,ATL,Atlanta Hawks,21801220,2019-04-10T00:00:00,ATL vs. IND,L,48.0,10.0,33.0,12.0,52.0,25.0,20.0,22.0,60.0,0,0,0,1231,135,2033,3,1258,754,2215,2162,2142,2126,1,2018,2019
2018-19,1610612749,MIL,Milwaukee Bucks,21801226,2019-04-10T00:00:00,MIL vs. OKC,L,48.0,12.0,13.0,16.0,46.0,12.0,6.0,28.0,46.0,0,0,0,1231,135,1781,1122,757,1344,552,150,2359,927,1,2018,2019
2018-19,1610612738,BOS,Boston Celtics,21801211,2019-04-09T00:00:00,BOS @ WAS,W,48.0,20.0,13.0,23.0,44.0,6.0,15.0,7.0,44.0,0,0,0,1,135,574,1122,225,1548,64,1550,337,755,1,2018,2019
2018-19,1610612761,TOR,Toronto Raptors,21801214,2019-04-09T00:00:00,TOR @ MIN,W,48.0,14.0,11.0,19.0,48.0,17.0,5.0,14.0,36.0,0,0,0,1,135,1463,1441,462,1116,1336,101,1341,218,1,2018,2019
2018-19,1610612741,CHI,Chicago Bulls,21801213,2019-04-09T00:00:00,CHI vs. NYK,L,48.0,7.0,10.0,7.0,42.0,4.0,19.0,13.0,36.0,0,0,0,1231,135,2309,1627,2011,1719,18,2057,1206,218,1,2018,2019
2018-19,1610612765,DET,Detroit Pistons,21801210,2019-04-09T00:00:00,DET vs. MEM,W,48.0,21.0,15.0,19.0,38.0,7.0,15.0,14.0,40.0,0,0,0,1,135,476,780,462,2031,96,1550,1341,446,1,2018,2019
2018-19,1610612755,PHI,Philadelphia 76ers,21801212,2019-04-09T00:00:00,PHI @ MIA,L,48.0,16.0,18.0,18.0,64.0,19.0,10.0,12.0,54.0,0,0,0,1231,135,1140,411,553,129,1636,655,1041,1717,1,2018,2019
2018-19,1610612762,UTA,Utah Jazz,21801217,2019-04-09T00:00:00,UTA vs. DEN,W,48.0,10.0,13.0,12.0,62.0,14.0,6.0,11.0,46.0,0,0,0,1,135,2033,1122,1258,185,840,150,886,927,1,2018,2019
2018-19,1610612742,DAL,Dallas Mavericks,21801216,2019-04-09T00:00:00,DAL vs. PHX,W,48.0,20.0,25.0,12.0,38.0,26.0,5.0,19.0,40.0,0,0,0,1,135,574,44,1258,2031,2265,101,1916,446,1,2018,2019
2018-19,1610612760,OKC,Oklahoma City Thunder,21801218,2019-04-09T00:00:00,OKC vs. HOU,W,48.0,10.0,15.0,32.0,42.0,18.0,10.0,12.0,38.0,0,0,0,1,135,2033,780,35,1719,1493,655,1041,304,1,2018,2019
2018-19,1610612764,WAS,Washington Wizards,21801211,2019-04-09T00:00:00,WAS vs. BOS,L,48.0,6.0,15.0,7.0,44.0,20.0,13.0,23.0,44.0,0,0,0,1231,135,2368,780,2011,1548,1774,1207,2198,755,1,2018,2019
2018-19,1610612750,MIN,Minnesota Timberwolves,21801214,2019-04-09T00:00:00,MIN vs. TOR,L,48.0,17.0,5.0,14.0,36.0,14.0,11.0,19.0,48.0,0,0,0,1231,135,978,2315,1004,2160,840,845,1916,1131,1,2018,2019
2018-19,1610612739,CLE,Cleveland Cavaliers,21801209,2019-04-09T00:00:00,CLE vs. CHA,L,48.0,16.0,8.0,6.0,48.0,20.0,9.0,25.0,34.0,0,0,0,1231,135,1140,1986,2132,1116,1774,479,2273,149,1,2018,2019
2018-19,1610612744,GSW,Golden State Warriors,21801215,2019-04-09T00:00:00,GSW @ NOP,W,48.0,8.0,22.0,13.0,42.0,13.0,11.0,20.0,56.0,0,0,0,1,135,2243,125,1128,1719,690,845,2006,1876,1,2018,2019
2018-19,1610612740,NOP,New Orleans Pelicans,21801215,2019-04-09T00:00:00,NOP vs. GSW,L,48.0,13.0,11.0,20.0,56.0,8.0,22.0,13.0,42.0,0,0,0,1231,135,1625,1441,379,445,157,2289,1206,578,1,2018,2019
2018-19,1610612756,PHX,Phoenix Suns,21801216,2019-04-09T00:00:00,PHX @ DAL,L,48.0,26.0,5.0,19.0,40.0,20.0,25.0,12.0,38.0,0,0,0,1231,135,153,2315,462,1892,1774,2404,1041,304,1,2018,2019
2018-19,1610612747,LAL,Los Angeles Lakers,21801219,2019-04-09T00:00:00,LAL vs. POR,L,48.0,16.0,15.0,29.0,50.0,23.0,18.0,15.0,44.0,0,0,0,1231,135,1140,780,63,945,2084,1965,1465,755,1,2018,2019
2018-19,1610612745,HOU,Houston Rockets,21801218,2019-04-09T00:00:00,HOU @ OKC,L,48.0,18.0,10.0,12.0,38.0,10.0,15.0,32.0,42.0,0,0,0,1231,135,832,1627,1258,2031,314,1550,2419,578,1,2018,2019
