season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,pf,opp_pf,wl,differential,round,game_no_in_series
2023-24,1610612739,42300131,2024-04-20,ORL,CLE,ORL,1610612753,97,83,W,14,rnd1,1
2023-24,1610612739,42300132,2024-04-22,ORL,CLE,ORL,1610612753,96,86,W,10,rnd1,2
2023-24,1610612739,42300133,2024-04-25,CLE,ORL,ORL,1610612753,83,121,L,-38,rnd1,3
2023-24,1610612739,42300134,2024-04-27,CLE,ORL,ORL,1610612753,89,112,L,-23,rnd1,4
2023-24,1610612739,42300135,2024-04-30,ORL,CLE,ORL,1610612753,104,103,W,1,rnd1,5
2023-24,1610612739,42300136,2024-05-03,CLE,ORL,ORL,1610612753,96,103,L,-7,rnd1,6
2023-24,1610612739,42300137,2024-05-05,ORL,CLE,ORL,1610612753,106,94,W,12,rnd1,7
2023-24,1610612739,42300201,2024-05-07,CLE,BOS,BOS,1610612738,95,120,L,-25,sf,1
2023-24,1610612739,42300202,2024-05-09,CLE,BOS,BOS,1610612738,118,94,W,24,sf,2
2023-24,1610612739,42300203,2024-05-11,BOS,CLE,BOS,1610612738,93,106,L,-13,sf,3
2023-24,1610612739,42300204,2024-05-13,BOS,CLE,BOS,1610612738,102,109,L,-7,sf,4
2023-24,1610612739,42300205,2024-05-15,CLE,BOS,BOS,1610612738,98,113,L,-15,sf,5
