season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away
2021-22,1610612744,GSW,Golden State Warriors,42100406,2022-06-16,GSW @ BOS,W,48.0,38,92,0.413,19,46,0.413,8,8,1.0,15,29,44,27,17.0,13,7,8,20,16,103,13.0,1,1,1,1,3,85,16,136,10,7,44,168,173,1,14,122,63,30,134,5,20,156,62,158,102,34,1,2021,2022,False,BOS,GSW
2021-22,1610612738,BOS,Boston Celtics,42100406,2022-06-16,BOS vs. GSW,L,48.0,34,80,0.425,11,28,0.393,11,12,0.917,11,30,41,27,23.0,8,8,7,16,20,90,-13.0,1,88,88,88,3,135,121,122,98,146,60,151,165,16,48,107,88,30,171,49,11,141,13,100,156,138,1,2021,2022,True,BOS,GSW
2021-22,1610612738,BOS,Boston Celtics,42100405,2022-06-13,BOS @ GSW,L,48.0,31,75,0.413,11,32,0.344,21,31,0.677,8,39,47,18,18.0,2,2,2,16,28,94,-10.0,1,88,88,88,3,155,155,135,98,107,100,42,22,148,91,18,42,139,146,168,134,15,13,7,148,127,1,2021,2022,False,GSW,BOS
2021-22,1610612744,GSW,Golden State Warriors,42100405,2022-06-13,GSW vs. BOS,W,48.0,41,88,0.466,9,40,0.225,13,15,0.867,4,35,39,23,7.0,9,2,2,28,16,104,10.0,1,1,1,1,3,46,41,74,129,32,161,131,143,34,159,55,102,79,4,36,134,15,159,158,98,43,1,2021,2022,True,GSW,BOS
2021-22,1610612744,GSW,Golden State Warriors,42100404,2022-06-10,GSW @ BOS,W,48.0,40,91,0.44,15,43,0.349,12,15,0.8,16,39,55,20,16.0,10,5,6,21,17,107,10.0,1,1,1,1,3,58,24,108,37,16,98,144,143,74,9,18,5,123,115,20,60,116,75,146,87,43,1,2021,2022,False,BOS,GSW
2021-22,1610612738,BOS,Boston Celtics,42100404,2022-06-10,BOS vs. GSW,L,48.0,34,85,0.4,15,38,0.395,14,19,0.737,11,31,42,22,16.0,8,6,5,17,21,97,-10.0,1,88,88,88,3,135,69,143,37,46,58,122,117,127,48,99,81,88,115,49,35,95,18,83,135,127,1,2021,2022,True,BOS,GSW
2021-22,1610612744,GSW,Golden State Warriors,42100403,2022-06-08,GSW @ BOS,L,48.0,36,78,0.462,15,40,0.375,13,15,0.867,6,25,31,22,17.0,7,5,7,23,17,100,-16.0,1,88,88,88,3,113,137,83,37,32,74,131,143,34,127,162,168,88,134,74,60,141,108,146,122,148,1,2021,2022,False,BOS,GSW
2021-22,1610612738,BOS,Boston Celtics,42100403,2022-06-08,BOS vs. GSW,W,48.0,43,89,0.483,13,35,0.371,17,24,0.708,15,32,47,28,12.0,7,7,5,17,23,116,16.0,1,1,1,1,3,20,35,55,67,71,79,82,59,140,14,88,42,20,55,74,20,95,18,54,33,24,1,2021,2022,True,BOS,GSW
2021-22,1610612738,BOS,Boston Celtics,42100402,2022-06-05,BOS @ GSW,L,48.0,30,80,0.375,15,37,0.405,13,17,0.765,6,37,43,24,19.0,5,7,2,18,17,88,-19.0,1,88,88,88,3,163,121,164,37,52,47,131,133,103,127,30,72,66,156,114,20,15,30,146,160,152,1,2021,2022,False,GSW,BOS
2021-22,1610612744,GSW,Golden State Warriors,42100402,2022-06-05,GSW vs. BOS,W,48.0,39,86,0.453,15,37,0.405,14,20,0.7,6,36,42,25,12.0,15,2,7,17,18,107,19.0,1,1,1,1,3,73,58,89,37,52,47,122,103,142,127,41,81,51,55,3,134,141,18,130,87,23,1,2021,2022,True,GSW,BOS
2021-22,1610612738,BOS,Boston Celtics,42100401,2022-06-02,BOS @ GSW,W,48.0,43,85,0.506,21,41,0.512,13,16,0.813,7,32,39,33,13.0,7,6,6,13,16,120,12.0,1,1,1,1,3,20,69,33,3,27,5,131,137,66,108,88,102,5,70,74,35,116,3,158,18,38,1,2021,2022,False,GSW,BOS
2021-22,1610612744,GSW,Golden State Warriors,42100401,2022-06-02,GSW vs. BOS,L,48.0,39,88,0.443,19,45,0.422,11,15,0.733,12,27,39,24,14.0,8,6,6,16,13,108,-12.0,1,88,88,88,3,73,41,104,10,8,37,151,143,128,40,143,102,66,88,49,35,116,13,170,83,136,1,2021,2022,True,GSW,BOS
