season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,available_flag,season_start,season_end,is_home,home,away
2021-22,1610612738,BOS,Boston Celtics,42100406,2022-06-16,BOS vs. GSW,L,48.0,0.65,0.35,0.511,0.089,0.367,0.133,0.122,0.3,0.422,0.739,0.261,0.909,0.091,0.794,0.206,0,0,0,0,3,30,145,71,76,67,51,141,5,60,5,170,37,135,4,171,1,2021,2022,True,BOS,GSW
2021-22,1610612744,GSW,Golden State Warriors,42100406,2022-06-16,GSW @ BOS,W,48.0,0.5,0.5,0.369,0.058,0.553,0.126,0.078,0.194,0.311,0.526,0.474,0.895,0.105,0.711,0.289,0,0,0,0,3,151,23,154,118,4,60,170,47,147,72,103,47,128,24,150,1,2021,2022,False,BOS,GSW
2021-22,1610612744,GSW,Golden State Warriors,42100405,2022-06-13,GSW vs. BOS,W,48.0,0.545,0.455,0.615,0.135,0.26,0.115,0.125,0.212,0.481,0.5,0.5,0.778,0.222,0.561,0.439,0,0,0,0,3,122,53,15,31,142,72,139,32,34,82,82,104,66,115,59,1,2021,2022,True,GSW,BOS
2021-22,1610612738,BOS,Boston Celtics,42100405,2022-06-13,BOS @ GSW,L,48.0,0.573,0.427,0.426,0.043,0.351,0.085,0.223,0.096,0.383,0.5,0.5,0.727,0.273,0.581,0.419,0,0,0,0,3,103,72,131,137,82,115,27,141,97,82,82,133,38,104,70,1,2021,2022,False,GSW,BOS
2021-22,1610612744,GSW,Golden State Warriors,42100404,2022-06-10,GSW @ BOS,W,48.0,0.527,0.473,0.467,0.112,0.421,0.075,0.112,0.178,0.355,0.4,0.6,0.667,0.333,0.5,0.5,0,0,0,0,3,136,39,103,47,36,129,147,59,119,136,36,150,18,144,28,1,2021,2022,False,BOS,GSW
2021-22,1610612738,BOS,Boston Celtics,42100404,2022-06-10,BOS vs. GSW,L,48.0,0.553,0.447,0.392,0.062,0.464,0.144,0.144,0.175,0.33,0.421,0.579,0.933,0.067,0.647,0.353,0,0,0,0,3,117,58,146,110,22,42,112,60,138,123,50,27,147,54,121,1,2021,2022,True,BOS,GSW
2021-22,1610612744,GSW,Golden State Warriors,42100403,2022-06-08,GSW @ BOS,L,48.0,0.487,0.513,0.42,0.16,0.45,0.18,0.13,0.19,0.26,0.524,0.476,0.733,0.267,0.611,0.389,0,0,0,0,3,159,16,134,19,28,17,134,52,166,73,101,131,43,78,94,1,2021,2022,False,BOS,GSW
2021-22,1610612738,BOS,Boston Celtics,42100403,2022-06-08,BOS vs. GSW,W,48.0,0.607,0.393,0.517,0.069,0.336,0.034,0.147,0.147,0.448,0.567,0.433,0.846,0.154,0.651,0.349,0,0,0,0,3,73,100,66,102,93,166,110,91,49,56,118,67,99,50,122,1,2021,2022,True,BOS,GSW
2021-22,1610612738,BOS,Boston Celtics,42100402,2022-06-05,BOS @ GSW,L,48.0,0.538,0.463,0.341,0.068,0.511,0.148,0.148,0.17,0.273,0.8,0.2,0.8,0.2,0.8,0.2,0,0,0,0,3,131,44,164,105,14,37,108,68,165,2,173,91,79,2,172,1,2021,2022,False,GSW,BOS
2021-22,1610612744,GSW,Golden State Warriors,42100402,2022-06-05,GSW vs. BOS,W,48.0,0.57,0.43,0.449,0.075,0.421,0.112,0.131,0.308,0.374,0.667,0.333,0.6,0.4,0.641,0.359,0,0,0,0,3,106,69,115,89,36,75,133,2,106,14,155,163,11,56,117,1,2021,2022,True,GSW,BOS
2021-22,1610612738,BOS,Boston Celtics,42100401,2022-06-02,BOS @ GSW,W,48.0,0.518,0.482,0.367,0.083,0.525,0.1,0.108,0.175,0.283,0.591,0.409,0.952,0.048,0.767,0.233,0,0,0,0,3,142,33,155,80,10,93,151,62,162,44,131,22,153,8,165,1,2021,2022,False,GSW,BOS
2021-22,1610612744,GSW,Golden State Warriors,42100401,2022-06-02,GSW vs. BOS,L,48.0,0.489,0.511,0.37,0.13,0.528,0.102,0.102,0.093,0.241,0.55,0.45,0.684,0.316,0.615,0.385,0,0,0,0,3,157,18,153,34,9,89,155,145,170,63,112,149,26,75,98,1,2021,2022,True,GSW,BOS
