season,team_id,team,team_name,game_id,game_date,matchup,wl,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,available_flag,season_start,season_end,is_home,home,away,MON
2019-20,1610612761,TOR,Toronto Raptors,41900217,2020-09-11,TOR vs. BOS,L,48.0,0.467,0.253,0.194,0.244,0.459,0.267,0.13,0.298,0,0,0,0,13,144,99,151,86,17,75,97,128,1,2019,2020,True,TOR,BOS,SEP
2019-20,1610612761,TOR,Toronto Raptors,41900216,2020-09-09,TOR @ BOS,W,58.0,0.53,0.248,0.114,0.21,0.535,0.18,0.144,0.263,0,0,0,0,1,93,104,38,122,77,24,77,97,1,2019,2020,False,BOS,TOR,SEP
2019-20,1610612761,TOR,Toronto Raptors,41900215,2020-09-07,TOR vs. BOS,L,48.0,0.459,0.153,0.146,0.204,0.565,0.351,0.135,0.179,0,0,0,0,13,151,155,92,125,118,131,89,23,1,2019,2020,True,TOR,BOS,SEP
2019-20,1610612761,TOR,Toronto Raptors,41900214,2020-09-05,TOR @ BOS,W,48.0,0.494,0.221,0.126,0.259,0.487,0.36,0.147,0.182,0,0,0,0,13,124,118,63,73,38,135,73,25,1,2019,2020,False,BOS,TOR,SEP
2019-20,1610612761,TOR,Toronto Raptors,41900213,2020-09-03,TOR @ BOS,W,48.0,0.54,0.182,0.135,0.264,0.524,0.253,0.16,0.239,0,0,0,0,13,78,141,77,65,68,66,51,73,1,2019,2020,False,BOS,TOR,SEP
2019-20,1610612761,TOR,Toronto Raptors,41900212,2020-09-01,TOR vs. BOS,L,48.0,0.461,0.211,0.122,0.232,0.52,0.329,0.175,0.178,0,0,0,0,13,147,124,57,99,64,112,26,22,1,2019,2020,True,TOR,BOS,SEP
2019-20,1610612761,TOR,Toronto Raptors,41900211,2020-08-30,TOR vs. BOS,L,48.0,0.429,0.345,0.135,0.143,0.572,0.253,0.217,0.196,0,0,0,0,13,158,43,75,158,124,66,4,35,1,2019,2020,True,TOR,BOS,AUG
2019-20,1610612761,TOR,Toronto Raptors,41900114,2020-08-23,TOR @ BKN,W,48.0,0.663,0.218,0.101,0.292,0.495,0.337,0.128,0.277,0,0,0,0,13,5,119,20,41,47,119,102,118,1,2019,2020,False,BKN,TOR,AUG
2019-20,1610612761,TOR,Toronto Raptors,41900113,2020-08-21,TOR @ BKN,W,48.0,0.604,0.121,0.158,0.222,0.422,0.244,0.127,0.238,0,0,0,0,13,20,163,112,106,7,61,103,72,1,2019,2020,False,BKN,TOR,AUG
2019-20,1610612761,TOR,Toronto Raptors,41900112,2020-08-19,TOR vs. BKN,W,48.0,0.489,0.322,0.09,0.212,0.471,0.318,0.17,0.291,0,0,0,0,13,127,60,13,120,25,103,36,124,1,2019,2020,True,TOR,BKN,AUG
2019-20,1610612761,TOR,Toronto Raptors,41900111,2020-08-17,TOR vs. BKN,W,48.0,0.6,0.388,0.119,0.217,0.538,0.174,0.137,0.25,0,0,0,0,13,24,22,48,112,84,20,87,87,1,2019,2020,True,TOR,BKN,AUG
