season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away
2018-19,1610612764,WAS,Washington Wizards,21800322,2018-11-30,WAS @ PHI,L,48.0,90.4,91.6,114.4,113.9,-24.0,-22.3,0.595,1.38,15.7,0.196,0.655,0.43,0.15,0.446,0.488,107.9,107.5,89.58,107,0.382,1,1231,1231,1231,135,2327,1597,2306,1265,1846,1743,2093,2105,2279,1543,2217,2187,195,2262,1,2018,2019,False,PHI,WAS
2018-19,1610612747,LAL,Los Angeles Lakers,21800328,2018-11-30,LAL vs. DAL,W,48.0,104.5,106.5,95.4,95.4,9.1,11.2,0.548,1.28,16.3,0.229,0.782,0.524,0.168,0.541,0.57,108.5,107.5,89.58,107,0.542,1,1,1,1,135,1501,244,508,1743,2010,1604,1726,593,747,1938,965,1065,195,805,1,2018,2019,True,LAL,DAL
2018-19,1610612751,BKN,Brooklyn Nets,21800323,2018-11-30,BKN vs. MEM,L,58.0,108.5,105.9,112.3,113.9,-3.8,-8.0,0.619,1.37,16.5,0.278,0.741,0.509,0.161,0.532,0.583,96.0,96.41,80.34,118,0.47,1,1231,1231,1231,7,1558,1598,1771,1027,1866,1567,1080,1106,1045,1805,1109,839,2017,1533,1,2018,2019,True,BKN,MEM
2018-19,1610612742,DAL,Dallas Mavericks,21800328,2018-11-30,DAL @ LAL,L,48.0,95.4,95.4,104.5,106.5,-9.1,-11.2,0.588,1.25,14.3,0.218,0.771,0.476,0.148,0.453,0.51,108.5,107.5,89.58,108,0.458,1,1231,1231,1231,135,2217,956,1953,1330,2035,2106,1854,724,1708,1524,2159,1985,195,1656,1,2018,2019,False,LAL,DAL
2018-19,1610612760,OKC,Oklahoma City Thunder,21800325,2018-11-30,OKC vs. ATL,W,48.0,113.1,114.8,97.5,100.9,15.6,13.9,0.652,1.36,20.4,0.214,0.719,0.505,0.204,0.625,0.655,110.7,108.0,90.0,108,0.571,1,1,1,1,135,793,505,402,707,1879,461,1898,1406,1120,2332,142,141,165,505,1,2018,2019,True,OKC,ATL
2018-19,1610612763,MEM,Memphis Grizzlies,21800323,2018-11-30,MEM @ BKN,W,58.0,112.3,113.9,108.5,105.9,3.8,8.0,0.54,1.59,17.4,0.259,0.722,0.491,0.148,0.554,0.592,96.0,96.41,80.34,115,0.53,1,1,1,1,7,863,903,690,1805,1480,1288,1341,1361,1410,1520,759,710,2017,928,1,2018,2019,False,BKN,MEM
2018-19,1610612762,UTA,Utah Jazz,21800320,2018-11-30,UTA @ CHA,W,48.0,122.8,121.4,109.1,114.4,13.7,7.0,0.727,2.29,23.4,0.2,0.76,0.511,0.143,0.654,0.669,99.3,97.5,81.25,98,0.57,1,1,1,1,135,361,1642,757,214,583,70,2050,862,997,1365,61,95,1771,510,1,2018,2019,False,CHA,UTA
2018-19,1610612738,BOS,Boston Celtics,21800319,2018-11-30,BOS vs. CLE,W,48.0,131.9,132.0,98.5,97.9,33.4,34.0,0.612,3.0,21.3,0.326,0.792,0.571,0.103,0.625,0.646,96.7,97.0,80.83,97,0.663,1,1,1,1,135,56,330,26,1099,204,272,508,474,172,408,142,191,1869,72,1,2018,2019,True,BOS,CLE
2018-19,1610612748,MIA,Miami Heat,21800324,2018-11-30,MIA vs. NOP,W,48.0,102.4,107.1,101.2,101.0,1.1,6.1,0.55,1.69,15.7,0.333,0.708,0.505,0.131,0.489,0.512,101.7,99.5,82.92,99,0.485,1,1,1,1,135,1450,535,828,1723,1296,1743,402,1542,1134,1065,1733,1959,1415,1359,1,2018,2019,True,MIA,NOP
2018-19,1610612765,DET,Detroit Pistons,21800321,2018-11-30,DET vs. CHI,W,48.0,108.0,109.2,87.9,90.7,20.2,18.5,0.585,1.85,17.4,0.321,0.804,0.558,0.133,0.516,0.54,99.6,97.5,81.25,98,0.582,1,1,1,1,135,1271,115,238,1351,1071,1292,553,354,301,1105,1346,1549,1771,417,1,2018,2019,True,DET,CHI
