season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away
2018-19,1610612752,NYK,New York Knicks,21800105,2018-10-31,NYK vs. IND,L,48.0,34,79,0.43,12,25,0.48,21,24,0.875,9,26,35,18,17.0,6,6,10,19,19,101,-6.0,1,1231,1231,1231,135,2234,2245,1758,864,1990,193,624,975,327,1362,2331,2295,2185,1809,1543,603,2350,737,1522,1908,1566,1,2018,2019,True,NYK,IND
2018-19,1610612756,PHX,Phoenix Suns,21800110,2018-10-31,PHX vs. SAS,L,48.0,35,90,0.389,6,24,0.25,14,18,0.778,7,28,35,21,15.0,10,3,6,26,15,90,-30.0,1,1231,1231,1231,135,2135,1047,2258,2272,2090,2175,1662,1774,1148,1881,2150,2295,1752,1390,409,1731,1545,2099,2218,2333,2405,1,2018,2019,True,PHX,SAS
2018-19,1610612759,SAS,San Antonio Spurs,21800110,2018-10-31,SAS @ PHX,W,48.0,46,83,0.554,4,18,0.222,24,26,0.923,6,41,47,24,14.0,7,6,3,15,26,120,30.0,1,1,1,1,135,360,1955,116,2419,2416,2313,331,760,136,2090,288,893,1208,1135,1203,603,393,151,254,554,50,1,2018,2019,False,PHX,SAS
2018-19,1610612751,BKN,Brooklyn Nets,21800104,2018-10-31,BKN vs. DET,W,53.0,43,101,0.426,12,38,0.316,22,30,0.733,18,37,55,26,16.0,5,3,6,33,30,120,1.0,1,1,1,1,21,760,124,1838,864,448,1651,510,387,1572,57,752,155,858,1614,1855,1731,1545,2446,42,554,1176,1,2018,2019,True,BKN,DET
2018-19,1610612741,CHI,Chicago Bulls,21800106,2018-10-31,CHI vs. DEN,L,53.0,39,92,0.424,16,34,0.471,13,18,0.722,10,33,43,27,14.0,7,6,9,23,16,107,-1.0,1,1231,1231,1231,21,1496,755,1863,225,839,232,1821,1774,1660,1108,1450,1431,696,1135,1203,603,2239,1639,2086,1514,1231,1,2018,2019,True,CHI,DEN
2018-19,1610612765,DET,Detroit Pistons,21800104,2018-10-31,DET @ BKN,L,53.0,39,93,0.419,11,34,0.324,30,39,0.769,14,41,55,16,17.0,8,6,3,30,33,119,-1.0,1,1231,1231,1231,21,1496,626,1922,1110,839,1541,67,55,1232,356,288,155,2339,1809,870,603,393,2389,11,617,1231,1,2018,2019,False,BKN,DET
2018-19,1610612744,GSW,Golden State Warriors,21800108,2018-10-31,GSW vs. NOP,W,48.0,47,89,0.528,16,32,0.5,21,30,0.7,12,34,46,39,17.0,10,4,2,24,26,131,10.0,1,1,1,1,135,279,1163,281,225,1124,101,624,387,1842,649,1276,1019,9,1809,409,1329,146,1822,254,132,533,1,2018,2019,True,GSW,NOP
2018-19,1610612740,NOP,New Orleans Pelicans,21800108,2018-10-31,NOP @ GSW,L,48.0,44,92,0.478,12,35,0.343,21,27,0.778,12,30,42,24,16.0,8,2,4,26,24,121,-10.0,1,1231,1231,1231,135,610,755,876,864,728,1355,624,661,1148,649,1905,1591,1208,1614,870,2069,731,2099,486,495,1865,1,2018,2019,False,GSW,NOP
2018-19,1610612742,DAL,Dallas Mavericks,21800109,2018-10-31,DAL @ LAL,L,48.0,43,86,0.5,13,29,0.448,14,19,0.737,10,30,40,24,23.0,5,5,6,24,27,113,-1.0,1,1231,1231,1231,135,760,1579,535,646,1510,327,1662,1661,1534,1108,1905,1847,1208,2399,1855,917,1545,1822,171,1031,1231,1,2018,2019,False,LAL,DAL
2018-19,1610612747,LAL,Los Angeles Lakers,21800109,2018-10-31,LAL vs. DAL,W,48.0,43,84,0.512,10,17,0.588,18,24,0.75,8,31,39,23,20.0,12,6,5,27,24,114,1.0,1,1,1,1,135,760,1858,418,1372,2435,18,1059,975,1379,1623,1769,1966,1394,2247,149,603,1133,2208,486,959,1176,1,2018,2019,True,LAL,DAL
