group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
Players,1628964,Mo Bamba,Mo,1610612747,LAL,25.0,3,1,2,0.333,2.6,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1,2,0.5,368,372,72,360,247,1,325,163,142,257,174,42,247,117,1,259,250,87,1,267,295,323,117,LAL
Players,1629060,Rui Hachimura,Rui,1610612747,LAL,25.0,14,9,5,0.643,2.3,0.5,0.5,0.571,0.286,0.429,0.286,0.0,0.0,0.286,0.5,0.5,1.0,0.0,0.667,0.333,3,8,0.375,229,189,166,89,288,236,131,124,15,106,21,295,247,230,137,154,1,87,174,170,227,225,258,LAL
Players,1628432,Davon Reed,Davon,1610612747,LAL,28.0,1,1,0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,425,372,1,1,440,366,325,323,142,257,174,295,247,315,275,259,250,87,333,267,361,396,361,LAL
Players,1629022,Lonnie Walker IV,Lonnie,1610612747,LAL,24.0,14,5,9,0.357,2.9,0.556,0.444,0.0,0.0,0.857,0.143,0.143,0.143,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,9,0.222,229,259,258,354,206,206,185,323,142,26,52,246,137,315,275,259,1,87,1,267,260,212,346,LAL
Players,203076,Anthony Davis,Anthony,1610612747,LAL,30.0,27,13,14,0.481,4.1,0.84,0.16,0.567,0.133,0.1,0.1,0.333,0.083,0.433,0.647,0.353,1.0,0.0,0.684,0.316,19,50,0.38,131,129,331,241,42,97,299,137,57,243,86,100,210,147,116,207,1,87,169,191,64,52,257,LAL
Players,1628972,Troy Brown Jr.,Troy,1610612747,LAL,23.0,23,12,11,0.522,2.9,0.333,0.667,0.308,0.154,0.692,0.154,0.0,0.0,0.154,0.5,0.5,1.0,0.0,0.8,0.2,5,12,0.417,158,145,284,179,203,304,81,262,44,48,43,295,247,294,137,154,1,87,119,229,190,184,226,LAL
Players,1627736,Malik Beasley,Malik,1610612747,LAL,26.0,41,19,22,0.463,2.0,0.154,0.846,0.087,0.087,0.652,0.0,0.261,0.087,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6,26,0.231,12,40,432,255,319,355,40,318,85,58,174,152,207,315,1,259,1,87,1,267,173,108,345,LAL
Players,1629117,Wenyen Gabriel,Wenyen,1610612747,LAL,26.0,15,7,8,0.467,2.4,0.833,0.167,0.714,0.0,0.214,0.0,0.072,0.0,0.714,0.6,0.4,1.0,0.0,0.667,0.333,6,6,1.0,219,223,238,251,269,99,292,73,142,200,174,282,247,61,122,195,1,87,174,170,173,245,1,LAL
Players,1629020,Jarred Vanderbilt,Jarred,1610612747,LAL,24.0,28,12,16,0.429,2.4,1.0,0.0,0.727,0.0,0.0,0.091,0.273,0.273,0.727,0.5,0.5,0.0,0.0,0.5,0.5,4,12,0.333,118,145,363,291,271,1,325,68,142,257,97,144,54,56,137,154,250,87,219,120,207,184,286,LAL
Players,1631108,Max Christie,Max,1610612747,LAL,20.0,5,2,3,0.4,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,338,326,115,316,207,366,325,323,142,257,174,295,247,315,275,259,250,87,333,267,361,396,361,LAL
Players,1630559,Austin Reaves,Austin,1610612747,LAL,25.0,28,15,13,0.536,3.2,0.538,0.462,0.316,0.053,0.237,0.079,0.447,0.211,0.263,0.5,0.5,1.0,0.0,0.667,0.333,9,13,0.692,118,91,313,165,172,224,171,257,119,189,109,52,87,250,137,154,1,87,174,170,133,176,52,LAL
Players,203471,Dennis Schröder,Dennis,1610612747,LAL,29.0,32,19,13,0.594,3.6,0.632,0.368,0.507,0.06,0.134,0.104,0.359,0.09,0.448,0.353,0.647,1.0,0.0,0.45,0.55,20,38,0.526,79,40,313,121,100,174,221,161,112,225,84,89,204,135,203,120,1,87,254,106,56,71,108,LAL
Players,2544,LeBron James,LeBron,1610612747,LAL,38.0,29,16,13,0.552,4.5,0.618,0.382,0.561,0.053,0.237,0.079,0.202,0.061,0.509,0.188,0.813,0.667,0.333,0.293,0.707,41,89,0.461,105,80,313,149,16,180,216,140,119,189,109,203,231,116,257,66,206,39,309,52,8,11,181,LAL
Players,1626156,D'Angelo Russell,D'Angelo,1610612747,LAL,27.0,32,17,15,0.531,3.0,0.409,0.591,0.423,0.231,0.462,0.135,0.115,0.096,0.192,0.273,0.727,0.75,0.25,0.474,0.526,19,44,0.432,79,61,344,171,196,288,108,203,19,98,63,262,196,280,238,85,193,56,246,115,64,58,208,LAL
