close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
203458,Alex Len,1610612756,PHX,C,23.0,77,75,0.876,4.49,9.27,0.485,0.502,-0.017
202339,Eric Bledsoe,1610612756,PHX,G,26.0,31,31,0.61,3.77,7.97,0.474,0.473,0.001
2199,Tyson Chandler,1610612756,PHX,C,33.0,66,66,0.812,4.26,7.65,0.556,0.508,0.048
202688,Brandon Knight,1610612756,PHX,G,24.0,52,52,0.608,3.38,6.83,0.496,0.472,0.024
203141,Mirza Teletovic,1610612756,PHX,F,30.0,78,75,0.749,3.41,6.64,0.514,0.488,0.025
202720,Jon Leuer,1610612756,PHX,F,27.0,66,66,0.813,3.39,6.59,0.515,0.491,0.024
1626164,Devin Booker,1610612756,PHX,G,19.0,73,71,0.627,3.01,5.9,0.51,0.482,0.029
200782,P.J. Tucker,1610612756,PHX,F,31.0,82,82,0.609,2.72,5.8,0.468,0.49,-0.022
1626210,Alan Williams,1610612756,PHX,C-F,23.0,7,7,0.811,1.86,4.29,0.433,0.506,-0.073
203928,Cory Jefferson,1610612756,PHX,F,25.0,5,5,0.913,2.0,4.2,0.476,0.52,-0.044
203462,Archie Goodwin,1610612756,PHX,G,21.0,55,52,0.621,2.24,4.05,0.552,0.477,0.075
203933,T.J. Warren,1610612756,PHX,F,22.0,46,44,0.613,1.96,3.89,0.503,0.491,0.011
101179,Ronnie Price,1610612756,PHX,G,33.0,61,56,0.582,1.48,3.21,0.459,0.466,-0.006
201978,Chase Budinger,1610612756,PHX,F,28.0,61,58,0.654,1.38,3.0,0.459,0.483,-0.024
203098,John Jenkins,1610612756,PHX,G,25.0,36,33,0.702,1.36,2.75,0.495,0.48,0.015
201603,Sonny Weems,1610612756,PHX,G-F,29.0,35,29,0.582,1.11,1.83,0.609,0.487,0.123
