close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
202339,Eric Bledsoe,1610612756,PHX,G,26.0,31,31,1.0,5.32,13.06,0.407,0.431,-0.024
202688,Brandon Knight,1610612756,PHX,G,24.0,52,52,1.0,5.12,11.23,0.455,0.435,0.02
203458,Alex Len,1610612756,PHX,C,23.0,77,77,1.0,4.92,10.58,0.465,0.472,-0.007
200782,P.J. Tucker,1610612756,PHX,F,31.0,82,82,1.0,4.06,9.54,0.426,0.445,-0.019
2199,Tyson Chandler,1610612756,PHX,C,33.0,66,66,1.0,4.83,9.42,0.513,0.475,0.038
1626164,Devin Booker,1610612756,PHX,G,19.0,73,73,1.0,4.51,9.41,0.479,0.437,0.041
203141,Mirza Teletovic,1610612756,PHX,F,30.0,78,78,1.0,4.32,8.87,0.487,0.449,0.038
202720,Jon Leuer,1610612756,PHX,F,27.0,66,66,1.0,3.94,8.11,0.486,0.453,0.033
203462,Archie Goodwin,1610612756,PHX,G,21.0,55,55,1.0,3.27,6.53,0.501,0.433,0.069
203933,T.J. Warren,1610612756,PHX,F,22.0,46,46,1.0,2.87,6.35,0.452,0.443,0.009
101179,Ronnie Price,1610612756,PHX,G,33.0,61,61,1.0,2.39,5.52,0.433,0.43,0.003
1626210,Alan Williams,1610612756,PHX,C-F,23.0,7,7,1.0,2.29,5.29,0.432,0.463,-0.031
203928,Cory Jefferson,1610612756,PHX,F,25.0,5,5,1.0,2.4,4.6,0.522,0.489,0.033
201978,Chase Budinger,1610612756,PHX,F,28.0,61,61,1.0,1.89,4.59,0.411,0.435,-0.024
203098,John Jenkins,1610612756,PHX,G,25.0,36,36,1.0,1.69,3.92,0.433,0.435,-0.002
201603,Sonny Weems,1610612756,PHX,G-F,29.0,35,35,1.0,1.63,3.14,0.518,0.438,0.08
