GAME_ID,GAME_DATE,AWAY_TEAM,HOME_TEAM,GAME_WEEK
21800013,2018-10-17,DAL,PHX,1
21800032,2018-10-20,MIN,DAL,2
21800044,2018-10-22,CHI,DAL,3
21800052,2018-10-24,DAL,ATL,4
21800069,2018-10-26,DAL,TOR,5
21800084,2018-10-28,UTA,DAL,6
21800094,2018-10-29,DAL,SAS,7
21800109,2018-10-31,DAL,LAL,8
21800121,2018-11-02,NYK,DAL,9
21800150,2018-11-06,WAS,DAL,10
21800160,2018-11-07,DAL,UTA,11
21800181,2018-11-10,OKC,DAL,12
21800193,2018-11-12,DAL,CHI,13
21800210,2018-11-14,UTA,DAL,14
21800232,2018-11-17,GSW,DAL,15
21800244,2018-11-19,DAL,MEM,16
21800261,2018-11-21,BKN,DAL,17
21800283,2018-11-24,BOS,DAL,18
21800309,2018-11-28,DAL,HOU,19
21800328,2018-11-30,DAL,LAL,20
21800341,2018-12-02,LAC,DAL,21
21800352,2018-12-04,POR,DAL,22
21800363,2018-12-05,DAL,NOP,23
21800378,2018-12-08,HOU,DAL,24
21800397,2018-12-10,ORL,DAL,25
21800412,2018-12-12,ATL,DAL,26
21800419,2018-12-13,DAL,PHX,27
21800440,2018-12-16,SAC,DAL,28
21800454,2018-12-18,DAL,DEN,29
21800468,2018-12-20,DAL,LAC,30
21800484,2018-12-22,DAL,GSW,31
21800495,2018-12-23,DAL,POR,32
21800509,2018-12-26,NOP,DAL,33
21800523,2018-12-28,DAL,NOP,34
21800539,2018-12-30,OKC,DAL,35
21800547,2018-12-31,DAL,OKC,36
21800554,2019-01-02,DAL,CHA,37
21800566,2019-01-04,DAL,BOS,38
21800578,2019-01-05,DAL,PHI,39
21800596,2019-01-07,LAL,DAL,40
21800613,2019-01-09,PHX,DAL,41
21800626,2019-01-11,DAL,MIN,42
21800642,2019-01-13,GSW,DAL,43
21800661,2019-01-16,SAS,DAL,44
21800681,2019-01-19,DAL,IND,45
21800694,2019-01-21,DAL,MIL,46
21800704,2019-01-22,LAC,DAL,47
21800726,2019-01-25,DET,DAL,48
21800739,2019-01-27,TOR,DAL,49
21800758,2019-01-30,DAL,NYK,50
21800764,2019-01-31,DAL,DET,51
21800780,2019-02-02,DAL,CLE,52
21800807,2019-02-06,CHA,DAL,53
21800821,2019-02-08,MIL,DAL,54
21800834,2019-02-10,POR,DAL,55
21800844,2019-02-11,DAL,HOU,56
21800859,2019-02-13,MIA,DAL,57
21800880,2019-02-22,DEN,DAL,58
21800893,2019-02-23,DAL,UTA,59
21800907,2019-02-25,DAL,LAC,60
21800918,2019-02-27,IND,DAL,61
21800939,2019-03-02,MEM,DAL,62
21800952,2019-03-04,DAL,BKN,63
21800967,2019-03-06,DAL,WAS,64
21800978,2019-03-08,DAL,ORL,65
21800997,2019-03-10,HOU,DAL,66
21801011,2019-03-12,SAS,DAL,67
21801025,2019-03-14,DAL,DEN,68
21801037,2019-03-16,CLE,DAL,69
21801056,2019-03-18,NOP,DAL,70
21801073,2019-03-20,DAL,POR,71
21801078,2019-03-21,DAL,SAC,72
21801092,2019-03-23,DAL,GSW,73
21801114,2019-03-26,SAC,DAL,74
21801124,2019-03-28,DAL,MIA,75
21801146,2019-03-31,DAL,OKC,76
21801158,2019-04-01,PHI,DAL,77
21801172,2019-04-03,MIN,DAL,78
21801187,2019-04-05,MEM,DAL,79
21801201,2019-04-07,DAL,MEM,80
21801216,2019-04-09,PHX,DAL,81
21801227,2019-04-10,DAL,SAS,82
