TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OPP_FGM_RANK,OPP_FGA_RANK,OPP_FG_PCT_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FG3_PCT_RANK,OPP_FTM_RANK,OPP_FTA_RANK,OPP_FT_PCT_RANK,OPP_OREB_RANK,OPP_DREB_RANK,OPP_REB_RANK,OPP_AST_RANK,OPP_TOV_RANK,OPP_STL_RANK,OPP_BLK_RANK,OPP_BLKA_RANK,OPP_PF_RANK,OPP_PFD_RANK,OPP_PTS_RANK,PLUS_MINUS_RANK
1610612738,Boston Celtics,5,1,4,0.2,20.616666666666667,24.4,66.4,0.368,7.0,26.2,0.267,15.7,15.7,1.0,10.5,26.2,36.7,7.0,3.5,7.0,1.7,3.5,15.7,15.7,71.6,26.2,5,9,13,11,6,9,13,1,4,8,3,4,3,10,12,12,11,2,12,11,5,9,7,14,2,11
1610612739,Cleveland Cavaliers,4,1,3,0.25,8.31,43.3,73.6,0.588,13.0,30.3,0.429,8.7,17.3,0.5,13.0,8.7,21.7,21.7,4.3,4.3,8.7,4.3,21.7,17.3,108.3,0.0,8,9,9,10,12,16,14,15,12,13,12,1,4,1,14,1,2,14,11,8,15,8,14,8,13,6
1610612743,Denver Nuggets,8,4,4,0.5,35.135,29.7,62.5,0.475,8.2,22.5,0.364,12.3,15.4,0.8,9.2,18.4,27.7,13.3,9.2,6.1,8.2,1.0,19.5,14.3,79.9,2.0,4,4,13,6,4,10,10,12,5,5,7,2,2,6,11,4,5,11,6,10,13,13,11,15,7,8
1610612765,Detroit Pistons,5,2,3,0.4,21.585,31.7,63.4,0.5,10.0,21.7,0.462,20.0,30.0,0.667,6.7,18.3,25.0,10.0,6.7,8.3,1.7,5.0,16.7,16.7,93.4,13.3,5,7,9,9,5,11,11,13,9,3,13,9,12,4,8,3,4,5,8,13,4,7,9,11,12,10
1610612744,Golden State Warriors,4,3,1,0.75,10.121666666666666,21.3,49.8,0.429,14.2,28.5,0.5,17.8,17.8,1.0,3.6,24.9,28.5,17.8,14.2,0.0,7.1,7.1,21.3,21.3,74.7,-10.7,8,6,1,3,11,3,2,7,13,11,14,6,5,10,3,10,7,13,2,1,12,3,13,3,4,5
1610612745,Houston Rockets,3,0,3,0.0,6.833333333333333,36.9,89.6,0.412,15.8,42.1,0.375,26.3,26.3,1.0,15.8,26.3,42.1,31.6,0.0,0.0,10.5,5.3,15.8,15.8,115.9,63.2,11,12,9,12,14,14,16,6,14,16,9,13,10,10,15,13,16,16,14,1,16,6,8,13,15,15
1610612754,Indiana Pacers,11,9,2,0.818,38.57666666666667,23.3,54.1,0.431,8.4,20.5,0.409,27.1,31.7,0.853,6.5,21.5,28.0,12.1,14.9,2.8,5.6,7.5,18.7,18.7,82.1,-19.6,1,1,5,1,2,7,5,8,6,2,11,14,14,9,6,7,6,10,1,5,9,2,10,7,9,2
1610612746,LA Clippers,4,2,2,0.5,18.628333333333334,23.2,61.8,0.375,9.7,34.8,0.278,19.3,30.9,0.625,21.3,19.3,40.6,9.7,13.5,7.7,0.0,5.8,11.6,21.3,75.4,1.9,8,7,5,6,7,5,9,3,8,15,4,7,13,2,16,6,14,4,3,12,1,5,4,4,5,7
1610612747,Los Angeles Lakers,3,0,3,0.0,10.5,37.7,61.7,0.611,17.1,27.4,0.625,24.0,24.0,1.0,6.9,34.3,41.1,30.9,3.4,3.4,0.0,6.9,13.7,20.6,116.6,68.6,11,12,9,12,10,15,8,16,15,10,15,11,7,10,9,16,15,15,13,6,1,4,5,5,16,16
1610612763,Memphis Grizzlies,2,0,2,0.0,6.943333333333333,20.7,46.7,0.444,5.2,25.9,0.2,46.7,72.6,0.643,0.0,31.1,31.1,10.4,5.2,15.6,5.2,0.0,15.6,41.5,93.3,31.1,13,12,5,12,13,2,1,10,2,6,2,16,16,3,1,14,9,7,10,16,8,14,6,1,11,13
