close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
1629639,Tyler Herro,1610612748,MIA,G,24.0,5,5,0.402,18,35,0.514,0.613,-0.099
1631107,Nikola Jović,1610612748,MIA,F,21.0,5,5,0.474,16,27,0.593,0.615,-0.023
1629312,Haywood Highsmith,1610612748,MIA,F,27.0,5,5,0.451,15,23,0.652,0.626,0.026
1628997,Caleb Martin,1610612748,MIA,F,28.0,5,5,0.489,15,23,0.652,0.631,0.021
1631170,Jaime Jaquez Jr.,1610612748,MIA,G,23.0,4,4,0.408,13,20,0.65,0.628,0.022
1626153,Delon Wright,1610612748,MIA,G,32.0,4,4,0.447,13,17,0.765,0.627,0.138
1628389,Bam Adebayo,1610612748,MIA,C-F,26.0,5,5,0.298,11,14,0.786,0.629,0.157
201988,Patty Mills,1610612748,MIA,G,35.0,3,3,0.56,8,14,0.571,0.611,-0.039
1629130,Duncan Robinson,1610612748,MIA,F,30.0,5,4,0.286,6,8,0.75,0.631,0.119
201567,Kevin Love,1610612748,MIA,F-C,35.0,5,4,0.5,3,5,0.6,0.646,-0.046
1628418,Thomas Bryant,1610612748,MIA,C-F,26.0,2,2,0.571,3,4,0.75,0.625,0.126
