season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end
2019-20,1610612753,ORL,Orlando Magic,21901297,2020-08-11T00:00:00,ORL vs. BKN,L,47.5,17.8,14.9,11.9,35.6,12.9,5.0,14.9,43.6,0,0,0,1060,139,826,704,1147,1858,573,137,1358,748,1,2019,2020
2019-20,1610612764,WAS,Washington Wizards,21901303,2020-08-11T00:00:00,WAS vs. MIL,L,44.9,16.8,13.1,3.7,35.5,7.5,9.3,17.8,44.9,0,0,0,1060,139,988,968,2048,1868,112,576,1680,872,1,2019,2020
2019-20,1610612751,BKN,Brooklyn Nets,21901297,2020-08-11T00:00:00,BKN @ ORL,W,47.5,12.9,5.0,14.9,43.6,17.8,14.9,11.9,35.6,0,0,0,1,139,1540,1974,753,1355,1286,1402,958,248,1,2019,2020
2019-20,1610612749,MIL,Milwaukee Bucks,21901303,2020-08-11T00:00:00,MIL @ WAS,W,44.4,7.4,9.3,17.6,44.4,16.7,13.0,3.7,35.2,0,0,0,1,139,2010,1551,451,1271,1100,1117,67,229,1,2019,2020
2019-20,1610612756,PHX,Phoenix Suns,21901299,2020-08-11T00:00:00,PHX @ PHI,W,51.6,22.6,20.4,16.1,71.0,9.7,11.8,3.2,58.1,0,0,0,1,139,320,174,613,24,251,940,58,1850,1,2019,2020
2019-20,1610612763,MEM,Memphis Grizzlies,21901301,2020-08-11T00:00:00,MEM vs. BOS,L,49.5,17.5,15.5,11.3,49.5,5.2,14.4,9.3,37.1,0,0,0,1060,139,868,633,1227,840,39,1342,611,329,1,2019,2020
2019-20,1610612742,DAL,Dallas Mavericks,21901293,2020-08-10T00:00:00,DAL @ UTA,W,51.6,21.5,16.1,9.7,62.4,12.9,16.1,8.6,30.1,0,0,0,1,139,408,559,1460,123,585,1556,523,78,1,2019,2020
2019-20,1610612747,LAL,Los Angeles Lakers,21901296,2020-08-10T00:00:00,LAL vs. DEN,W,53.3,27.8,22.2,13.3,62.2,11.1,15.6,14.4,60.0,0,0,0,1,139,78,103,950,128,369,1497,1316,1913,1,2019,2020
2019-20,1610612749,MIL,Milwaukee Bucks,21901294,2020-08-10T00:00:00,MIL vs. TOR,L,44.9,17.8,9.3,1.9,28.0,18.7,19.6,15.0,43.0,0,0,0,1060,139,843,1535,2103,2075,1415,1888,1372,704,1,2019,2020
2019-20,1610612756,PHX,Phoenix Suns,21901292,2020-08-10T00:00:00,PHX vs. OKC,W,44.4,18.5,13.0,21.3,37.0,22.2,12.0,12.0,29.6,0,0,0,1,139,721,997,218,1794,1766,980,998,65,1,2019,2020
2019-20,1610612743,DEN,Denver Nuggets,21901296,2020-08-10T00:00:00,DEN @ LAL,L,52.7,11.0,15.4,14.3,59.3,27.5,22.0,13.2,61.5,0,0,0,1060,139,1760,643,825,227,2031,2004,1148,1967,1,2019,2020
2019-20,1610612760,OKC,Oklahoma City Thunder,21901292,2020-08-10T00:00:00,OKC @ PHX,L,44.0,22.0,11.9,11.9,29.4,18.3,12.8,21.1,36.7,0,0,0,1060,139,362,1153,1143,2060,1372,1099,1894,310,1,2019,2020
2019-20,1610612754,IND,Indiana Pacers,21901295,2020-08-10T00:00:00,IND @ MIA,L,47.1,10.8,12.7,7.8,39.2,18.6,27.5,15.7,54.9,0,0,0,1060,139,1779,1029,1702,1668,1404,2104,1456,1683,1,2019,2020
2019-20,1610612761,TOR,Toronto Raptors,21901294,2020-08-10T00:00:00,TOR @ MIL,W,45.7,19.0,20.0,15.2,43.8,18.1,9.5,1.9,28.6,0,0,0,1,139,657,201,706,1337,1328,604,16,46,1,2019,2020
2019-20,1610612762,UTA,Utah Jazz,21901293,2020-08-10T00:00:00,UTA vs. DAL,L,51.6,12.9,16.1,8.6,30.1,21.5,16.1,9.7,62.4,0,0,0,1060,139,1533,559,1592,2043,1704,1556,655,1994,1,2019,2020
2019-20,1610612748,MIA,Miami Heat,21901295,2020-08-10T00:00:00,MIA vs. IND,W,46.6,18.4,27.2,15.5,54.4,10.7,12.6,7.8,38.8,0,0,0,1,139,727,19,673,459,321,1063,396,418,1,2019,2020
2019-20,1610612755,PHI,Philadelphia 76ers,21901289,2020-08-09T00:00:00,PHI @ POR,L,47.1,11.8,23.5,8.8,49.0,10.8,6.9,8.8,54.9,0,0,0,1060,139,1662,58,1562,873,332,267,546,1683,1,2019,2020
2019-20,1610612760,OKC,Oklahoma City Thunder,21901285,2020-08-09T00:00:00,OKC vs. WAS,W,48.5,21.2,10.1,14.1,42.4,8.1,20.2,9.1,48.5,0,0,0,1,139,439,1424,850,1445,144,1926,587,1178,1,2019,2020
2019-20,1610612761,TOR,Toronto Raptors,21901286,2020-08-09T00:00:00,TOR vs. MEM,W,44.9,21.5,6.5,6.5,29.9,17.8,15.0,11.2,39.3,0,0,0,1,139,410,1875,1839,2046,1279,1419,855,455,1,2019,2020
2019-20,1610612757,POR,Portland Trail Blazers,21901289,2020-08-09T00:00:00,POR vs. PHI,W,47.1,10.8,6.9,8.8,54.9,11.8,23.5,8.8,49.0,0,0,0,1,139,1779,1843,1562,434,447,2059,546,1229,1,2019,2020
2019-20,1610612753,ORL,Orlando Magic,21901288,2020-08-09T00:00:00,ORL @ BOS,L,47.3,15.2,15.2,15.2,37.5,19.6,15.2,9.8,50.0,0,0,0,1060,13,1224,667,714,1768,1531,1453,676,1313,1,2019,2020
2019-20,1610612740,NOP,New Orleans Pelicans,21901287,2020-08-09T00:00:00,NOP vs. SAS,L,44.9,19.6,25.2,8.4,50.5,28.0,14.0,15.9,33.6,0,0,0,1060,139,589,35,1615,759,2049,1284,1473,160,1,2019,2020
2019-20,1610612746,LAC,LA Clippers,21901291,2020-08-09T00:00:00,LAC vs. BKN,L,49.0,22.4,13.3,16.3,49.0,11.2,17.3,17.3,49.0,0,0,0,1060,139,326,939,590,885,383,1691,1637,1212,1,2019,2020
2019-20,1610612745,HOU,Houston Rockets,21901290,2020-08-09T00:00:00,HOU @ SAC,W,43.2,16.2,8.1,9.9,45.0,16.2,1.8,8.1,52.3,0,0,0,1,139,1065,1702,1427,1232,1048,4,467,1520,1,2019,2020
2019-20,1610612759,SAS,San Antonio Spurs,21901287,2020-08-09T00:00:00,SAS @ NOP,W,44.0,27.5,13.8,15.6,33.0,19.3,24.8,8.3,49.5,0,0,0,1,139,85,866,669,1969,1487,2080,485,1308,1,2019,2020
2019-20,1610612738,BOS,Boston Celtics,21901288,2020-08-09T00:00:00,BOS vs. ORL,W,48.2,20.0,15.5,10.0,50.9,15.5,15.5,15.5,38.2,0,0,0,1,13,538,641,1410,716,934,1480,1433,387,1,2019,2020
2019-20,1610612764,WAS,Washington Wizards,21901285,2020-08-09T00:00:00,WAS @ OKC,L,48.5,8.1,20.2,9.1,48.5,21.2,10.1,14.1,42.4,0,0,0,1060,139,1973,190,1524,925,1674,687,1261,664,1,2019,2020
2019-20,1610612758,SAC,Sacramento Kings,21901290,2020-08-09T00:00:00,SAC vs. HOU,L,43.6,16.4,1.8,8.2,52.7,16.4,8.2,10.0,45.5,0,0,0,1060,139,1039,2115,1644,563,1075,421,693,917,1,2019,2020
2019-20,1610612751,BKN,Brooklyn Nets,21901291,2020-08-09T00:00:00,BKN @ LAC,W,48.0,11.0,17.0,17.0,48.0,22.0,13.0,16.0,48.0,0,0,0,1,139,1747,454,507,964,1742,1122,1482,1132,1,2019,2020
2019-20,1610612763,MEM,Memphis Grizzlies,21901286,2020-08-09T00:00:00,MEM @ TOR,L,44.9,17.8,15.0,11.2,39.3,21.5,6.5,6.5,29.9,0,0,0,1060,139,843,695,1256,1663,1700,239,277,74,1,2019,2020
2019-20,1610612742,DAL,Dallas Mavericks,21901284,2020-08-08T00:00:00,DAL vs. MIL,W,45.7,16.4,14.7,12.9,46.6,5.2,9.5,17.2,41.4,0,0,0,1,13,1038,747,1014,1097,42,603,1624,575,1,2019,2020
2019-20,1610612762,UTA,Utah Jazz,21901281,2020-08-08T00:00:00,UTA @ DEN,L,48.3,14.2,12.5,7.5,28.3,17.5,14.2,15.8,61.7,0,0,0,1060,1,1368,1054,1740,2069,1239,1312,1467,1970,1,2019,2020
2019-20,1610612757,POR,Portland Trail Blazers,21901280,2020-08-08T00:00:00,POR vs. LAC,L,47.5,10.9,14.9,8.9,45.5,17.8,19.8,5.0,37.6,0,0,0,1060,139,1762,704,1548,1182,1286,1897,146,353,1,2019,2020
2019-20,1610612749,MIL,Milwaukee Bucks,21901284,2020-08-08T00:00:00,MIL @ DAL,L,46.1,5.2,9.6,17.4,41.7,16.5,14.8,13.0,47.0,0,0,0,1060,13,2077,1511,474,1514,1099,1395,1114,1061,1,2019,2020
2019-20,1610612747,LAL,Los Angeles Lakers,21901282,2020-08-08T00:00:00,LAL @ IND,L,47.1,25.5,14.7,17.6,51.0,14.7,14.7,18.6,52.9,0,0,0,1060,139,156,735,448,698,811,1378,1746,1560,1,2019,2020
2019-20,1610612746,LAC,LA Clippers,21901280,2020-08-08T00:00:00,LAC @ POR,W,47.5,17.8,19.8,5.0,37.6,10.9,14.9,8.9,45.5,0,0,0,1,139,826,220,1972,1760,341,1402,560,922,1,2019,2020
2019-20,1610612754,IND,Indiana Pacers,21901282,2020-08-08T00:00:00,IND vs. LAL,W,47.1,14.7,14.7,18.6,52.9,25.5,14.7,17.6,51.0,0,0,0,1,139,1301,735,364,546,1957,1378,1665,1409,1,2019,2020
2019-20,1610612748,MIA,Miami Heat,21901283,2020-08-08T00:00:00,MIA vs. PHX,L,47.5,8.9,7.9,17.8,51.5,15.8,18.8,15.8,53.5,0,0,0,1060,139,1927,1726,425,653,983,1829,1468,1592,1,2019,2020
2019-20,1610612743,DEN,Denver Nuggets,21901281,2020-08-08T00:00:00,DEN vs. UTA,W,47.9,17.4,14.0,15.7,61.2,14.0,12.4,7.4,28.1,0,0,0,1,1,903,824,658,160,730,1042,371,44,1,2019,2020
2019-20,1610612756,PHX,Phoenix Suns,21901283,2020-08-08T00:00:00,PHX @ MIA,W,48.0,16.0,19.0,16.0,54.0,9.0,8.0,18.0,52.0,0,0,0,1,139,1095,271,627,474,196,391,1702,1495,1,2019,2020
2019-20,1610612764,WAS,Washington Wizards,21901278,2020-08-07T00:00:00,WAS @ NOP,L,46.6,17.5,8.7,24.3,38.8,21.4,16.5,17.5,50.5,0,0,0,1060,139,882,1620,97,1695,1685,1602,1647,1363,1,2019,2020
2019-20,1610612738,BOS,Boston Celtics,21901279,2020-08-07T00:00:00,BOS @ TOR,W,46.2,25.0,12.5,18.3,48.1,10.6,7.7,12.5,51.9,0,0,0,1,139,183,1054,395,953,315,343,1041,1487,1,2019,2020
2019-20,1610612759,SAS,San Antonio Spurs,21901274,2020-08-07T00:00:00,SAS vs. UTA,W,45.7,14.3,7.6,13.3,61.0,10.5,3.8,4.8,32.4,0,0,0,1,139,1346,1778,950,166,305,76,138,127,1,2019,2020
2019-20,1610612762,UTA,Utah Jazz,21901274,2020-08-07T00:00:00,UTA @ SAS,L,45.7,10.5,3.8,4.8,32.4,14.3,7.6,13.3,61.0,0,0,0,1060,139,1813,2037,1981,1989,752,339,1163,1952,1,2019,2020
2019-20,1610612740,NOP,New Orleans Pelicans,21901278,2020-08-07T00:00:00,NOP vs. WAS,W,46.6,21.4,16.5,17.5,50.5,17.5,8.7,24.3,38.8,0,0,0,1,139,427,511,463,749,1224,490,2017,418,1,2019,2020
2019-20,1610612761,TOR,Toronto Raptors,21901279,2020-08-07T00:00:00,TOR vs. BOS,L,45.3,10.4,7.5,12.3,50.9,24.5,12.3,17.9,47.2,0,0,0,1060,139,1820,1785,1091,710,1916,1014,1698,1072,1,2019,2020
2019-20,1610612758,SAC,Sacramento Kings,21901276,2020-08-07T00:00:00,SAC @ BKN,L,47.5,13.9,16.8,4.0,39.6,17.8,10.9,5.9,37.6,0,0,0,1060,139,1412,475,2025,1639,1286,792,221,353,1,2019,2020
2019-20,1610612751,BKN,Brooklyn Nets,21901276,2020-08-07T00:00:00,BKN vs. SAC,W,47.1,17.6,10.8,5.9,37.3,13.7,16.7,3.9,39.2,0,0,0,1,139,857,1335,1900,1780,682,1610,81,444,1,2019,2020
2019-20,1610612763,MEM,Memphis Grizzlies,21901275,2020-08-07T00:00:00,MEM vs. OKC,W,48.0,10.0,20.0,12.0,56.0,16.0,8.0,4.0,36.0,0,0,0,1,139,1843,201,1127,370,1009,391,94,276,1,2019,2020
2019-20,1610612755,PHI,Philadelphia 76ers,21901277,2020-08-07T00:00:00,PHI vs. ORL,W,49.0,9.2,21.4,11.2,55.1,6.1,13.3,7.1,49.0,0,0,0,1,139,1897,130,1243,421,67,1172,349,1212,1,2019,2020
2019-20,1610612760,OKC,Oklahoma City Thunder,21901275,2020-08-07T00:00:00,OKC @ MEM,L,48.0,16.0,8.0,4.0,36.0,10.0,20.0,12.0,56.0,0,0,0,1060,139,1095,1716,2022,1833,271,1904,980,1741,1,2019,2020
2019-20,1610612753,ORL,Orlando Magic,21901277,2020-08-07T00:00:00,ORL @ PHI,L,49.5,6.2,13.4,7.2,49.5,9.3,21.6,11.3,55.7,0,0,0,1060,139,2046,921,1763,840,225,1993,883,1717,1,2019,2020
2019-20,1610612758,SAC,Sacramento Kings,21901268,2020-08-06T00:00:00,SAC vs. NOP,W,47.1,21.6,16.7,3.9,56.9,12.7,12.7,2.0,51.0,0,0,0,1,139,403,490,2032,322,563,1080,20,1409,1,2019,2020
2019-20,1610612757,POR,Portland Trail Blazers,21901272,2020-08-06T00:00:00,POR @ DEN,W,51.1,25.5,9.6,5.3,34.0,14.9,9.6,6.4,55.3,0,0,0,1,139,152,1509,1935,1937,848,612,265,1701,1,2019,2020
2019-20,1610612756,PHX,Phoenix Suns,21901270,2020-08-06T00:00:00,PHX vs. IND,W,46.6,17.5,8.7,17.5,50.5,17.5,3.9,4.9,42.7,0,0,0,1,139,882,1620,463,749,1224,86,142,690,1,2019,2020
2019-20,1610612746,LAC,LA Clippers,21901271,2020-08-06T00:00:00,LAC @ DAL,W,50.0,9.4,18.8,5.2,60.4,4.2,14.6,0.0,37.5,0,0,0,1,139,1881,288,1947,185,19,1367,1,346,1,2019,2020
2019-20,1610612742,DAL,Dallas Mavericks,21901271,2020-08-06T00:00:00,DAL vs. LAC,L,50.5,4.2,14.7,0.0,37.9,9.5,18.9,5.3,61.1,0,0,0,1060,139,2097,727,2107,1745,241,1841,171,1956,1,2019,2020
2019-20,1610612740,NOP,New Orleans Pelicans,21901268,2020-08-06T00:00:00,NOP @ SAC,L,47.5,12.9,12.9,2.0,51.5,21.8,16.8,4.0,57.4,0,0,0,1060,139,1540,1009,2096,653,1719,1633,85,1817,1,2019,2020
2019-20,1610612747,LAL,Los Angeles Lakers,21901273,2020-08-06T00:00:00,LAL @ HOU,L,45.7,16.2,13.3,9.5,55.2,34.3,12.4,11.4,28.6,0,0,0,1060,139,1067,931,1472,416,2111,1031,898,46,1,2019,2020
2019-20,1610612745,HOU,Houston Rockets,21901273,2020-08-06T00:00:00,HOU vs. LAL,W,45.3,34.0,12.3,11.3,28.3,16.0,13.2,9.4,54.7,0,0,0,1,139,9,1095,1233,2071,1021,1163,634,1675,1,2019,2020
2019-20,1610612743,DEN,Denver Nuggets,21901272,2020-08-06T00:00:00,DEN vs. POR,L,50.5,14.7,9.5,6.3,54.7,25.3,9.5,5.3,33.7,0,0,0,1060,139,1288,1517,1854,442,1951,597,171,174,1,2019,2020
2019-20,1610612748,MIA,Miami Heat,21901269,2020-08-06T00:00:00,MIA @ MIL,L,45.3,25.5,9.4,17.9,20.8,24.5,7.5,11.3,34.0,0,0,0,1060,139,160,1523,418,2110,1916,327,873,178,1,2019,2020
2019-20,1610612749,MIL,Milwaukee Bucks,21901269,2020-08-06T00:00:00,MIL vs. MIA,W,44.9,24.3,7.5,11.2,33.6,25.2,9.3,17.8,20.6,0,0,0,1,139,208,1793,1256,1955,1942,576,1680,8,1,2019,2020
2019-20,1610612754,IND,Indiana Pacers,21901270,2020-08-06T00:00:00,IND @ PHX,L,46.6,17.5,3.9,4.9,42.7,17.5,8.7,17.5,50.5,0,0,0,1060,139,882,2032,1976,1427,1224,490,1647,1363,1,2019,2020
2019-20,1610612761,TOR,Toronto Raptors,21901266,2020-08-05T00:00:00,TOR @ ORL,W,46.2,10.6,4.8,17.3,50.0,9.6,7.7,10.6,36.5,0,0,0,1,139,1803,1990,483,771,246,343,782,304,1,2019,2020
2019-20,1610612747,LAL,Los Angeles Lakers,21901265,2020-08-05T00:00:00,LAL vs. OKC,L,47.1,17.6,10.8,12.7,43.1,11.8,5.9,17.6,45.1,0,0,0,1060,139,857,1335,1043,1394,447,193,1665,888,1,2019,2020
2019-20,1610612743,DEN,Denver Nuggets,21901264,2020-08-05T00:00:00,DEN @ SAS,W,48.0,15.0,21.0,5.0,56.0,17.0,13.0,13.0,56.0,0,0,0,1,139,1245,148,1970,370,1162,1122,1101,1741,1,2019,2020
2019-20,1610612753,ORL,Orlando Magic,21901266,2020-08-05T00:00:00,ORL vs. TOR,L,46.6,9.7,7.8,10.7,36.9,10.7,4.9,17.5,50.5,0,0,0,1060,139,1864,1756,1316,1801,321,130,1647,1363,1,2019,2020
2019-20,1610612751,BKN,Brooklyn Nets,21901267,2020-08-05T00:00:00,BKN @ BOS,L,44.4,13.9,13.0,8.3,66.7,17.6,8.3,13.9,44.4,0,0,0,1060,139,1410,997,1624,49,1255,433,1239,819,1,2019,2020
