SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,PLAY_TYPE,TYPE_GROUPING,PERCENTILE,GP,POSS_PCT,PPP,FG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,EFG_PCT,POSS,PTS,FGM,FGA,FGMX
22024,1610612739,CLE,Cleveland Cavaliers,PRRollMan,Defensive,0.793,82,0.044,1.034,0.48,0.096,0.074,0.084,0.02,0.479,0.529,407,421,166,346,180
22024,1610612747,LAL,Los Angeles Lakers,PRRollMan,Defensive,0.31,82,0.046,1.121,0.532,0.109,0.071,0.107,0.026,0.528,0.573,422,473,190,357,167
22024,1610612757,POR,Portland Trail Blazers,PRRollMan,Defensive,0.724,82,0.049,1.062,0.499,0.121,0.055,0.119,0.026,0.508,0.535,455,483,193,387,194
22024,1610612746,LAC,LA Clippers,PRRollMan,Defensive,0.759,82,0.054,1.039,0.494,0.091,0.095,0.089,0.017,0.48,0.547,483,502,198,401,203
22024,1610612738,BOS,Boston Celtics,PRRollMan,Defensive,1.0,82,0.056,1.012,0.452,0.092,0.05,0.09,0.01,0.468,0.513,500,506,196,434,238
22024,1610612744,GSW,Golden State Warriors,PRRollMan,Defensive,0.655,82,0.054,1.075,0.515,0.099,0.095,0.099,0.028,0.488,0.575,494,531,212,412,200
22024,1610612760,OKC,Oklahoma City Thunder,PRRollMan,Defensive,0.862,82,0.056,1.029,0.48,0.113,0.096,0.106,0.027,0.473,0.542,520,535,204,425,221
22024,1610612762,UTA,Utah Jazz,PRRollMan,Defensive,0.586,82,0.054,1.079,0.485,0.127,0.067,0.115,0.034,0.494,0.551,504,544,205,423,218
22024,1610612766,CHA,Charlotte Hornets,PRRollMan,Defensive,0.483,82,0.055,1.09,0.488,0.112,0.058,0.112,0.02,0.501,0.548,499,544,207,424,217
22024,1610612748,MIA,Miami Heat,PRRollMan,Defensive,0.966,82,0.06,1.017,0.466,0.097,0.069,0.091,0.02,0.466,0.523,537,546,214,459,245
22024,1610612753,ORL,Orlando Magic,PRRollMan,Defensive,0.621,82,0.058,1.079,0.508,0.13,0.079,0.126,0.032,0.503,0.562,507,547,212,417,205
22024,1610612742,DAL,Dallas Mavericks,PRRollMan,Defensive,0.276,82,0.052,1.126,0.52,0.119,0.068,0.115,0.031,0.519,0.572,486,547,213,410,197
22024,1610612761,TOR,Toronto Raptors,PRRollMan,Defensive,0.552,82,0.056,1.08,0.489,0.117,0.061,0.111,0.025,0.502,0.548,522,564,216,442,226
22024,1610612745,HOU,Houston Rockets,PRRollMan,Defensive,0.207,82,0.055,1.135,0.521,0.102,0.064,0.098,0.026,0.514,0.589,502,570,225,432,207
22024,1610612751,BKN,Brooklyn Nets,PRRollMan,Defensive,0.069,82,0.054,1.197,0.552,0.135,0.054,0.131,0.031,0.556,0.601,482,577,224,406,182
22024,1610612740,NOP,New Orleans Pelicans,PRRollMan,Defensive,0.0,82,0.05,1.251,0.601,0.104,0.087,0.1,0.019,0.571,0.671,462,578,230,383,153
22024,1610612756,PHX,Phoenix Suns,PRRollMan,Defensive,0.69,82,0.06,1.064,0.49,0.115,0.058,0.111,0.035,0.492,0.539,549,584,232,473,241
22024,1610612749,MIL,Milwaukee Bucks,PRRollMan,Defensive,0.931,82,0.064,1.019,0.456,0.081,0.068,0.078,0.025,0.45,0.522,591,602,236,518,282
22024,1610612759,SAS,San Antonio Spurs,PRRollMan,Defensive,0.241,82,0.058,1.13,0.533,0.115,0.071,0.112,0.028,0.527,0.583,537,607,241,452,211
22024,1610612758,SAC,Sacramento Kings,PRRollMan,Defensive,0.345,82,0.061,1.111,0.523,0.14,0.096,0.136,0.038,0.512,0.588,551,612,231,442,211
22024,1610612750,MIN,Minnesota Timberwolves,PRRollMan,Defensive,0.897,82,0.067,1.025,0.482,0.105,0.066,0.1,0.027,0.478,0.525,602,617,248,515,267
22024,1610612737,ATL,Atlanta Hawks,PRRollMan,Defensive,0.828,82,0.063,1.03,0.483,0.104,0.09,0.093,0.023,0.474,0.538,599,617,240,497,257
22024,1610612763,MEM,Memphis Grizzlies,PRRollMan,Defensive,0.414,82,0.059,1.093,0.495,0.113,0.06,0.104,0.026,0.498,0.564,568,621,240,485,245
22024,1610612743,DEN,Denver Nuggets,PRRollMan,Defensive,0.379,82,0.061,1.103,0.529,0.097,0.071,0.096,0.037,0.518,0.575,575,634,264,499,235
22024,1610612765,DET,Detroit Pistons,PRRollMan,Defensive,0.517,82,0.064,1.09,0.493,0.13,0.069,0.12,0.025,0.508,0.553,592,645,241,489,248
22024,1610612764,WAS,Washington Wizards,PRRollMan,Defensive,0.103,82,0.058,1.188,0.557,0.104,0.062,0.102,0.027,0.551,0.617,548,651,263,472,209
22024,1610612754,IND,Indiana Pacers,PRRollMan,Defensive,0.138,82,0.061,1.156,0.524,0.121,0.069,0.115,0.025,0.528,0.59,564,652,247,471,224
22024,1610612755,PHI,Philadelphia 76ers,PRRollMan,Defensive,0.034,82,0.06,1.233,0.578,0.115,0.09,0.108,0.022,0.56,0.657,546,673,258,446,188
22024,1610612752,NYK,New York Knicks,PRRollMan,Defensive,0.448,82,0.07,1.093,0.514,0.094,0.079,0.093,0.019,0.502,0.574,635,694,276,537,261
22024,1610612741,CHI,Chicago Bulls,PRRollMan,Defensive,0.172,82,0.075,1.139,0.506,0.1,0.045,0.096,0.017,0.525,0.565,718,818,317,626,309
