group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
Players,1629608,Dewan Hernandez,Dewan,1610612761,TOR,23.0,1,1,0,1.0,3.0,0.333,0.0,0.167,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.1,414,358,1,1,393,25,340,191,224,312,1,1,273,346,365,1,450,235,181,407,1,1,296,TOR
Players,1629744,Matt Thomas,Matt,1610612761,TOR,25.0,2,2,0,1.0,4.0,0.167,0.25,0.333,1.0,1.0,0.0,0.0,0.0,0.167,0.143,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.231,383,321,1,1,379,166,84,35,1,1,297,301,273,215,259,285,1,235,181,407,1,319,109,TOR
Players,1629056,Terence Davis,Terence,1610612761,TOR,23.0,6,4,2,0.667,26.0,0.068,0.111,0.1,0.286,0.235,0.0,0.0,0.0,0.375,0.286,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.107,316,261,82,77,249,371,261,308,90,124,297,301,273,34,88,285,1,99,181,1,1,319,289,TOR
Players,1628778,Paul Watson,Paul,1610612761,TOR,25.0,1,1,0,1.0,2.0,0.286,0.25,0.2,0.0,0.0,1.0,0.667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.364,414,358,1,1,411,52,84,136,224,312,1,10,273,346,365,285,1,1,181,1,1,18,28,TOR
Players,1627832,Fred VanVleet,Fred,1610612761,TOR,26.0,24,17,7,0.708,81.0,0.221,0.218,0.224,0.316,0.278,0.333,0.301,0.0,0.059,0.046,0.29,0.125,0.3,0.0,0.1,0.158,0.283,0.27,113,40,232,52,107,95,128,118,77,97,65,83,273,330,356,87,261,94,181,262,203,89,84,TOR
Players,201188,Marc Gasol,Marc,1610612761,TOR,35.0,18,13,5,0.722,47.0,0.088,0.028,0.09,0.0,0.107,0.043,0.091,0.222,0.25,0.244,0.217,0.111,0.1,0.667,0.222,0.136,0.105,0.031,178,91,180,48,176,336,337,332,224,259,286,242,131,112,128,121,248,213,18,337,171,253,358,TOR
Players,1626169,Stanley Johnson,Stanley,1610612761,TOR,24.0,1,1,0,1.0,3.0,0.2,0.5,0.333,0.0,0.0,0.0,0.0,1.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,414,358,1,1,390,113,7,35,224,312,297,301,1,28,12,285,1,235,181,1,1,319,40,TOR
Players,1626259,Malcolm Miller,Malcolm,1610612761,TOR,27.0,2,2,0,1.0,7.0,0.158,0.0,0.231,0.0,0.286,0.0,0.0,0.0,0.125,0.1,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,383,321,1,1,354,184,340,105,224,86,297,301,273,272,313,285,1,235,181,1,312,319,365,TOR
Players,200768,Kyle Lowry,Kyle,1610612761,TOR,34.0,30,20,10,0.667,115.0,0.271,0.261,0.271,0.343,0.337,0.292,0.288,0.2,0.156,0.165,0.429,0.303,0.13,0.143,0.091,0.197,0.312,0.28,56,22,297,77,34,61,75,70,60,52,86,89,146,232,228,36,393,191,139,259,250,77,72,TOR
Players,1626178,Rondae Hollis-Jefferson,Rondae,1610612761,TOR,25.0,9,5,4,0.556,25.0,0.104,0.0,0.064,0.0,0.0,0.313,0.333,0.571,0.143,0.286,0.25,0.0,0.167,0.5,0.5,0.316,0.357,0.088,272,231,148,150,253,299,340,371,224,312,79,64,36,245,88,99,1,158,31,407,382,41,317,TOR
Players,1626181,Norman Powell,Norman,1610612761,TOR,27.0,23,15,8,0.652,56.0,0.165,0.204,0.173,0.167,0.214,0.143,0.133,0.167,0.256,0.235,0.111,0.333,0.375,0.0,0.0,0.133,0.103,0.182,122,62,254,92,153,173,139,183,145,142,185,207,167,107,129,208,402,65,181,1,167,260,159,TOR
