group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
Players,1629608,Dewan Hernandez,Dewan,1610612761,TOR,23.0,1,1,0,1.0,3.2,136.6,125.0,125.0,84.7,80.0,80.0,51.9,45.0,45.0,0.5,2.0,40.0,0.0,0.0,0.0,20.0,18.8,0.0,0.216,0.333,0.399,126.96,136.35,113.62,136.35,-0.061,8,0,1,0.0,1.0,0.0,414,358,1,1,148,43,49,49,37,39,39,30,34,34,4,63,20,273,346,365,417,417,340,354,25,16,27,36,36,423,340,350,340,128,340,TOR
Players,1629744,Matt Thomas,Matt,1610612761,TOR,25.0,2,2,0,1.0,1.8,134.9,118.2,118.2,69.9,66.7,66.7,64.9,51.5,51.5,0.0,0.0,0.0,0.0,0.167,0.111,0.0,0.0,0.75,0.75,0.167,0.188,137.04,149.53,124.6,149.53,0.171,11,1,2,0.5,1.0,0.5,383,321,1,1,316,49,96,96,23,23,23,18,26,26,285,219,285,273,96,108,1,1,40,53,166,152,26,27,27,63,283,313,102,128,96,TOR
Players,1629056,Terence Davis,Terence,1610612761,TOR,23.0,6,4,2,0.667,4.3,108.1,109.8,109.8,91.2,86.0,86.0,16.9,23.8,23.8,0.0,0.0,0.0,0.0,0.24,0.12,0.0,0.0,0.75,0.75,0.068,0.07,92.09,93.99,78.32,93.99,0.18,51,2,4,0.3,0.7,0.5,316,261,82,77,19,244,181,181,63,59,59,106,71,71,285,219,285,273,36,94,1,1,40,53,371,377,412,433,433,48,233,268,180,207,96,TOR
Players,1628778,Paul Watson,Paul,1610612761,TOR,25.0,1,1,0,1.0,2.0,206.8,183.3,183.3,93.2,85.7,85.7,113.6,97.6,97.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.064,0.286,0.297,141.12,156.0,130.0,156.0,0.313,6,1,1,1.0,1.0,1.0,414,358,1,1,297,2,1,1,71,55,55,7,10,10,285,219,285,273,346,365,1,1,10,15,52,53,21,26,26,16,283,350,18,128,1,TOR
Players,1627832,Fred VanVleet,Fred,1610612761,TOR,26.0,24,17,7,0.708,3.4,116.0,112.7,112.7,102.4,99.4,99.4,13.6,13.3,13.3,0.209,3.0,17.0,0.0,0.037,0.019,5.7,5.7,0.536,0.682,0.221,0.228,100.85,103.8,86.5,103.8,0.171,181,12,28,0.5,1.2,0.429,113,40,232,52,110,160,141,141,129,136,136,121,112,112,70,25,127,273,331,356,251,252,148,83,95,97,246,260,260,65,84,85,102,99,170,TOR
Players,201188,Marc Gasol,Marc,1610612761,TOR,35.0,18,13,5,0.722,2.6,128.2,126.0,126.0,91.1,87.8,87.8,37.1,38.2,38.2,0.143,5.0,33.3,0.047,0.176,0.117,6.7,6.6,0.143,0.217,0.088,0.092,101.18,103.93,86.61,103.93,0.05,104,1,7,0.1,0.4,0.143,178,91,180,48,221,74,48,48,61,64,64,47,40,40,113,10,25,143,87,100,263,264,338,353,336,342,236,258,258,274,283,216,335,302,337,TOR
Players,1626169,Stanley Johnson,Stanley,1610612761,TOR,24.0,1,1,0,1.0,3.3,146.3,133.3,133.3,76.6,72.7,72.7,69.7,60.6,60.6,0.0,0.0,0.0,0.333,0.4,0.375,0.0,0.0,1.0,1.0,0.2,0.217,137.65,147.69,123.08,147.69,0.371,9,2,2,2.0,2.0,1.0,414,358,1,1,125,29,32,32,28,32,32,17,23,23,285,219,285,2,11,2,1,1,10,18,113,111,24,29,29,12,233,313,1,32,1,TOR
Players,1626259,Malcolm Miller,Malcolm,1610612761,TOR,27.0,2,2,0,1.0,3.4,124.4,133.3,133.3,76.1,72.2,72.2,48.3,61.1,61.1,0.0,0.0,0.0,0.0,0.111,0.059,0.0,0.0,0.0,0.0,0.158,0.166,118.19,117.62,98.02,117.62,-0.143,15,0,3,0.0,1.5,0.0,383,321,1,1,109,88,32,32,26,30,30,35,22,22,285,219,285,273,198,257,1,1,340,365,184,193,56,91,91,438,340,289,340,64,340,TOR
Players,200768,Kyle Lowry,Kyle,1610612761,TOR,34.0,30,20,10,0.667,3.8,124.8,121.8,121.8,105.5,102.6,102.6,19.3,19.3,19.3,0.323,2.1,21.6,0.038,0.106,0.074,10.3,10.5,0.592,0.672,0.271,0.278,99.36,102.01,85.01,102.01,0.174,252,23,49,0.8,1.6,0.469,56,22,297,77,49,84,72,72,156,181,181,94,89,89,37,62,81,169,214,205,328,330,104,88,61,65,283,300,300,58,32,37,47,62,147,TOR
Players,1626178,Rondae Hollis-Jefferson,Rondae,1610612761,TOR,25.0,9,5,4,0.556,2.8,99.0,105.6,105.6,115.0,108.6,108.6,-15.9,-3.1,-3.1,0.111,0.0,22.2,0.125,0.087,0.109,0.0,0.0,0.0,0.383,0.104,0.101,107.07,106.72,88.94,106.72,0.014,54,0,3,0.0,0.3,0.0,272,231,148,150,198,327,224,224,265,240,240,307,228,228,150,219,71,37,254,118,1,1,340,315,299,323,116,203,203,337,340,289,340,319,340,TOR
Players,1626181,Norman Powell,Norman,1610612761,TOR,27.0,23,15,8,0.652,2.4,135.9,132.0,132.0,112.2,110.9,110.9,23.7,21.1,21.1,0.077,1.0,11.5,0.038,0.161,0.104,11.5,11.3,0.676,0.731,0.165,0.176,102.62,104.77,87.31,104.77,0.136,125,10,17,0.4,0.7,0.588,122,62,254,92,247,46,37,37,228,272,272,81,81,81,196,128,189,172,103,128,354,350,62,59,173,176,197,246,246,112,97,132,140,196,66,TOR
Players,1628384,OG Anunoby,OG,1610612761,TOR,22.0,27,18,9,0.667,3.4,126.1,121.7,121.7,101.5,100.0,100.0,24.7,21.7,21.7,0.0,0.0,0.0,0.049,0.121,0.089,5.3,5.4,0.538,0.546,0.087,0.089,99.52,102.12,85.1,102.12,0.031,203,6,13,0.2,0.5,0.462,84,31,279,77,106,80,74,74,126,138,138,76,78,78,285,219,285,138,184,159,243,246,145,208,338,349,278,297,297,305,147,160,249,275,151,TOR
Players,1629052,Oshae Brissett,Oshae,1610612761,TOR,22.0,2,0,2,0.0,1.0,150.0,150.0,150.0,60.2,40.0,40.0,89.8,110.0,110.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.625,0.625,0.667,0.667,109.56,129.31,107.76,129.31,0.333,6,2,4,1.0,2.0,0.5,383,415,82,415,393,25,13,13,18,13,13,12,3,3,285,219,285,273,3,8,1,1,81,117,1,2,88,49,49,15,233,268,18,32,96,TOR
Players,1627783,Pascal Siakam,Pascal,1610612761,TOR,26.0,30,21,9,0.7,2.8,128.7,123.4,123.4,106.0,104.5,104.5,22.7,18.9,18.9,0.154,2.0,8.1,0.053,0.183,0.124,4.1,4.1,0.558,0.633,0.329,0.342,101.5,104.42,87.02,104.42,0.208,192,27,52,0.9,1.7,0.519,56,15,279,58,193,71,62,62,160,199,199,83,92,92,107,63,235,128,77,88,223,222,129,112,33,33,227,249,249,28,16,29,33,55,91,TOR
Players,1627775,Patrick McCaw,Patrick,1610612761,TOR,24.0,10,5,5,0.5,3.2,126.3,119.4,119.4,96.4,90.9,90.9,29.9,28.5,28.5,0.136,0.6,27.3,0.0,0.032,0.017,45.5,45.5,1.333,1.333,0.099,0.107,97.91,103.68,86.4,103.68,0.072,72,3,3,0.3,0.3,1.0,259,231,180,177,142,78,89,89,95,78,78,64,60,60,123,189,51,273,333,359,447,447,4,2,315,310,315,265,265,219,200,289,198,332,1,TOR
Players,1628449,Chris Boucher,Chris,1610612761,TOR,27.0,5,3,2,0.6,1.7,94.3,95.2,95.2,108.9,104.3,104.3,-14.6,-9.1,-9.1,0.0,0.0,0.0,0.077,0.364,0.208,0.0,0.0,0.5,0.633,0.269,0.272,120.2,122.32,101.93,122.32,0.302,21,2,5,0.4,1.0,0.4,331,284,82,118,334,356,327,327,190,197,197,303,279,279,285,219,285,93,12,18,1,1,160,113,62,67,48,74,74,18,233,246,151,128,191,TOR
Players,201586,Serge Ibaka,Serge,1610612761,TOR,30.0,22,16,6,0.727,3.1,114.4,108.1,108.1,110.5,106.0,106.0,3.9,2.1,2.1,0.128,1.67,17.2,0.033,0.139,0.09,10.3,10.3,0.639,0.688,0.146,0.159,95.87,100.74,83.95,100.74,0.124,148,10,18,0.5,0.8,0.556,133,49,208,46,160,175,195,195,207,213,213,173,179,179,129,91,123,186,147,158,329,329,78,79,208,205,369,338,338,130,97,129,128,177,77,TOR
