group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank
Players,1627732,Ben Simmons,Ben,1610612755,PHI,24.0,7,2,5,0.286,2.8,1.0,0.0,0.25,0.0,0.0,0.0,0.75,0.5,0.25,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1.0,19,35,123,85,45,1,66,51,20,36,9,13,3,40,34,1,28,13,50,1,38,70,1
Players,201980,Danny Green,Danny,1610612755,PHI,34.0,3,1,2,0.333,2.1,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2,0.5,53,54,69,74,70,44,36,1,20,36,9,46,21,1,34,1,28,13,50,1,38,51,30
Players,1627788,Furkan Korkmaz,Furkan,1610612755,PHI,23.0,5,1,4,0.2,1.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,4,0.25,30,54,114,95,76,70,1,55,20,1,9,46,21,47,34,38,1,13,1,44,38,33,64
Players,201588,George Hill,George,1610612755,PHI,35.0,4,2,2,0.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,36,35,69,52,100,70,66,55,20,36,9,46,21,47,34,38,28,13,50,44,73,91,73
Players,203954,Joel Embiid,Joel,1610612755,PHI,27.0,6,2,4,0.333,3.0,0.769,0.231,0.462,0.154,0.0,0.0,0.538,0.154,0.308,0.0,1.0,0.0,0.0,0.0,1.0,3,13,0.231,25,35,114,74,41,29,62,40,16,36,9,17,17,37,34,1,28,13,50,1,16,6,68
Players,1629680,Matisse Thybulle,Matisse,1610612755,PHI,24.0,6,1,5,0.167,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,25,54,123,98,98,70,66,55,20,36,9,1,21,47,34,38,28,13,50,44,73,91,73
Players,203552,Seth Curry,Seth,1610612755,PHI,30.0,7,2,5,0.286,2.8,0.667,0.333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,6,0.333,19,35,123,85,56,36,52,1,1,36,9,46,21,47,34,1,28,13,50,1,24,20,54
Players,1629003,Shake Milton,Shake,1610612755,PHI,24.0,3,0,3,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,53,100,98,100,116,70,66,55,20,36,9,46,21,47,34,38,28,13,50,44,73,91,73
Players,202699,Tobias Harris,Tobias,1610612755,PHI,28.0,7,2,5,0.286,2.9,0.889,0.111,0.615,0.0,0.0,0.0,0.385,0.308,0.615,0.5,0.5,0.0,0.0,0.5,0.5,4,9,0.444,19,35,123,85,42,28,63,29,20,36,9,27,8,22,21,27,28,13,37,29,10,12,45
Players,1630178,Tyrese Maxey,Tyrese,1610612755,PHI,20.0,3,1,2,0.333,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,53,54,69,74,103,70,66,55,20,36,9,1,21,47,34,38,28,13,50,44,73,91,73
