season,team_id,game_id,game_date,away_team,home_team,opponent_id,game_no,pf,opp_pf,wl,differential
2018-19,1610612752,21800007,2018-10-17,ATL,NYK,1610612737,1,126,107,W,19
2018-19,1610612752,21800018,2018-10-19,NYK,BKN,1610612751,2,105,107,L,-2
2018-19,1610612752,21800028,2018-10-20,BOS,NYK,1610612738,3,101,103,L,-2
2018-19,1610612752,21800042,2018-10-22,NYK,MIL,1610612749,4,113,124,L,-11
2018-19,1610612752,21800054,2018-10-24,NYK,MIA,1610612748,5,87,110,L,-23
2018-19,1610612752,21800068,2018-10-26,GSW,NYK,1610612744,6,100,128,L,-28
2018-19,1610612752,21800090,2018-10-29,BKN,NYK,1610612751,7,115,96,W,19
2018-19,1610612752,21800105,2018-10-31,IND,NYK,1610612754,8,101,107,L,-6
2018-19,1610612752,21800121,2018-11-02,NYK,DAL,1610612742,9,118,106,W,12
2018-19,1610612752,21800135,2018-11-04,NYK,WAS,1610612764,10,95,108,L,-13
2018-19,1610612752,21800143,2018-11-05,CHI,NYK,1610612741,11,115,116,L,-1
2018-19,1610612752,21800155,2018-11-07,NYK,ATL,1610612737,12,112,107,W,5
2018-19,1610612752,21800174,2018-11-10,NYK,TOR,1610612761,13,112,128,L,-16
2018-19,1610612752,21800186,2018-11-11,ORL,NYK,1610612753,14,89,115,L,-26
2018-19,1610612752,21800209,2018-11-14,NYK,OKC,1610612760,15,103,128,L,-25
2018-19,1610612752,21800222,2018-11-16,NYK,NOP,1610612740,16,124,129,L,-5
2018-19,1610612752,21800236,2018-11-18,NYK,ORL,1610612753,17,117,131,L,-14
2018-19,1610612752,21800251,2018-11-20,POR,NYK,1610612757,18,114,118,L,-4
2018-19,1610612752,21800255,2018-11-21,NYK,BOS,1610612738,19,117,109,W,8
2018-19,1610612752,21800269,2018-11-23,NOP,NYK,1610612740,20,114,109,W,5
2018-19,1610612752,21800291,2018-11-25,NYK,MEM,1610612763,21,103,98,W,5
2018-19,1610612752,21800301,2018-11-27,NYK,DET,1610612765,22,108,115,L,-7
2018-19,1610612752,21800307,2018-11-28,NYK,PHI,1610612755,23,91,117,L,-26
2018-19,1610612752,21800330,2018-12-01,MIL,NYK,1610612749,24,136,134,W,2
2018-19,1610612752,21800346,2018-12-03,WAS,NYK,1610612764,25,107,110,L,-3
2018-19,1610612752,21800365,2018-12-06,NYK,BOS,1610612738,26,100,128,L,-28
2018-19,1610612752,21800382,2018-12-08,BKN,NYK,1610612751,27,104,112,L,-8
2018-19,1610612752,21800389,2018-12-09,CHA,NYK,1610612766,28,107,119,L,-12
2018-19,1610612752,21800406,2018-12-12,NYK,CLE,1610612739,29,106,113,L,-7
2018-19,1610612752,21800421,2018-12-14,NYK,CHA,1610612766,30,126,124,W,2
2018-19,1610612752,21800438,2018-12-16,NYK,IND,1610612754,31,99,110,L,-11
2018-19,1610612752,21800444,2018-12-17,PHX,NYK,1610612756,32,110,128,L,-18
2018-19,1610612752,21800457,2018-12-19,NYK,PHI,1610612755,33,109,131,L,-22
2018-19,1610612752,21800472,2018-12-21,ATL,NYK,1610612737,34,107,114,L,-7
2018-19,1610612752,21800497,2018-12-25,MIL,NYK,1610612749,35,95,109,L,-14
2018-19,1610612752,21800513,2018-12-27,NYK,MIL,1610612749,36,96,112,L,-16
2018-19,1610612752,21800532,2018-12-29,NYK,UTA,1610612762,37,97,129,L,-32
2018-19,1610612752,21800551,2019-01-01,NYK,DEN,1610612743,38,108,115,L,-7
2018-19,1610612752,21800574,2019-01-04,NYK,LAL,1610612747,39,119,112,W,7
2018-19,1610612752,21800597,2019-01-07,NYK,POR,1610612757,40,101,111,L,-10
2018-19,1610612752,21800605,2019-01-08,NYK,GSW,1610612744,41,95,122,L,-27
2018-19,1610612752,21800623,2019-01-11,IND,NYK,1610612754,42,106,121,L,-15
2018-19,1610612752,21800638,2019-01-13,PHI,NYK,1610612755,43,105,108,L,-3
2018-19,1610612752,21800665,2019-01-17,NYK,WAS,1610612764,44,100,101,L,-1
2018-19,1610612752,21800691,2019-01-21,OKC,NYK,1610612760,45,109,127,L,-18
