team_id,team_name,gp,w,l,w_pct,min,opp_fgm,opp_fga,opp_fg_pct,opp_fg3m,opp_fg3a,opp_fg3_pct,opp_ftm,opp_fta,opp_ft_pct,opp_oreb,opp_dreb,opp_reb,opp_ast,opp_tov,opp_stl,opp_blk,opp_blka,opp_pf,opp_pfd,opp_pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,opp_fgm_rank,opp_fga_rank,opp_fg_pct_rank,opp_fg3m_rank,opp_fg3a_rank,opp_fg3_pct_rank,opp_ftm_rank,opp_fta_rank,opp_ft_pct_rank,opp_oreb_rank,opp_dreb_rank,opp_reb_rank,opp_ast_rank,opp_tov_rank,opp_stl_rank,opp_blk_rank,opp_blka_rank,opp_pf_rank,opp_pfd_rank,opp_pts_rank,plus_minus_rank,team
1610612738,Boston Celtics,11,6,5,0.545,48.5,36.8,85.4,0.431,10.2,32.5,0.313,16.4,22.9,0.714,12.4,30.8,43.2,19.5,12.3,6.6,3.6,5.4,20.1,19.5,100.2,-5.5,7,6,10,6,6,2,7,1,1,5,1,5,8,1,14,5,9,1,11,2,3,5,7,12,1,3,BOSTON CELTICS
1610612739,Cleveland Cavaliers,9,5,4,0.556,48.0,39.8,83.2,0.478,13.8,35.9,0.384,14.4,19.2,0.751,8.3,31.3,39.7,25.8,15.2,5.7,5.3,3.6,22.0,18.6,107.8,-11.7,8,7,1,4,8,11,3,13,13,9,13,3,2,5,2,7,2,15,3,1,11,15,15,14,9,1,CLEVELAND CAVALIERS
1610612743,Denver Nuggets,14,7,7,0.5,48.7,41.6,88.7,0.469,12.1,35.3,0.342,16.6,22.3,0.747,11.0,31.8,42.8,25.7,11.6,9.3,6.4,4.2,21.1,19.9,111.9,4.9,5,5,14,7,2,13,15,11,8,8,6,6,6,4,8,9,8,12,12,14,15,11,10,10,12,11,DENVER NUGGETS
1610612765,Detroit Pistons,6,2,4,0.333,48.0,39.5,87.8,0.45,11.0,30.2,0.365,18.0,23.3,0.771,10.7,29.3,40.0,19.8,13.0,8.8,5.7,6.3,21.8,22.8,108.0,1.3,11,11,1,11,8,10,14,5,2,2,10,7,9,8,7,3,3,2,8,13,13,3,14,2,10,9,DETROIT PISTONS
1610612744,Golden State Warriors,12,5,7,0.417,48.0,38.3,82.3,0.465,11.4,30.3,0.377,18.2,24.9,0.729,11.8,32.3,44.1,22.9,15.6,8.0,5.3,3.9,19.3,21.2,106.1,3.0,6,7,14,10,8,6,2,10,4,3,11,8,13,3,13,11,14,9,2,7,10,12,6,5,3,10,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,7,3,4,0.429,48.0,37.6,86.7,0.433,15.4,43.1,0.358,13.4,17.4,0.77,10.4,29.1,39.6,24.3,12.4,8.4,4.9,5.1,21.4,17.7,104.0,0.0,9,9,1,8,8,4,10,2,15,15,9,1,1,7,6,2,1,10,10,11,9,7,11,15,2,7,HOUSTON ROCKETS
1610612754,Indiana Pacers,20,14,6,0.7,48.5,39.4,86.9,0.454,11.5,33.8,0.339,22.9,29.1,0.787,11.7,31.6,43.3,20.2,14.2,8.0,4.2,5.9,21.5,23.5,113.2,-2.7,1,1,11,1,5,9,11,7,5,6,5,16,16,9,12,8,10,3,5,7,6,4,12,1,13,5,INDIANA PACERS
1610612746,LA Clippers,7,3,4,0.429,48.7,41.1,85.3,0.482,11.3,29.0,0.389,14.1,19.7,0.717,11.3,32.0,43.3,24.6,13.9,7.7,3.9,7.1,18.3,19.3,107.7,-0.6,9,9,1,8,2,12,6,14,3,1,14,2,3,2,10,10,12,11,7,6,4,1,3,13,8,6,LA CLIPPERS
1610612747,Los Angeles Lakers,5,1,4,0.2,48.0,38.4,87.0,0.441,12.0,37.2,0.323,18.6,24.4,0.762,13.0,30.8,43.8,22.2,11.2,8.0,3.6,5.0,20.8,21.0,107.4,7.0,12,12,1,12,8,7,12,4,7,12,3,11,11,6,15,4,13,7,13,7,2,8,8,6,7,12,LOS ANGELES LAKERS
1610612763,Memphis Grizzlies,4,0,4,0.0,48.0,43.8,95.8,0.457,13.0,41.5,0.313,19.5,24.8,0.788,13.0,33.3,46.3,25.8,10.5,10.8,6.8,6.5,18.8,20.8,120.0,19.5,15,15,1,15,8,15,16,9,12,14,2,13,12,10,15,13,16,13,15,16,16,2,4,9,15,15,MEMPHIS GRIZZLIES
1610612748,Miami Heat,4,0,4,0.0,48.0,44.3,85.5,0.518,19.3,43.8,0.44,18.3,21.0,0.869,10.3,33.0,43.3,25.8,10.0,10.0,3.0,3.0,13.3,17.3,126.0,30.5,15,15,1,15,8,16,8,16,16,16,16,9,5,16,5,12,10,13,16,15,1,16,1,16,16,16,MIAMI HEAT
1610612749,Milwaukee Bucks,5,1,4,0.2,49.0,43.6,87.4,0.499,14.4,36.6,0.393,16.2,19.8,0.818,6.6,34.8,41.4,30.0,11.0,7.0,4.8,3.6,19.2,19.6,117.8,7.6,12,12,1,12,1,14,13,15,14,11,15,4,4,14,1,16,6,16,14,4,7,14,5,11,14,13,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,15,9,6,0.6,48.0,37.8,83.6,0.452,12.5,35.1,0.357,18.3,22.7,0.804,11.3,28.9,40.2,22.6,15.1,8.5,4.0,4.7,21.0,20.8,106.4,-2.7,4,4,11,3,8,5,4,6,9,7,8,10,7,13,9,1,4,8,4,12,5,9,9,8,4,4,MINNESOTA TIMBERWOLVES
1610612752,New York Knicks,18,10,8,0.556,48.6,38.5,84.8,0.454,12.8,36.2,0.354,19.7,24.9,0.791,10.2,31.1,41.3,21.7,14.1,7.2,5.7,4.7,22.8,20.9,109.6,0.0,3,3,16,4,4,8,5,8,10,10,7,14,14,11,4,6,5,5,6,5,14,10,16,7,11,7,NEW YORK KNICKS
