TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK
1610612738,Boston Celtics,5,1,4,0.2,4.1,0.6,0.8,0.8,2.0,0.6,1.8,0.4,3.6,5,9,14,11,6,9,9,5,10,6,12,5,12
1610612739,Cleveland Cavaliers,4,1,3,0.25,2.1,1.3,0.5,0.0,2.0,1.5,2.5,1.0,3.0,8,9,9,10,12,6,10,10,10,10,15,13,9
1610612743,Denver Nuggets,8,4,4,0.5,4.4,1.4,1.3,0.9,3.0,1.8,1.4,0.6,4.3,3,4,14,6,2,4,4,4,8,12,11,8,15
1610612765,Detroit Pistons,5,2,3,0.4,4.3,1.0,0.4,0.4,3.6,2.2,0.8,0.8,3.6,5,7,9,9,5,7,12,9,5,13,7,12,12
1610612744,Golden State Warriors,4,3,1,0.75,2.5,0.0,0.5,0.0,2.0,0.5,1.0,0.5,1.0,8,6,1,3,11,10,10,10,10,5,9,6,2
1610612745,Houston Rockets,3,0,3,0.0,2.3,0.0,0.0,0.0,0.7,0.0,0.7,0.0,2.7,11,12,9,12,14,10,13,10,15,1,5,1,6
1610612754,Indiana Pacers,9,8,1,0.889,3.6,2.9,2.7,1.0,4.0,0.2,0.9,0.2,2.7,2,1,1,1,3,1,1,3,1,4,8,4,6
1610612746,LA Clippers,4,2,2,0.5,4.7,2.5,1.0,1.3,4.0,2.3,2.0,0.5,3.5,8,7,6,6,7,2,6,2,1,14,13,6,11
1610612747,Los Angeles Lakers,3,0,3,0.0,3.5,0.0,0.0,0.0,0.7,1.3,0.7,0.7,4.0,11,12,9,12,10,10,13,10,15,9,5,11,14
1610612763,Memphis Grizzlies,2,0,2,0.0,3.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,13,12,6,12,13,10,13,10,14,8,1,13,3
1610612748,Miami Heat,1,0,1,0.0,4.2,0.0,0.0,2.0,4.0,3.0,0.0,0.0,2.0,16,12,1,12,16,10,13,1,1,15,1,1,3
1610612749,Milwaukee Bucks,2,0,2,0.0,6.1,0.0,2.0,0.0,2.0,4.5,4.0,2.0,8.0,13,12,6,12,9,10,3,10,10,16,16,16,16
1610612750,Minnesota Timberwolves,5,4,1,0.8,3.5,1.8,2.2,0.8,3.2,0.0,0.0,0.0,0.8,5,4,1,2,8,3,2,5,7,1,1,1,1
1610612752,New York Knicks,11,7,4,0.636,4.5,1.3,1.2,0.5,3.6,1.7,0.5,0.6,2.9,1,2,14,4,1,5,5,7,4,11,4,10,8
1610612760,Oklahoma City Thunder,8,5,3,0.625,3.7,0.8,0.9,0.5,3.5,0.6,1.1,0.6,2.0,3,3,9,5,4,8,8,8,6,7,10,8,3
1610612753,Orlando Magic,2,1,1,0.5,3.2,0.0,1.0,0.0,3.0,0.0,2.0,1.0,3.0,13,9,1,6,15,10,6,10,8,1,13,13,9
