TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
1610612738,Boston Celtics,5,1,4,0.2,4.1,1.4,6.4,0.219,0.2,2.6,0.077,2.2,2.6,0.846,1.0,3.0,4.0,0.6,1.0,0.0,0.4,0.2,1.8,1.8,5.2,-3.0,5,9,14,11,7,15,8,16,14,10,14,6,6,7,5,3,5,15,8,11,8,4,7,6,13,12
1610612739,Cleveland Cavaliers,4,1,3,0.25,2.1,2.0,3.3,0.615,0.8,1.0,0.75,1.5,1.5,1.0,0.0,0.8,0.8,0.8,0.5,0.3,0.3,0.5,1.0,1.3,6.3,0.0,8,9,9,10,16,10,15,1,10,16,1,9,9,1,14,16,16,13,5,10,11,8,1,12,9,6
1610612743,Denver Nuggets,8,4,4,0.5,4.4,2.9,7.8,0.371,1.3,4.0,0.313,2.5,3.5,0.714,1.8,2.9,4.6,1.1,1.1,0.6,0.1,1.0,1.8,2.4,9.5,-0.3,3,4,14,6,4,9,2,10,5,2,13,4,3,11,1,6,2,12,11,4,13,15,6,4,7,7
1610612765,Detroit Pistons,5,2,3,0.4,4.3,3.4,6.2,0.548,0.8,1.6,0.5,2.0,2.8,0.714,0.6,3.2,3.8,1.8,2.0,0.4,0.6,0.2,2.0,2.0,9.6,-1.6,5,7,9,9,5,4,9,3,9,14,4,7,4,11,10,2,6,4,14,8,5,4,9,5,6,9
1610612744,Golden State Warriors,4,3,1,0.75,2.5,1.8,5.3,0.333,0.8,2.3,0.333,1.8,1.8,1.0,1.0,1.5,2.5,1.5,0.3,0.0,0.5,0.5,1.5,1.5,6.0,0.8,8,6,1,3,14,12,14,11,10,11,9,8,8,1,5,12,11,6,2,11,6,8,3,8,10,5
1610612745,Houston Rockets,3,0,3,0.0,2.3,1.0,3.0,0.333,0.7,1.3,0.5,0.7,0.7,1.0,0.0,1.3,1.3,0.7,0.3,0.0,0.3,0.7,1.0,1.0,3.3,-4.0,11,12,9,12,15,16,16,11,13,15,4,12,14,1,14,14,14,14,3,11,9,13,1,13,16,14
1610612754,Indiana Pacers,9,8,1,0.889,3.6,3.6,7.6,0.471,1.1,2.9,0.385,2.3,2.6,0.913,1.0,2.2,3.2,1.3,0.3,0.8,0.9,0.4,1.6,1.7,10.6,2.4,2,1,1,1,9,3,3,5,7,8,8,5,7,6,5,9,8,9,3,3,2,7,5,7,4,2
1610612746,LA Clippers,4,2,2,0.5,4.7,3.8,6.8,0.556,1.3,3.0,0.417,0.8,1.0,0.75,0.8,2.0,2.8,1.8,1.8,1.5,0.8,0.0,2.8,1.5,9.5,-0.3,8,7,6,6,2,2,7,2,5,5,7,11,12,9,8,10,10,5,13,1,3,1,15,8,7,7
1610612747,Los Angeles Lakers,3,0,3,0.0,3.5,1.7,5.3,0.313,1.3,4.0,0.333,0.0,0.3,0.0,0.3,1.7,2.0,1.3,0.7,0.0,0.7,0.0,2.0,1.3,4.7,-6.7,11,12,9,12,10,13,13,14,4,2,9,15,15,15,13,11,12,9,7,11,4,1,9,11,14,15
1610612763,Memphis Grizzlies,2,0,2,0.0,3.5,2.0,6.0,0.333,1.5,3.5,0.429,0.5,1.0,0.5,0.5,2.5,3.0,1.5,2.0,0.5,0.0,0.5,4.0,1.5,6.0,-3.0,13,12,6,12,12,10,11,11,3,4,6,13,12,13,11,8,9,6,14,5,14,8,16,8,10,12
1610612748,Miami Heat,1,0,1,0.0,4.2,3.0,7.0,0.429,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,-7.0,16,12,1,12,6,8,5,9,15,5,15,15,16,15,14,15,15,3,8,11,14,1,9,16,10,16
1610612749,Milwaukee Bucks,2,0,2,0.0,6.1,4.5,10.0,0.45,3.5,6.0,0.583,0.5,1.5,0.333,1.5,3.5,5.0,3.0,2.0,0.0,0.5,1.0,2.0,1.0,13.0,-2.0,13,12,6,12,1,1,1,6,1,1,3,13,9,14,2,1,1,1,14,11,6,15,9,13,1,10
1610612750,Minnesota Timberwolves,5,4,1,0.8,3.5,3.4,6.2,0.548,1.8,3.0,0.6,2.6,2.8,0.929,1.2,3.0,4.2,2.8,1.0,0.4,0.2,0.8,2.4,2.4,11.2,4.4,5,4,1,2,11,4,9,3,2,5,2,3,4,5,3,3,3,2,8,8,12,14,14,3,2,1
1610612752,New York Knicks,11,7,4,0.636,4.5,3.4,7.5,0.446,0.9,2.7,0.333,3.2,3.9,0.814,1.1,3.0,4.1,1.2,1.3,0.9,0.3,0.6,2.0,2.5,10.8,1.7,1,2,14,4,3,6,4,8,8,9,9,1,2,8,4,3,4,11,12,2,10,12,9,2,3,4
1610612760,Oklahoma City Thunder,8,5,3,0.625,3.7,3.1,7.0,0.446,0.8,2.3,0.333,3.0,4.0,0.75,0.8,2.6,3.4,1.4,0.6,0.5,1.1,0.3,1.9,2.6,10.0,1.8,3,3,9,5,8,7,5,7,10,11,9,2,1,9,8,7,7,8,6,5,1,6,8,1,5,3
1610612753,Orlando Magic,2,1,1,0.5,3.2,1.5,6.0,0.25,0.0,2.0,0.0,1.5,1.5,1.0,0.5,1.5,2.0,0.0,0.0,0.5,0.0,0.5,1.5,0.5,4.5,-2.5,13,9,1,6,13,14,11,15,15,13,15,9,9,1,11,12,12,16,1,5,14,8,3,15,15,11
