group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
Players,1630598,Aaron Wiggins,Aaron,1610612760,OKC,23.0,20,7,13,0.35,2.0,0.667,0.333,0.533,0.133,0.2,0.267,0.267,0.0,0.4,0.75,0.25,1.0,0.0,0.8,0.2,5,9,0.556,171,211,380,373,336,169,238,151,66,202,30,159,241,170,95,217,1,98,123,228,175,218,96,OKC
Players,1629026,Kenrich Williams,Kenrich,1610612760,OKC,27.0,22,12,10,0.545,2.5,0.818,0.182,0.667,0.0,0.333,0.0,0.0,0.111,0.667,0.5,0.5,1.0,0.0,0.625,0.375,8,11,0.727,152,113,322,186,276,112,304,80,141,143,158,305,180,68,149,152,1,98,195,169,130,194,53,OKC
Players,1630197,Aleksej Pokusevski,Aleksej,1610612760,OKC,20.0,7,1,6,0.143,3.0,0.333,0.667,0.571,0.0,0.0,0.286,0.429,0.0,0.571,1.0,0.0,0.0,0.0,1.0,0.0,2,6,0.333,305,375,239,440,182,319,85,133,141,252,27,43,241,100,1,250,232,98,1,267,256,258,267,OKC
Players,203488,Mike Muscala,Mike,1610612760,OKC,30.0,17,8,9,0.471,2.4,0.333,0.667,0.214,0.0,0.536,0.107,0.25,0.071,0.214,1.0,0.0,1.0,0.0,1.0,0.0,8,15,0.533,202,200,298,269,283,319,85,303,141,79,85,165,214,271,1,250,1,98,1,267,130,151,107,OKC
Players,1630581,Josh Giddey,Josh,1610612760,OKC,19.0,29,12,17,0.414,2.9,0.69,0.31,0.583,0.083,0.125,0.167,0.292,0.125,0.5,0.429,0.571,1.0,0.0,0.5,0.5,8,29,0.276,70,113,454,324,198,159,260,131,100,224,54,135,170,123,181,142,1,98,222,116,130,96,317,OKC
Players,1629660,Ty Jerome,Ty,1610612760,OKC,24.0,11,2,9,0.182,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1.0,254,339,298,436,452,381,1,326,141,1,158,305,241,317,279,250,1,98,1,267,299,364,1,OKC
Players,1629603,Mamadi Diakite,Mamadi,1610612760,OKC,25.0,1,1,0,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,438,375,1,1,358,381,333,326,141,252,158,1,241,317,279,250,232,98,334,267,364,419,364,OKC
Players,1630544,Tre Mann,Tre,1610612760,OKC,21.0,18,7,11,0.389,3.3,0.636,0.364,0.32,0.16,0.24,0.04,0.44,0.36,0.16,0.25,0.75,0.0,1.0,0.167,0.833,6,22,0.273,193,211,349,348,136,191,226,259,56,183,142,42,40,290,230,85,232,1,324,39,156,120,318,OKC
Players,1630526,Jeremiah Robinson-Earl,Jeremiah,1610612760,OKC,21.0,18,4,14,0.222,2.4,0.333,0.667,0.167,0.0,0.5,0.0,0.333,0.167,0.167,1.0,0.0,1.0,0.0,1.0,0.0,3,9,0.333,193,275,401,427,289,319,85,312,141,86,158,85,121,286,1,250,1,98,1,267,228,218,267,OKC
Players,1630285,Zavier Simpson,Zavier,1610612760,OKC,25.0,1,1,0,1.0,3.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1.0,438,375,1,1,155,1,333,1,141,252,158,305,241,1,279,1,232,98,334,1,299,364,1,OKC
