PLAYER_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,AGE,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
202691,Klay Thompson,1610612744,GSW,26.0,24,24,0.465,92,199,0.462,0.661,0.054,13,23,0.565,0.411,79,176,0.449
201586,Serge Ibaka,1610612760,OKC,26.0,18,18,0.691,50,112,0.446,0.585,0.278,19,45,0.422,0.414,31,67,0.463
201567,Kevin Love,1610612739,CLE,27.0,20,20,0.491,46,110,0.418,0.6,0.063,6,14,0.429,0.429,40,96,0.417
2747,JR Smith,1610612739,CLE,30.0,21,21,0.594,51,107,0.477,0.715,0.0,0,0,,0.594,51,107,0.477
203110,Draymond Green,1610612744,GSW,26.0,23,23,0.389,37,100,0.37,0.555,0.012,0,3,0.0,0.377,37,97,0.381
201142,Kevin Durant,1610612760,OKC,27.0,18,18,0.233,36,92,0.391,0.511,0.068,14,27,0.519,0.165,22,65,0.338
203084,Harrison Barnes,1610612744,GSW,24.0,24,24,0.448,27,90,0.3,0.433,0.08,3,16,0.188,0.368,24,74,0.324
201939,Stephen Curry,1610612744,GSW,28.0,18,18,0.257,32,83,0.386,0.566,0.015,2,5,0.4,0.241,30,78,0.385
202335,Patrick Patterson,1610612761,TOR,27.0,20,20,0.585,22,76,0.289,0.428,0.062,1,8,0.125,0.523,21,68,0.309
202329,Al-Farouq Aminu,1610612757,POR,25.0,11,11,0.593,29,73,0.397,0.589,0.041,1,5,0.2,0.553,28,68,0.412
201960,DeMarre Carroll,1610612761,TOR,29.0,20,19,0.451,24,69,0.348,0.514,0.013,1,2,0.5,0.438,23,67,0.343
201578,Marreese Speights,1610612744,GSW,28.0,24,21,0.57,30,65,0.462,0.6,0.219,12,25,0.48,0.351,18,40,0.45
2736,Luol Deng,1610612748,MIA,31.0,14,14,0.489,28,65,0.431,0.615,0.075,4,10,0.4,0.414,24,55,0.436
200768,Kyle Lowry,1610612761,TOR,30.0,20,20,0.187,17,58,0.293,0.422,0.006,2,2,1.0,0.181,15,56,0.268
2738,Andre Iguodala,1610612744,GSW,32.0,24,22,0.363,22,57,0.386,0.57,0.025,1,4,0.25,0.338,21,53,0.396
203082,Terrence Ross,1610612761,TOR,25.0,20,20,0.465,19,53,0.358,0.519,0.044,2,5,0.4,0.421,17,48,0.354
201143,Al Horford,1610612737,ATL,30.0,10,10,0.442,16,50,0.32,0.42,0.204,6,23,0.261,0.239,10,27,0.37
202681,Kyrie Irving,1610612739,CLE,24.0,21,20,0.122,27,49,0.551,0.796,0.02,3,8,0.375,0.102,24,41,0.585
203079,Dion Waiters,1610612760,OKC,24.0,18,16,0.384,18,48,0.375,0.563,0.008,0,1,0.0,0.376,18,47,0.383
203145,Kent Bazemore,1610612737,ATL,26.0,10,10,0.432,13,48,0.271,0.396,0.018,1,2,0.5,0.414,12,46,0.261
101112,Channing Frye,1610612739,CLE,33.0,17,12,0.701,27,47,0.574,0.83,0.075,3,5,0.6,0.627,24,42,0.571
