team_id,team_name,team,gp,g,fga_frequency,fgm,fga,fg_pct,efg_pct,fg2a_frequency,fg2m,fg2a,fg2_pct,fg3a_frequency,fg3m,fg3a,fg3_pct
1610612757,Portland Trail Blazers,POR,72,72,0.379,971,2485,0.391,0.489,0.173,481,1133,0.425,0.206,490,1352,0.362
1610612738,Boston Celtics,BOS,72,72,0.311,734,1988,0.369,0.459,0.149,376,951,0.395,0.162,358,1037,0.345
1610612749,Milwaukee Bucks,MIL,72,72,0.292,797,1929,0.413,0.494,0.166,484,1100,0.44,0.125,313,829,0.378
1610612742,Dallas Mavericks,DAL,72,72,0.306,790,1923,0.411,0.485,0.174,504,1091,0.462,0.133,286,832,0.344
1610612759,San Antonio Spurs,SAS,72,72,0.295,792,1921,0.412,0.446,0.227,662,1477,0.448,0.068,130,444,0.293
1610612756,Phoenix Suns,PHX,72,72,0.296,833,1865,0.447,0.499,0.206,636,1298,0.49,0.09,197,567,0.347
1610612762,Utah Jazz,UTA,72,72,0.293,713,1855,0.384,0.501,0.105,280,662,0.423,0.188,433,1193,0.363
1610612746,LA Clippers,LAC,72,72,0.299,755,1850,0.408,0.47,0.2,527,1238,0.426,0.099,228,612,0.373
1610612752,New York Knicks,NYK,72,72,0.296,710,1829,0.388,0.44,0.21,521,1300,0.401,0.086,189,529,0.357
1610612753,Orlando Magic,ORL,72,72,0.281,656,1802,0.364,0.417,0.184,466,1184,0.394,0.096,190,618,0.307
1610612751,Brooklyn Nets,BKN,72,72,0.278,710,1748,0.406,0.488,0.146,424,921,0.46,0.132,286,827,0.346
1610612764,Washington Wizards,WAS,72,72,0.26,661,1704,0.388,0.427,0.193,528,1263,0.418,0.067,133,441,0.302
1610612755,Philadelphia 76ers,PHI,72,72,0.269,703,1682,0.418,0.463,0.194,551,1216,0.453,0.074,152,466,0.326
1610612758,Sacramento Kings,SAC,72,72,0.263,648,1680,0.386,0.473,0.132,356,840,0.424,0.132,292,840,0.348
1610612737,Atlanta Hawks,ATL,72,72,0.263,660,1652,0.4,0.472,0.151,421,949,0.444,0.112,239,703,0.34
1610612763,Memphis Grizzlies,MEM,72,72,0.243,626,1602,0.391,0.443,0.164,459,1082,0.424,0.079,167,520,0.321
1610612744,Golden State Warriors,GSW,72,72,0.254,610,1600,0.381,0.474,0.128,314,809,0.388,0.126,296,791,0.374
1610612761,Toronto Raptors,TOR,72,72,0.251,573,1599,0.358,0.448,0.12,285,763,0.374,0.131,288,836,0.344
1610612766,Charlotte Hornets,CHA,72,72,0.252,596,1590,0.375,0.454,0.127,344,802,0.429,0.125,252,788,0.32
1610612754,Indiana Pacers,IND,72,72,0.232,622,1526,0.408,0.483,0.134,391,879,0.445,0.099,231,647,0.357
1610612743,Denver Nuggets,DEN,72,72,0.239,588,1522,0.386,0.455,0.141,379,897,0.423,0.098,209,625,0.334
1610612740,New Orleans Pelicans,NOP,72,72,0.23,551,1473,0.374,0.425,0.149,401,955,0.42,0.081,150,518,0.29
1610612748,Miami Heat,MIA,72,72,0.244,543,1468,0.37,0.439,0.136,341,821,0.415,0.107,202,647,0.312
1610612741,Chicago Bulls,CHI,72,72,0.229,582,1459,0.399,0.469,0.136,378,869,0.435,0.093,204,590,0.346
1610612750,Minnesota Timberwolves,MIN,72,72,0.217,483,1419,0.34,0.421,0.109,255,714,0.357,0.108,228,705,0.323
1610612747,Los Angeles Lakers,LAL,72,71,0.231,503,1413,0.356,0.405,0.158,364,963,0.378,0.074,139,450,0.309
1610612760,Oklahoma City Thunder,OKC,72,72,0.222,515,1395,0.369,0.447,0.117,297,735,0.404,0.105,218,660,0.33
1610612739,Cleveland Cavaliers,CLE,72,71,0.222,482,1355,0.356,0.417,0.136,317,831,0.381,0.086,165,524,0.315
1610612745,Houston Rockets,HOU,72,71,0.209,429,1320,0.325,0.42,0.085,178,537,0.331,0.124,251,783,0.321
1610612765,Detroit Pistons,DET,72,71,0.209,444,1277,0.348,0.414,0.123,275,752,0.366,0.086,169,525,0.322
