season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end
2022-23,1610612748,MIA,Miami Heat,42200405,2023-06-12T00:00:00,MIA @ DEN,L,48.0,7.5,14.3,9.0,33.0,9.0,9.0,14.3,45.0,0,0,0,85,9,132,22,94,95,46,65,142,154,1,2022,2023
2022-23,1610612743,DEN,Denver Nuggets,42200405,2023-06-12T00:00:00,DEN vs. MIA,W,48.0,9.0,9.0,14.3,45.0,7.5,14.3,9.0,33.0,0,0,0,1,9,115,88,21,9,31,146,64,62,1,2022,2023
2022-23,1610612743,DEN,Denver Nuggets,42200404,2023-06-09T00:00:00,DEN @ MIA,W,48.0,12.8,4.5,9.0,36.0,6.0,6.8,10.5,34.5,0,0,0,1,9,60,154,94,64,15,39,87,75,1,2022,2023
2022-23,1610612748,MIA,Miami Heat,42200404,2023-06-09T00:00:00,MIA vs. DEN,L,48.0,6.0,6.8,10.5,34.5,12.8,4.5,9.0,36.0,0,0,0,85,9,146,125,71,80,102,10,64,91,1,2022,2023
2022-23,1610612748,MIA,Miami Heat,42200403,2023-06-07T00:00:00,MIA vs. DEN,L,48.0,12.8,5.3,8.3,25.5,6.0,10.5,8.3,45.0,0,0,0,85,9,60,139,106,155,15,92,55,154,1,2022,2023
2022-23,1610612743,DEN,Denver Nuggets,42200403,2023-06-07T00:00:00,DEN @ MIA,W,48.0,6.0,10.5,8.3,45.0,12.8,5.3,8.3,25.5,0,0,0,1,9,146,69,106,9,102,17,55,10,1,2022,2023
2022-23,1610612743,DEN,Denver Nuggets,42200402,2023-06-04T00:00:00,DEN vs. MIA,L,48.0,17.3,11.3,13.5,37.5,14.3,8.3,3.8,25.5,0,0,0,85,9,17,61,28,45,118,53,11,10,1,2022,2023
2022-23,1610612748,MIA,Miami Heat,42200402,2023-06-04T00:00:00,MIA @ DEN,W,48.0,14.3,8.3,3.8,25.5,17.3,11.3,13.5,37.5,0,0,0,1,9,44,106,156,155,151,101,132,109,1,2022,2023
2022-23,1610612748,MIA,Miami Heat,42200401,2023-06-01T00:00:00,MIA @ DEN,L,48.0,6.8,6.0,3.0,28.5,9.8,5.3,6.8,34.5,0,0,0,85,9,139,132,159,135,55,17,36,75,1,2022,2023
2022-23,1610612743,DEN,Denver Nuggets,42200401,2023-06-01T00:00:00,DEN vs. MIA,W,48.0,9.8,5.3,6.8,34.5,6.8,6.0,3.0,28.5,0,0,0,1,9,102,139,126,80,25,31,5,23,1,2022,2023
2022-23,1610612748,MIA,Miami Heat,42200307,2023-05-29T00:00:00,MIA @ BOS,W,48.0,14.3,12.0,12.8,28.5,15.8,9.8,6.0,31.5,0,0,0,1,9,44,49,38,135,136,82,27,49,1,2022,2023
2022-23,1610612738,BOS,Boston Celtics,42200307,2023-05-29T00:00:00,BOS vs. MIA,L,48.0,15.8,9.8,6.0,31.5,14.3,12.0,12.8,28.5,0,0,0,85,9,29,78,137,109,118,109,121,23,1,2022,2023
2022-23,1610612738,BOS,Boston Celtics,42200306,2023-05-27T00:00:00,BOS @ MIA,W,48.0,4.5,12.0,9.0,31.5,8.3,9.0,3.0,24.0,0,0,0,1,9,161,49,94,109,39,65,5,6,1,2022,2023
2022-23,1610612748,MIA,Miami Heat,42200306,2023-05-27T00:00:00,MIA vs. BOS,L,48.0,8.3,9.0,3.0,24.0,4.5,12.0,9.0,31.5,0,0,0,85,9,124,88,159,160,7,109,64,49,1,2022,2023
2022-23,1610612738,BOS,Boston Celtics,42200305,2023-05-25T00:00:00,BOS vs. MIA,W,48.0,20.3,12.8,9.0,31.5,14.3,5.3,12.0,39.0,0,0,0,1,9,8,38,94,109,118,17,115,125,1,2022,2023
2022-23,1610612748,MIA,Miami Heat,42200305,2023-05-25T00:00:00,MIA @ BOS,L,48.0,14.3,5.3,12.0,39.0,20.3,12.8,9.0,31.5,0,0,0,85,9,44,139,49,35,159,122,64,49,1,2022,2023
2022-23,1610612738,BOS,Boston Celtics,42200304,2023-05-23T00:00:00,BOS @ MIA,W,48.0,20.3,11.3,13.5,30.0,10.5,12.8,7.5,34.5,0,0,0,1,9,8,61,28,121,69,122,45,75,1,2022,2023
2022-23,1610612748,MIA,Miami Heat,42200304,2023-05-23T00:00:00,MIA vs. BOS,L,48.0,10.5,12.8,7.5,34.5,20.3,11.3,13.5,30.0,0,0,0,85,9,89,38,115,80,159,101,132,37,1,2022,2023
2022-23,1610612743,DEN,Denver Nuggets,42200314,2023-05-22T00:00:00,DEN @ LAL,W,48.0,5.3,11.3,6.8,36.0,12.8,12.0,8.3,46.5,0,0,0,1,9,155,61,126,64,102,109,55,161,1,2022,2023
2022-23,1610612747,LAL,Los Angeles Lakers,42200314,2023-05-22T00:00:00,LAL vs. DEN,L,48.0,12.8,12.0,8.3,46.5,5.3,11.3,6.8,36.0,0,0,0,85,9,60,49,106,4,9,101,36,91,1,2022,2023
2022-23,1610612738,BOS,Boston Celtics,42200303,2023-05-21T00:00:00,BOS @ MIA,L,48.0,12.0,14.3,9.8,39.0,13.5,3.0,9.8,31.5,0,0,0,85,9,68,22,83,35,110,4,77,49,1,2022,2023
2022-23,1610612748,MIA,Miami Heat,42200303,2023-05-21T00:00:00,MIA vs. BOS,W,48.0,13.5,3.0,9.8,31.5,12.0,14.3,9.8,39.0,0,0,0,1,9,52,165,83,109,95,146,77,125,1,2022,2023
2022-23,1610612743,DEN,Denver Nuggets,42200313,2023-05-20T00:00:00,DEN @ LAL,W,48.0,9.8,6.8,14.3,28.5,6.0,13.5,11.3,39.0,0,0,0,1,9,102,125,21,135,15,133,101,125,1,2022,2023
2022-23,1610612747,LAL,Los Angeles Lakers,42200313,2023-05-20T00:00:00,LAL vs. DEN,L,48.0,6.0,13.5,11.3,39.0,9.8,6.8,14.3,28.5,0,0,0,85,9,146,24,55,35,55,39,142,23,1,2022,2023
2022-23,1610612738,BOS,Boston Celtics,42200302,2023-05-19T00:00:00,BOS vs. MIA,L,48.0,12.8,9.0,11.3,36.0,15.0,12.0,3.0,36.0,0,0,0,85,9,60,88,55,64,127,109,5,91,1,2022,2023
