group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
Players,1631321,Sidy Cissoko,Sidy,1610612759,SAS,20.0,1,1,0,1.0,0.015,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,420,359,1,1,464,355,399,355,222,324,222,272,280,272,298,355,379,308,270,254,218,1,1,310,367,194,410,215,22,411,SAS
Players,1629640,Keldon Johnson,Keldon,1610612759,SAS,24.0,31,10,21,0.323,107.94833333333334,13,33,0.394,3,14,0.214,11,14,0.786,6,15,21,3,5,2,0,3,17,8,40,-54,70.7,4,0,71.0,53,153,456,366,53,73,70,233,103,75,185,69,70,143,44,42,38,159,57,84,218,401,456,91,83,453,99,79,22,95,SAS
Players,1641705,Victor Wembanyama,Victor,1610612759,SAS,20.0,35,12,23,0.343,125.00166666666668,25,65,0.385,5,27,0.185,29,38,0.763,12,32,44,11,15,5,17,2,12,28,84,-58,204.3,24,0,188.0,20,121,463,351,25,28,17,242,67,14,195,13,14,154,6,4,4,40,1,14,1,341,417,10,24,459,5,7,22,6,SAS
Players,1630577,Julian Champagnie,Julian,1610612759,SAS,23.0,16,4,12,0.25,49.14666666666667,2,5,0.4,1,4,0.25,2,2,1.0,3,9,12,2,1,0,0,0,4,1,7,-14,23.4,0,0,22.0,196,261,337,382,174,252,253,222,159,178,169,199,229,1,107,104,117,191,187,254,218,1,248,252,243,374,232,215,22,225,SAS
Players,1630572,Sandro Mamukelashvili,Sandro,1610612759,SAS,25.0,5,1,4,0.2,12.118333333333334,3,6,0.5,1,2,0.5,0,0,0.0,2,1,3,0,1,0,1,0,5,0,7,-6,12.6,1,0,13.0,320,359,164,405,319,216,235,103,159,226,27,272,280,272,144,308,269,308,187,254,126,1,273,310,243,301,284,145,22,272,SAS
Players,1626224,Cedi Osman,Cedi,1610612759,SAS,29.0,12,4,8,0.333,20.856666666666666,1,4,0.25,0,2,0.0,0,0,0.0,1,2,3,1,0,1,0,1,4,0,2,-17,10.1,0,0,8.0,247,261,263,353,266,290,273,329,222,226,222,272,280,272,196,266,269,240,270,139,218,257,248,310,321,394,304,215,22,306,SAS
Players,1628380,Zach Collins,Zach,1610612759,SAS,26.0,23,5,18,0.217,53.065,7,13,0.538,0,2,0.0,6,12,0.5,3,3,6,4,4,2,0,1,12,7,20,-30,35.2,2,0,34.0,132,240,437,403,169,152,167,89,222,226,222,124,86,223,107,231,195,133,79,84,218,257,417,105,154,429,185,118,22,180,SAS
Players,1630170,Devin Vassell,Devin,1610612759,SAS,23.0,32,10,22,0.313,112.22166666666666,14,41,0.341,6,23,0.261,13,20,0.65,1,11,12,17,7,1,0,1,5,10,47,-54,82.9,0,0,84.0,43,153,460,369,43,68,47,277,52,23,167,58,44,206,196,72,117,18,27,139,218,257,273,68,65,453,77,215,22,68,SAS
Players,1631103,Malaki Branham,Malaki,1610612759,SAS,21.0,14,2,12,0.143,33.288333333333334,8,14,0.571,3,5,0.6,4,4,1.0,1,2,3,1,4,1,1,1,3,2,23,-27,30.1,0,0,34.0,215,315,337,418,222,137,161,72,103,159,18,156,181,1,196,266,269,240,79,139,126,257,199,207,143,423,203,215,22,180,SAS
Players,1630200,Tre Jones,Tre,1610612759,SAS,24.0,35,13,22,0.371,133.13166666666666,13,30,0.433,2,7,0.286,16,16,1.0,4,16,20,16,4,6,2,4,6,11,44,-15,112.0,5,1,98.0,20,99,460,345,15,73,74,190,131,129,147,47,62,1,86,33,41,22,79,5,61,432,301,62,73,381,40,67,9,49,SAS
Players,1628984,Devonte' Graham,Devonte',1610612759,SAS,29.0,3,2,1,0.667,22.12333333333333,4,10,0.4,1,7,0.143,3,3,1.0,0,1,1,3,1,0,0,0,1,3,12,-5,16.7,0,0,17.0,364,315,29,70,258,191,190,222,159,129,209,173,213,1,298,308,334,159,187,254,218,1,104,182,197,281,260,215,22,246,SAS
Players,1631230,Dominick Barlow,Dominick,1610612759,SAS,21.0,5,2,3,0.4,5.333333333333333,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,2,-1,3.5,0,0,3.0,320,315,132,326,377,290,364,1,222,324,222,272,280,272,298,355,379,240,270,254,218,1,104,310,321,226,371,215,22,371,SAS
Players,1631104,Blake Wesley,Blake,1610612759,SAS,21.0,4,1,3,0.25,1.6133333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-9,0.0,0,0,0.0,341,359,132,382,433,355,399,355,222,324,222,272,280,272,298,355,379,308,270,254,218,1,1,310,367,330,410,215,22,411,SAS
Players,1631110,Jeremy Sochan,Jeremy,1610612759,SAS,21.0,33,10,23,0.303,96.04666666666668,11,28,0.393,2,7,0.286,11,15,0.733,6,11,17,8,5,3,2,3,13,8,35,-75,77.4,5,0,72.0,36,153,463,372,75,94,90,234,131,129,147,69,66,178,44,72,61,62,57,47,61,401,428,91,92,464,83,67,22,90,SAS
