team_id,team_name,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,stl,blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,stl_rank,blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612737,Atlanta Hawks,5,1,4,0.2,51.3,115.9,32.9,0.695,6.2,2.6,20.1,17.7,10.5,47.9,13,13,1,13,5,12,8,13,15,16,11,16,6,11,ATLANTA HAWKS
1610612738,Boston Celtics,24,14,10,0.583,50.2,106.3,35.4,0.713,6.7,6.5,18.5,14.3,13.8,42.3,1,2,16,3,10,2,4,10,11,3,10,11,13,5,BOSTON CELTICS
1610612751,Brooklyn Nets,4,0,4,0.0,50.7,119.2,26.9,0.642,8.4,6.9,23.0,15.6,19.0,51.2,16,16,1,16,8,14,16,16,3,2,16,15,16,14,BROOKLYN NETS
1610612741,Chicago Bulls,5,1,4,0.2,47.6,108.3,35.5,0.776,7.7,3.2,16.1,11.3,13.3,46.0,13,13,1,13,14,5,3,3,6,14,6,4,12,9,CHICAGO BULLS
1610612742,Dallas Mavericks,18,9,9,0.5,51.4,113.3,32.1,0.706,7.7,3.0,12.2,15.2,9.1,49.6,3,4,15,6,4,9,11,11,7,15,1,13,2,12,DALLAS MAVERICKS
1610612743,Denver Nuggets,5,1,4,0.2,49.7,121.9,31.7,0.755,7.2,3.5,20.7,13.3,9.3,46.4,13,13,1,13,11,16,14,5,8,13,13,8,4,10,DENVER NUGGETS
1610612744,Golden State Warriors,22,16,6,0.727,49.1,109.6,34.9,0.731,7.9,5.1,16.7,13.3,11.9,41.5,2,1,10,1,12,6,5,7,5,6,8,9,8,4,GOLDEN STATE WARRIORS
1610612763,Memphis Grizzlies,12,6,6,0.5,46.8,107.1,32.6,0.725,8.9,5.9,15.9,13.1,12.8,43.1,6,7,10,6,15,4,10,8,1,4,5,7,10,6,MEMPHIS GRIZZLIES
1610612748,Miami Heat,18,11,7,0.611,51.0,107.0,33.2,0.748,8.9,3.9,16.4,12.0,12.4,40.7,3,3,14,2,7,3,7,6,2,11,7,5,9,3,MIAMI HEAT
1610612749,Milwaukee Bucks,12,7,5,0.583,48.3,102.7,40.9,0.804,6.4,4.5,12.7,9.1,9.3,33.4,6,5,9,3,13,1,1,1,14,8,3,1,3,1,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,6,2,4,0.333,46.5,111.7,32.0,0.688,7.9,7.6,20.8,15.3,13.1,51.4,9,9,1,9,16,8,13,14,4,1,14,14,11,15,MINNESOTA TIMBERWOLVES
1610612740,New Orleans Pelicans,6,2,4,0.333,50.5,117.8,32.1,0.77,6.7,3.7,22.8,10.4,10.4,53.3,9,9,1,9,9,13,12,4,12,12,15,3,5,16,NEW ORLEANS PELICANS
1610612755,Philadelphia 76ers,12,6,6,0.5,52.0,111.3,33.7,0.702,6.5,4.7,20.1,14.9,14.1,50.0,6,7,10,6,2,7,6,12,13,7,12,12,14,13,PHILADELPHIA 76ERS
1610612756,Phoenix Suns,13,7,6,0.538,51.2,114.9,32.8,0.686,7.1,4.0,17.4,14.0,10.8,43.7,5,5,10,5,6,11,9,15,10,9,9,10,7,7,PHOENIX SUNS
1610612761,Toronto Raptors,6,2,4,0.333,51.9,119.5,29.2,0.714,7.1,5.1,12.2,12.9,18.1,45.0,9,9,1,9,3,15,15,9,9,5,2,6,15,8,TORONTO RAPTORS
1610612762,Utah Jazz,6,2,4,0.333,52.6,114.8,38.9,0.804,4.4,4.0,15.3,9.9,8.9,39.8,9,9,1,9,1,10,2,2,16,10,4,2,1,2,UTAH JAZZ
