GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
Players,2744,Al Jefferson,Al,1610612766,CHA,31.0,9,4,5,0.444,27.11833333333333,0.0,7.1,0.0,14.2,3.5,19.5,5.3,17.7,3.5,1.8,7.1,0.0,44.4,289,270,153,258,252,234,35,175,44,76,364,147,392,36,359,300,326,141
Players,203469,Cody Zeller,Cody,1610612766,CHA,23.0,35,17,18,0.486,94.49,3.0,4.6,1.0,9.1,7.1,11.7,10.7,36.6,1.5,0.5,6.6,5.1,33.3,70,88,361,230,111,128,75,154,111,92,163,311,205,100,249,284,159,235
Players,201584,Courtney Lee,Courtney,1610612766,CHA,30.0,29,20,9,0.69,79.17833333333333,4.2,1.2,2.4,3.6,13.3,10.9,6.1,35.2,0.6,0.6,4.2,3.0,32.3,117,45,223,57,140,77,217,92,245,216,138,163,242,169,264,147,255,244
Players,202343,Elliot Williams,Elliot,1610612766,CHA,27.0,1,1,0,1.0,0.0066666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,362,1,1,432,234,237,175,303,1,1,1,401,200,1,1,326,400
Players,1626163,Frank Kaminsky,Frank,1610612766,CHA,23.0,12,8,4,0.667,35.96333333333333,1.3,1.3,0.0,0.0,1.3,13.3,6.7,34.7,1.3,2.7,1.3,2.7,31.8,257,195,127,61,226,208,211,175,303,72,217,183,258,111,399,65,267,248
Players,203087,Jeremy Lamb,Jeremy,1610612766,CHA,24.0,14,6,8,0.429,31.155,3.1,0.0,0.0,0.0,0.0,4.6,3.1,21.6,0.0,3.1,4.6,3.1,35.7,242,235,204,269,244,125,237,175,303,1,71,113,380,200,407,169,250,213
Players,202391,Jeremy Lin,Jeremy,1610612766,CHA,27.0,29,17,12,0.586,100.7,3.3,2.9,1.4,5.7,10.5,15.3,12.9,42.9,0.5,1.0,3.8,10.5,44.2,117,88,264,114,102,113,140,129,187,149,280,365,105,177,302,124,38,142
Players,203268,Jorge Gutierrez,Jorge,1610612766,CHA,27.0,1,0,1,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,408,31,408,425,234,237,175,303,1,1,1,401,200,1,1,326,400
Players,202689,Kemba Walker,Kemba,1610612766,CHA,26.0,41,22,19,0.537,150.10333333333332,5.4,5.4,3.8,11.5,8.3,13.4,12.2,40.3,1.3,2.6,6.4,12.5,65.8,22,25,379,165,32,50,53,49,76,113,221,346,146,113,396,271,27,33
Players,101107,Marvin Williams,Marvin,1610612766,CHA,30.0,38,20,18,0.526,120.33,2.0,1.2,0.0,3.2,10.0,14.4,14.0,43.9,1.6,0.8,4.0,4.8,39.0,38,45,361,173,71,176,219,175,257,141,251,374,97,95,286,131,175,174
Players,203077,Michael Kidd-Gilchrist,Michael,1610612766,CHA,22.0,2,1,1,0.5,8.358333333333333,0.0,0.0,0.0,0.0,0.0,23.0,28.7,68.9,0.0,5.7,5.7,11.5,15.5,374,362,31,188,342,234,237,175,303,1,391,426,22,200,424,231,32,369
Players,201587,Nicolas Batum,Nicolas,1610612766,CHA,27.0,35,19,16,0.543,123.76833333333332,2.3,0.4,0.8,1.6,6.6,15.5,12.4,38.8,0.0,2.3,2.7,4.7,41.6,70,64,324,157,66,160,236,161,293,88,285,356,173,200,386,84,178,162
Players,201150,Spencer Hawes,Spencer,1610612766,CHA,28.0,14,8,6,0.571,20.18,0.0,4.8,0.0,9.5,19.0,14.3,28.5,57.1,0.0,0.0,7.1,0.0,53.5,242,195,174,127,284,234,67,175,105,348,248,425,40,200,1,301,326,83
Players,203584,Troy Daniels,Troy,1610612766,CHA,24.0,4,2,2,0.5,22.436666666666667,6.4,12.8,0.0,4.3,8.6,8.6,12.8,47.1,2.1,0.0,2.1,0.0,46.0,339,326,75,188,274,34,10,175,229,119,93,361,75,69,1,71,326,127
Players,201946,Tyler Hansbrough,Tyler,1610612766,CHA,30.0,2,1,1,0.5,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9,0.0,0.0,19.4,0.0,23.3,374,362,31,188,392,234,237,175,303,1,1,1,171,200,1,419,326,319
