team_id,team_name,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612737,Atlanta Hawks,44,17,27,0.386,150.60166666666666,55.0,49.0,39.0,130.0,43.0,55.0,29.0,136.0,12,23,26,20,19,6,14,4,18,11,25,21,19,ATLANTA HAWKS
1610612738,Boston Celtics,46,29,17,0.63,180.4633333333333,48.0,40.0,25.0,156.0,66.0,56.0,37.0,170.0,6,3,5,1,8,13,21,15,3,29,26,27,25,BOSTON CELTICS
1610612751,Brooklyn Nets,50,19,31,0.38,197.14166666666668,35.0,81.0,17.0,156.0,74.0,54.0,23.0,178.0,2,20,29,20,3,25,1,23,3,30,22,13,27,BROOKLYN NETS
1610612766,Charlotte Hornets,41,16,25,0.39,152.62,52.0,37.0,16.0,124.0,46.0,22.0,19.0,134.0,19,24,25,20,18,11,23,24,19,14,1,4,18,CHARLOTTE HORNETS
1610612741,Chicago Bulls,41,21,20,0.512,179.51,45.0,29.0,29.0,148.0,59.0,60.0,37.0,166.0,19,15,10,1,9,16,26,8,7,25,27,27,24,CHICAGO BULLS
1610612739,Cleveland Cavaliers,45,30,15,0.667,154.305,46.0,54.0,28.0,140.0,31.0,37.0,24.0,130.0,8,1,4,1,16,15,8,9,12,4,8,14,17,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,50,12,38,0.24,170.855,41.0,41.0,26.0,116.0,53.0,51.0,31.0,192.0,2,28,30,20,13,19,20,13,20,21,18,22,29,DALLAS MAVERICKS
1610612743,Denver Nuggets,43,22,21,0.512,181.4983333333333,60.0,54.0,26.0,146.0,58.0,40.0,20.0,144.0,15,12,16,1,7,4,8,13,11,24,12,8,20,DENVER NUGGETS
1610612765,Detroit Pistons,41,19,22,0.463,147.71166666666667,24.0,52.0,12.0,134.0,41.0,50.0,13.0,116.0,19,20,18,20,22,29,10,29,16,9,17,3,12,DETROIT PISTONS
1610612744,Golden State Warriors,29,19,10,0.655,109.745,23.0,10.0,52.0,82.0,43.0,31.0,20.0,80.0,29,20,1,1,28,30,30,1,29,11,3,8,1,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,35,25,10,0.714,107.46166666666667,48.0,42.0,14.0,86.0,16.0,22.0,8.0,96.0,27,8,1,1,30,13,19,26,28,1,1,1,4,HOUSTON ROCKETS
1610612754,Indiana Pacers,44,26,18,0.591,154.67833333333334,76.0,62.0,32.0,116.0,40.0,44.0,26.0,106.0,12,5,7,1,15,3,4,7,20,7,14,17,9,INDIANA PACERS
1610612746,LA Clippers,41,21,20,0.512,129.59666666666666,39.0,36.0,23.0,102.0,29.0,31.0,19.0,104.0,19,15,10,1,25,22,24,17,24,3,3,4,8,LA CLIPPERS
1610612747,Los Angeles Lakers,42,20,22,0.476,183.6783333333333,34.0,55.0,28.0,148.0,56.0,53.0,36.0,180.0,16,18,18,20,6,26,7,9,7,23,20,25,28,LOS ANGELES LAKERS
1610612763,Memphis Grizzlies,41,12,29,0.293,149.49166666666667,53.0,46.0,28.0,94.0,24.0,33.0,20.0,102.0,19,28,28,20,20,9,17,9,26,2,6,8,7,MEMPHIS GRIZZLIES
1610612748,Miami Heat,53,29,24,0.547,229.37,81.0,57.0,43.0,214.0,62.0,84.0,22.0,200.0,1,3,23,1,1,1,6,3,2,27,30,12,30,MIAMI HEAT
1610612749,Milwaukee Bucks,47,26,21,0.553,178.69666666666666,41.0,32.0,27.0,148.0,51.0,37.0,24.0,126.0,5,5,16,1,10,19,25,12,7,19,8,14,16,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,42,22,20,0.524,177.97666666666666,43.0,50.0,13.0,136.0,52.0,45.0,26.0,124.0,16,12,10,1,11,18,12,28,13,20,15,17,15,MINNESOTA TIMBERWOLVES
1610612740,New Orleans Pelicans,50,30,20,0.6,225.84333333333333,77.0,64.0,21.0,236.0,61.0,69.0,35.0,158.0,2,1,10,1,2,2,3,19,1,26,29,24,23,NEW ORLEANS PELICANS
1610612752,New York Knicks,35,12,23,0.343,140.53833333333333,37.0,40.0,21.0,102.0,37.0,63.0,19.0,100.0,27,28,22,20,23,24,21,19,24,6,28,4,6,NEW YORK KNICKS
1610612760,Oklahoma City Thunder,46,24,22,0.522,187.93166666666667,55.0,71.0,46.0,148.0,40.0,51.0,20.0,176.0,6,11,18,1,4,6,2,2,7,7,18,8,26,OKLAHOMA CITY THUNDER
1610612753,Orlando Magic,41,14,27,0.341,127.11666666666666,26.0,29.0,16.0,88.0,47.0,39.0,31.0,120.0,19,27,26,20,26,28,26,24,27,16,10,22,14,ORLANDO MAGIC
1610612755,Philadelphia 76ers,45,26,19,0.578,148.23166666666663,45.0,50.0,25.0,136.0,64.0,54.0,38.0,88.0,8,5,8,1,21,16,12,15,13,28,22,29,2,PHILADELPHIA 76ERS
1610612756,Phoenix Suns,38,16,22,0.421,112.205,32.0,27.0,14.0,74.0,44.0,39.0,26.0,110.0,25,24,18,20,27,27,28,26,30,13,10,17,10,PHOENIX SUNS
1610612757,Portland Trail Blazers,45,25,20,0.556,177.25,50.0,45.0,18.0,152.0,42.0,54.0,26.0,152.0,8,8,10,1,12,12,18,22,5,10,22,17,21,PORTLAND TRAIL BLAZERS
1610612758,Sacramento Kings,42,22,20,0.524,153.20333333333335,55.0,47.0,22.0,134.0,36.0,42.0,10.0,96.0,16,12,10,1,17,6,15,18,16,5,13,2,4,SACRAMENTO KINGS
1610612759,San Antonio Spurs,37,20,17,0.541,138.71166666666667,38.0,47.0,21.0,112.0,54.0,34.0,36.0,114.0,26,18,5,1,24,23,15,19,23,22,7,25,11,SAN ANTONIO SPURS
1610612761,Toronto Raptors,44,25,19,0.568,161.49666666666667,53.0,52.0,11.0,136.0,47.0,31.0,25.0,116.0,12,8,8,1,14,9,10,30,13,16,3,16,12,TORONTO RAPTORS
1610612762,Utah Jazz,29,16,13,0.552,107.82666666666668,40.0,26.0,36.0,114.0,46.0,49.0,19.0,94.0,29,24,3,1,29,21,29,5,22,14,16,4,3,UTAH JAZZ
1610612764,Washington Wizards,45,21,24,0.467,185.50333333333333,59.0,58.0,35.0,152.0,49.0,53.0,45.0,152.0,8,15,23,20,5,5,5,6,5,18,20,30,21,WASHINGTON WIZARDS
