season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,game_no,pf,opp_pf,wl,differential
2020-21,1610612748,22000012,2020-12-23,MIA,ORL,ORL,1610612753,1,107,113,L,-6
2020-21,1610612748,22000005,2020-12-25,NOP,MIA,NOP,1610612740,2,111,98,W,13
2020-21,1610612748,22000051,2020-12-29,MIL,MIA,MIL,1610612749,3,97,144,L,-47
2020-21,1610612748,22000058,2020-12-30,MIL,MIA,MIL,1610612749,4,119,108,W,11
2020-21,1610612748,22000071,2021-01-01,MIA,DAL,DAL,1610612742,5,83,93,L,-10
2020-21,1610612748,22000096,2021-01-04,OKC,MIA,OKC,1610612760,6,118,90,W,28
2020-21,1610612748,22000111,2021-01-06,BOS,MIA,BOS,1610612738,7,105,107,L,-2
2020-21,1610612748,22000136,2021-01-09,MIA,WAS,WAS,1610612764,8,128,124,W,4
2020-21,1610612748,22000157,2021-01-12,MIA,PHI,PHI,1610612755,9,134,137,L,-3
2020-21,1610612748,22000174,2021-01-14,MIA,PHI,PHI,1610612755,10,108,125,L,-17
2020-21,1610612748,22000192,2021-01-16,DET,MIA,DET,1610612765,11,100,120,L,-20
2020-21,1610612748,22000206,2021-01-18,DET,MIA,DET,1610612765,12,113,107,W,6
2020-21,1610612748,22000220,2021-01-20,MIA,TOR,TOR,1610612761,13,111,102,W,9
2020-21,1610612748,22000234,2021-01-22,MIA,TOR,TOR,1610612761,14,81,101,L,-20
2020-21,1610612748,22000244,2021-01-23,MIA,BKN,BKN,1610612751,15,124,128,L,-4
2020-21,1610612748,22000260,2021-01-25,MIA,BKN,BKN,1610612751,16,85,98,L,-13
2020-21,1610612748,22000275,2021-01-27,DEN,MIA,DEN,1610612743,17,82,109,L,-27
2020-21,1610612748,22000285,2021-01-28,LAC,MIA,LAC,1610612746,18,105,109,L,-4
2020-21,1610612748,22000301,2021-01-30,SAC,MIA,SAC,1610612758,19,105,104,W,1
2020-21,1610612748,22000314,2021-02-01,CHA,MIA,CHA,1610612766,20,121,129,L,-8
2020-21,1610612748,22000331,2021-02-03,WAS,MIA,WAS,1610612764,21,100,103,L,-3
2020-21,1610612748,22000347,2021-02-05,WAS,MIA,WAS,1610612764,22,122,95,W,27
2020-21,1610612748,22000364,2021-02-07,MIA,NYK,NYK,1610612752,23,109,103,W,6
2020-21,1610612748,22000376,2021-02-09,NYK,MIA,NYK,1610612752,24,98,96,W,2
2020-21,1610612748,22000392,2021-02-11,MIA,HOU,HOU,1610612745,25,101,94,W,7
2020-21,1610612748,22000410,2021-02-13,MIA,UTA,UTA,1610612762,26,94,112,L,-18
2020-21,1610612748,22000425,2021-02-15,MIA,LAC,LAC,1610612746,27,118,125,L,-7
2020-21,1610612748,22000443,2021-02-17,MIA,GSW,GSW,1610612744,28,112,120,L,-8
2020-21,1610612748,22000447,2021-02-18,MIA,SAC,SAC,1610612758,29,118,110,W,8
2020-21,1610612748,22000463,2021-02-20,MIA,LAL,LAL,1610612747,30,96,94,W,2
2020-21,1610612748,22000475,2021-02-22,MIA,OKC,OKC,1610612760,31,108,94,W,14
2020-21,1610612748,22000492,2021-02-24,TOR,MIA,TOR,1610612761,32,116,108,W,8
2020-21,1610612748,22000507,2021-02-26,UTA,MIA,UTA,1610612762,33,124,116,W,8
2020-21,1610612748,22000522,2021-02-28,ATL,MIA,ATL,1610612737,34,109,99,W,10
2020-21,1610612748,22000538,2021-03-02,ATL,MIA,ATL,1610612737,35,80,94,L,-14
2020-21,1610612748,22000557,2021-03-04,MIA,NOP,NOP,1610612740,36,103,93,W,10
2020-21,1610612748,22000571,2021-03-11,ORL,MIA,ORL,1610612753,37,111,103,W,8
