season_id,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx,season,season_start,season_end
22015,1610612759,SAS,San Antonio Spurs,Postup,Offensive,0.966,82,0.143,0.991,0.503,0.148,0.107,0.129,0.029,0.502,0.503,1224,1213,476,947,471,2015-16,2015,2016
22015,1610612752,NYK,New York Knicks,Postup,Offensive,0.69,82,0.143,0.877,0.446,0.137,0.135,0.112,0.033,0.443,0.446,1241,1088,421,944,523,2015-16,2015,2016
22015,1610612763,MEM,Memphis Grizzlies,Postup,Offensive,0.414,82,0.121,0.835,0.41,0.143,0.117,0.11,0.024,0.427,0.41,1058,883,331,807,476,2015-16,2015,2016
22015,1610612751,BKN,Brooklyn Nets,Postup,Offensive,0.759,82,0.1,0.889,0.473,0.134,0.148,0.113,0.03,0.447,0.473,880,782,311,658,347,2015-16,2015,2016
22015,1610612750,MIN,Minnesota Timberwolves,Postup,Offensive,0.862,82,0.095,0.908,0.442,0.172,0.107,0.138,0.025,0.471,0.442,839,762,277,626,349,2015-16,2015,2016
22015,1610612749,MIL,Milwaukee Bucks,Postup,Offensive,0.448,82,0.101,0.836,0.446,0.12,0.142,0.099,0.024,0.428,0.446,883,738,300,673,373,2015-16,2015,2016
22015,1610612742,DAL,Dallas Mavericks,Postup,Offensive,0.897,82,0.08,0.941,0.452,0.143,0.1,0.123,0.024,0.47,0.452,700,659,247,547,300,2015-16,2015,2016
22015,1610612765,DET,Detroit Pistons,Postup,Offensive,0.276,82,0.085,0.824,0.427,0.127,0.087,0.11,0.02,0.431,0.427,766,631,263,616,353,2015-16,2015,2016
22015,1610612739,CLE,Cleveland Cavaliers,Postup,Offensive,0.724,82,0.081,0.886,0.453,0.14,0.126,0.111,0.031,0.449,0.453,701,621,243,537,294,2015-16,2015,2016
22015,1610612760,OKC,Oklahoma City Thunder,Postup,Offensive,1.0,82,0.066,1.003,0.513,0.163,0.123,0.139,0.021,0.51,0.513,612,614,231,450,219,2015-16,2015,2016
22015,1610612741,CHI,Chicago Bulls,Postup,Offensive,0.207,82,0.082,0.809,0.419,0.134,0.134,0.1,0.032,0.411,0.419,740,599,237,566,329,2015-16,2015,2016
