close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
202710,Jimmy Butler III,1610612741,CHI,F,27.0,76,75,0.54,137,425,0.322,0.376,-0.054
201577,Robin Lopez,1610612741,CHI,C,29.0,81,79,0.301,167,373,0.448,0.377,0.071
202703,Nikola Mirotic,1610612741,CHI,F,26.0,70,69,0.457,102,296,0.345,0.367,-0.023
200765,Rajon Rondo,1610612741,CHI,G,31.0,69,68,0.52,111,282,0.394,0.379,0.014
2548,Dwyane Wade,1610612741,CHI,G,35.0,60,59,0.587,97,266,0.365,0.371,-0.006
1626171,Bobby Portis,1610612741,CHI,F,22.0,63,56,0.484,67,207,0.324,0.358,-0.035
1626170,Jerian Grant,1610612741,CHI,G,24.0,60,56,0.544,72,191,0.377,0.367,0.01
1626245,Cristiano Felicio,1610612741,CHI,F-C,24.0,66,54,0.358,62,179,0.346,0.369,-0.022
1627756,Denzel Valentine,1610612741,CHI,G,23.0,55,52,0.572,62,174,0.356,0.364,-0.008
1627835,Paul Zipser,1610612741,CHI,F,23.0,41,37,0.516,64,165,0.388,0.372,0.016
203487,Michael Carter-Williams,1610612741,CHI,G,25.0,44,40,0.536,54,147,0.367,0.371,-0.004
203530,Joffrey Lauvergne,1610612741,CHI,C-F,25.0,66,55,0.389,44,137,0.321,0.373,-0.052
203477,Isaiah Canaan,1610612741,CHI,G,26.0,33,30,0.539,37,96,0.385,0.376,0.009
201627,Anthony Morrow,1610612741,CHI,G,31.0,40,36,0.513,28,81,0.346,0.368,-0.023
1626166,Cameron Payne,1610612741,CHI,G,22.0,30,25,0.534,25,78,0.321,0.378,-0.057
1626154,RJ Hunter,1610612741,CHI,G,23.0,2,2,1.0,1,2,0.5,0.358,0.143
