TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,DEF_RATING,DREB,DREB_PCT,STL,BLK,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,STL_RANK,BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK
1610612737,Atlanta Hawks,10,4,6,0.4,50.0,104.0,36.5,0.705,7.7,7.8,17.0,14.0,12.0,37.1,7,8,11,10,12,6,2,10,10,1,11,10,5,1
1610612738,Boston Celtics,6,2,4,0.333,49.1,101.2,35.5,0.748,6.4,6.5,14.4,11.6,15.2,44.9,11,11,1,11,14,2,6,1,12,3,5,3,12,14
1610612766,Charlotte Hornets,7,3,4,0.429,52.5,108.1,32.5,0.724,6.3,3.6,10.6,14.8,10.3,47.5,9,9,1,8,7,11,13,9,14,15,1,12,3,16
1610612739,Cleveland Cavaliers,21,16,5,0.762,52.5,105.2,35.6,0.745,8.5,4.6,14.8,11.6,9.2,40.3,2,1,10,1,6,8,5,2,4,9,6,4,2,4
1610612742,Dallas Mavericks,5,1,4,0.2,52.1,120.4,28.0,0.627,6.5,2.6,18.0,18.0,18.9,45.6,13,13,1,13,8,16,16,15,11,16,12,16,15,15
1610612765,Detroit Pistons,4,0,4,0.0,55.2,119.3,35.3,0.701,6.0,3.7,19.3,14.9,12.1,38.5,15,15,1,15,1,15,7,11,15,14,14,13,7,3
1610612744,Golden State Warriors,24,15,9,0.625,49.1,105.1,33.3,0.676,8.1,5.6,16.3,15.8,15.4,43.1,1,2,15,2,13,7,11,14,8,7,9,14,13,10
1610612745,Houston Rockets,5,1,4,0.2,48.1,110.7,33.1,0.742,8.4,4.2,23.6,11.4,19.0,43.3,13,13,1,13,16,13,12,3,5,11,16,2,16,11
1610612754,Indiana Pacers,7,3,4,0.429,53.2,101.9,33.4,0.62,8.4,6.2,18.7,17.7,10.6,41.1,9,9,1,8,2,4,10,16,6,5,13,15,4,5
1610612746,LA Clippers,6,2,4,0.333,50.1,101.9,36.3,0.693,8.9,4.9,10.8,14.3,14.3,38.3,11,11,1,11,11,5,3,12,2,8,2,11,10,2
1610612763,Memphis Grizzlies,4,0,4,0.0,52.9,113.2,30.0,0.733,8.5,4.4,21.2,10.5,16.0,41.3,15,15,1,15,4,14,15,7,3,10,15,1,14,6
1610612748,Miami Heat,14,7,7,0.5,52.9,101.3,37.9,0.74,5.9,6.4,15.7,12.0,8.2,44.0,5,5,13,5,5,3,1,4,16,4,8,6,1,13
1610612760,Oklahoma City Thunder,18,11,7,0.611,50.2,105.8,36.0,0.727,8.1,5.6,15.5,11.7,14.4,42.6,4,3,13,3,10,9,4,8,9,6,7,5,11,9
1610612757,Portland Trail Blazers,11,5,6,0.455,49.0,108.5,35.1,0.734,6.3,4.0,14.3,13.9,12.0,43.6,6,7,11,7,15,12,8,6,13,13,4,9,6,12
1610612759,San Antonio Spurs,10,6,4,0.6,51.7,100.5,34.0,0.686,9.8,7.5,13.3,13.7,14.1,42.0,7,6,1,4,9,1,9,13,1,2,3,8,9,7
1610612761,Toronto Raptors,20,10,10,0.5,53.1,106.4,32.2,0.737,8.2,4.0,16.3,13.1,12.4,42.6,3,4,16,5,3,10,14,5,7,12,10,7,8,8
