season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away
2020-21,1610612750,MIN,Minnesota Timberwolves,22000311,2021-01-31,MIN vs. CLE,W,48.0,29.0,8.0,24.0,42.0,9.0,18.0,15.0,72.0,0,0,0,0,113,51,1708,83,1420,189,1727,1411,2126,1,2020,2021,True,MIN,CLE
2020-21,1610612751,BKN,Brooklyn Nets,22000310,2021-01-31,BKN @ WAS,L,48.0,8.0,9.0,5.0,34.0,25.0,15.0,7.0,72.0,0,0,0,0,113,1973,1564,1888,1929,1949,1370,377,2126,1,2020,2021,False,WAS,BKN
2020-21,1610612762,UTA,Utah Jazz,22000306,2021-01-31,UTA @ DEN,L,48.0,8.0,11.0,4.0,24.0,26.0,4.0,11.0,48.0,0,0,0,0,113,1973,1239,1958,2147,2004,49,863,1053,1,2020,2021,False,DEN,UTA
2020-21,1610612739,CLE,Cleveland Cavaliers,22000311,2021-01-31,CLE @ MIN,L,48.0,9.0,18.0,15.0,72.0,29.0,8.0,24.0,42.0,0,0,0,0,113,1891,317,624,25,2096,320,2058,585,1,2020,2021,False,MIN,CLE
2020-21,1610612754,IND,Indiana Pacers,22000307,2021-01-31,IND vs. PHI,L,48.0,15.0,11.0,25.0,60.0,25.0,20.0,17.0,56.0,0,0,0,0,113,1160,1239,63,221,1949,1924,1650,1645,1,2020,2021,True,IND,PHI
2020-21,1610612746,LAC,LA Clippers,22000308,2021-01-31,LAC @ NYK,W,48.0,12.0,13.0,2.0,34.0,11.0,18.0,5.0,48.0,0,0,0,0,113,1583,944,2092,1929,365,1727,204,1053,1,2020,2021,False,NYK,LAC
2020-21,1610612755,PHI,Philadelphia 76ers,22000307,2021-01-31,PHI @ IND,W,48.0,25.0,20.0,17.0,56.0,15.0,11.0,25.0,60.0,0,0,0,0,113,158,181,407,404,838,739,2079,1859,1,2020,2021,False,IND,PHI
2020-21,1610612752,NYK,New York Knicks,22000308,2021-01-31,NYK vs. LAC,L,48.0,11.0,18.0,5.0,48.0,12.0,13.0,2.0,34.0,0,0,0,0,113,1687,317,1888,938,475,1063,18,161,1,2020,2021,True,NYK,LAC
2020-21,1610612761,TOR,Toronto Raptors,22000309,2021-01-31,TOR vs. ORL,W,48.0,24.0,12.0,15.0,50.0,19.0,8.0,16.0,32.0,0,0,0,0,113,213,1099,624,763,1409,320,1538,101,1,2020,2021,True,TOR,ORL
2020-21,1610612743,DEN,Denver Nuggets,22000306,2021-01-31,DEN vs. UTA,W,48.0,26.0,4.0,11.0,48.0,8.0,11.0,4.0,24.0,0,0,0,0,113,114,2069,1160,938,134,739,106,7,1,2020,2021,True,DEN,UTA
2020-21,1610612753,ORL,Orlando Magic,22000309,2021-01-31,ORL @ TOR,L,48.0,19.0,8.0,16.0,32.0,24.0,12.0,15.0,50.0,0,0,0,0,113,626,1708,512,2001,1874,923,1411,1224,1,2020,2021,False,TOR,ORL
2020-21,1610612764,WAS,Washington Wizards,22000310,2021-01-31,WAS vs. BKN,W,48.0,25.0,15.0,7.0,72.0,8.0,9.0,5.0,34.0,0,0,0,0,113,158,661,1668,25,134,454,204,161,1,2020,2021,True,WAS,BKN
2020-21,1610612759,SAS,San Antonio Spurs,22000304,2021-01-30,SAS vs. MEM,L,48.0,19.0,15.0,16.0,42.0,24.0,12.0,13.0,56.0,0,0,0,0,113,626,661,512,1420,1874,923,1150,1645,1,2020,2021,True,SAS,MEM
2020-21,1610612766,CHA,Charlotte Hornets,22000299,2021-01-30,CHA vs. MIL,W,48.0,27.0,11.0,17.0,36.0,11.0,15.0,17.0,44.0,0,0,0,0,113,82,1239,407,1823,365,1370,1650,742,1,2020,2021,True,CHA,MIL
2020-21,1610612756,PHX,Phoenix Suns,22000303,2021-01-30,PHX @ DAL,W,48.0,15.0,15.0,19.0,40.0,15.0,9.0,20.0,52.0,0,0,0,0,113,1160,661,278,1577,838,454,1884,1399,1,2020,2021,False,DAL,PHX
2020-21,1610612738,BOS,Boston Celtics,22000302,2021-01-30,BOS vs. LAL,L,48.0,14.0,11.0,9.0,60.0,11.0,16.0,5.0,40.0,0,0,0,0,113,1324,1239,1422,221,365,1501,204,441,1,2020,2021,True,BOS,LAL
2020-21,1610612742,DAL,Dallas Mavericks,22000303,2021-01-30,DAL vs. PHX,L,48.0,15.0,9.0,20.0,52.0,15.0,15.0,19.0,40.0,0,0,0,0,113,1160,1564,227,625,838,1370,1825,441,1,2020,2021,True,DAL,PHX
2020-21,1610612740,NOP,New Orleans Pelicans,22000300,2021-01-30,NOP vs. HOU,L,48.0,21.0,15.0,22.0,44.0,16.0,8.0,16.0,40.0,0,0,0,0,113,438,661,145,1255,1002,320,1538,441,1,2020,2021,True,NOP,HOU
2020-21,1610612758,SAC,Sacramento Kings,22000301,2021-01-30,SAC @ MIA,L,48.0,24.0,7.0,7.0,42.0,27.0,3.0,12.0,42.0,0,0,0,0,113,213,1842,1668,1420,2048,30,1002,585,1,2020,2021,False,MIA,SAC
2020-21,1610612744,GSW,Golden State Warriors,22000305,2021-01-30,GSW vs. DET,W,48.0,12.0,11.0,19.0,48.0,17.0,6.0,13.0,34.0,0,0,0,0,113,1583,1239,278,938,1132,136,1150,161,1,2020,2021,True,GSW,DET
2020-21,1610612748,MIA,Miami Heat,22000301,2021-01-30,MIA vs. SAC,W,48.0,27.0,3.0,12.0,42.0,24.0,7.0,7.0,42.0,0,0,0,0,113,82,2113,1012,1420,1874,223,377,585,1,2020,2021,True,MIA,SAC
2020-21,1610612741,CHI,Chicago Bulls,22000298,2021-01-30,CHI vs. POR,L,48.0,12.0,17.0,3.0,38.0,26.0,8.0,10.0,38.0,0,0,0,0,113,1583,435,2056,1721,2004,320,740,339,1,2020,2021,True,CHI,POR
2020-21,1610612765,DET,Detroit Pistons,22000305,2021-01-30,DET @ GSW,L,48.0,17.0,6.0,13.0,34.0,12.0,11.0,19.0,48.0,0,0,0,0,113,892,1939,871,1929,475,739,1825,1053,1,2020,2021,False,GSW,DET
