close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
202391,Jeremy Lin,1610612751,BKN,G,29.0,1,1,1.0,10.0,13.0,0.769,0.467,0.303
1628386,Jarrett Allen,1610612751,BKN,C,20.0,70,70,1.0,5.8,12.71,0.456,0.479,-0.022
1626178,Rondae Hollis-Jefferson,1610612751,BKN,F,23.0,66,66,1.0,5.83,11.8,0.494,0.467,0.027
201960,DeMarre Carroll,1610612751,BKN,F,31.0,71,71,1.0,5.06,11.18,0.452,0.466,-0.014
1627747,Caris LeVert,1610612751,BKN,G-F,23.0,69,69,1.0,4.8,10.04,0.478,0.454,0.024
203915,Spencer Dinwiddie,1610612751,BKN,G,25.0,78,78,1.0,4.73,9.92,0.477,0.453,0.024
1626156,D'Angelo Russell,1610612751,BKN,G,22.0,48,48,1.0,4.6,9.27,0.497,0.455,0.041
201967,Dante Cunningham,1610612751,BKN,F,31.0,73,73,1.0,4.51,9.14,0.493,0.463,0.03
203459,Allen Crabbe,1610612751,BKN,G-F,26.0,73,73,1.0,3.74,8.9,0.42,0.452,-0.032
203112,Quincy Acy,1610612751,BKN,F,27.0,67,67,1.0,4.16,8.9,0.468,0.47,-0.002
1626143,Jahlil Okafor,1610612751,BKN,C,22.0,28,28,1.0,3.93,8.04,0.489,0.482,0.007
203925,Joe Harris,1610612751,BKN,F-G,26.0,77,77,1.0,3.56,7.96,0.447,0.449,-0.002
202389,Timofey Mozgov,1610612751,BKN,C,31.0,29,29,1.0,3.14,7.0,0.448,0.477,-0.029
1627821,James Webb III,1610612751,BKN,F,24.0,8,8,1.0,2.5,5.75,0.435,0.449,-0.014
203917,Nik Stauskas,1610612751,BKN,G,24.0,37,37,1.0,2.68,5.51,0.485,0.452,0.033
1627785,Isaiah Whitehead,1610612751,BKN,G,23.0,13,13,1.0,2.31,5.0,0.462,0.45,0.011
1628495,Milton Doyle,1610612751,BKN,G,24.0,8,8,1.0,1.75,4.0,0.438,0.427,0.011
1628451,Jacob Wiley,1610612751,BKN,F,23.0,3,3,1.0,1.0,4.0,0.25,0.446,-0.196
