GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Players,201167,Arron Afflalo,Arron,1610612752,NYK,30.0,31,11,20,0.355,123.96166666666667,6.1,16.8,0.362,1.7,6.4,0.273,3.8,3.8,1.0,1.2,3.5,4.6,2.0,1.5,0.9,0.3,0.6,4.6,2.3,17.7,-8.1,28.4,0,0,28.5,100,157,36,323,64,99,71,230,85,81,131,170,222,1,185,259,254,166,165,156,185,154,179,248,121,283,186,190,13,174
Players,2546,Carmelo Anthony,Carmelo,1610612752,NYK,32.0,31,13,18,0.419,116.78333333333332,7.7,21.3,0.362,1.8,6.8,0.273,9.6,10.8,0.886,1.2,7.1,8.3,4.3,4.0,0.9,0.3,1.8,4.0,8.0,26.8,-2.2,43.0,11,0,43.8,100,129,59,282,76,61,29,229,82,69,131,40,49,92,177,80,115,66,21,147,184,44,237,34,41,237,63,33,13,40
Players,203921,Cleanthony Early,Cleanthony,1610612752,NYK,25.0,2,0,2,0.0,5.1066666666666665,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,7.0,7.0,0.0,-28.2,1.4,0,0,7.0,374,408,329,408,364,342,274,342,209,275,209,299,312,299,270,82,169,287,5,237,200,206,81,52,359,370,399,190,13,393
Players,202682,Derrick Williams,Derrick,1610612752,NYK,25.0,8,3,5,0.375,35.59166666666667,6.1,12.1,0.5,1.0,1.0,1.0,5.1,6.1,0.833,4.0,5.1,9.1,1.0,0.0,0.0,0.0,1.0,0.0,4.0,18.2,-8.1,30.6,2,0,29.3,296,293,264,308,229,101,149,98,147,253,1,116,137,122,53,167,94,247,282,237,200,100,375,145,111,282,167,103,13,164
Players,1626170,Jerian Grant,Jerian,1610612752,NYK,23.0,11,3,8,0.273,21.22833333333333,8.5,13.6,0.625,0.0,3.4,0.0,13.6,18.7,0.727,0.0,3.4,3.4,8.5,3.4,0.0,0.0,0.0,3.4,10.2,30.5,-13.6,43.9,0,0,42.4,269,293,215,376,279,47,123,54,209,180,209,15,11,194,270,265,313,17,37,237,200,206,276,19,28,318,56,190,13,49
Players,101181,Jose Calderon,Jose,1610612752,NYK,34.0,27,11,16,0.407,98.29166666666669,1.5,4.8,0.308,0.7,3.3,0.222,0.0,0.0,0.0,0.4,4.8,5.1,4.4,1.5,1.1,0.4,0.0,2.2,2.2,3.7,-10.6,19.3,0,0,16.8,131,157,97,288,108,320,333,278,168,182,162,299,312,299,261,180,230,62,160,116,176,206,340,259,349,299,296,190,13,314
Players,202338,Kevin Seraphin,Kevin,1610612752,NYK,26.0,5,2,3,0.4,15.346666666666666,4.7,7.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,9.4,4.7,2.3,0.0,4.7,0.0,7.0,0.0,9.4,-14.1,39.4,0,0,32.8,329,326,311,291,295,157,275,45,209,275,209,299,312,299,270,31,88,50,94,237,11,206,82,326,250,321,86,190,13,121
Players,204001,Kristaps Porziņģis,Kristaps,1610612752,NYK,20.0,30,11,19,0.367,83.70833333333333,4.7,12.9,0.367,0.4,3.4,0.125,7.7,8.2,0.947,3.4,6.0,9.5,1.3,0.9,0.9,4.3,0.0,5.2,5.2,17.6,-22.4,45.5,14,0,39.1,107,157,43,316,130,156,135,221,191,178,197,58,88,65,71,123,87,219,237,158,13,206,140,99,122,356,47,21,13,71
Players,203124,Kyle O'Quinn,Kyle,1610612752,NYK,26.0,7,3,4,0.429,5.426666666666667,6.6,13.3,0.5,0.0,0.0,0.0,6.6,13.3,0.5,19.9,6.6,26.5,0.0,6.6,0.0,0.0,0.0,6.6,6.6,19.9,-19.9,45.1,0,0,46.4,301,293,285,269,360,84,131,98,209,275,209,81,34,261,3,99,4,287,6,237,200,206,95,61,88,351,48,190,13,31
Players,202498,Lance Thomas,Lance,1610612752,NYK,28.0,25,11,14,0.44,71.58333333333333,3.5,8.5,0.412,0.5,2.0,0.25,4.5,4.5,1.0,0.0,2.5,2.5,0.0,2.0,1.0,0.5,0.5,6.5,2.5,12.1,-15.1,17.6,0,0,18.1,151,157,125,261,149,222,235,180,184,223,140,138,196,1,270,315,345,287,113,134,162,166,98,236,200,327,318,190,13,303
