GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
Players,201167,Arron Afflalo,Arron,1610612752,NYK,30.0,31,11,20,0.355,123.96166666666667,0.0,2.3,0.6,4.1,11.6,11.3,8.1,33.1,0.3,0.6,4.6,2.3,28.4,100,157,395,323,64,234,127,163,195,264,270,317,93,185,283,258,248,186
Players,2546,Carmelo Anthony,Carmelo,1610612752,NYK,32.0,31,13,18,0.419,116.78333333333332,1.5,2.8,0.9,5.5,10.8,9.2,8.3,30.2,0.3,1.8,4.0,8.0,43.0,100,129,361,282,76,171,103,138,147,229,182,324,148,184,393,200,34,63
Players,203921,Cleanthony Early,Cleanthony,1610612752,NYK,25.0,2,0,2,0.0,5.1066666666666665,0.0,0.0,0.0,0.0,28.2,14.1,0.0,28.2,0.0,0.0,7.0,7.0,1.4,374,408,75,408,364,234,237,175,303,421,352,1,189,200,1,356,52,399
Players,202682,Derrick Williams,Derrick,1610612752,NYK,25.0,8,3,5,0.375,35.59166666666667,4.0,3.0,6.1,10.1,8.1,8.1,6.1,36.4,0.0,1.0,0.0,4.0,30.6,296,293,153,308,229,51,91,10,54,159,134,229,68,200,337,1,145,167
Players,1626170,Jerian Grant,Jerian,1610612752,NYK,23.0,11,3,8,0.273,21.22833333333333,0.0,0.0,5.1,10.2,25.4,11.9,1.7,37.3,0.0,0.0,3.4,10.2,43.9,269,293,204,376,279,234,237,19,51,414,299,108,61,200,1,161,19,56
Players,101181,Jose Calderon,Jose,1610612752,NYK,34.0,27,11,16,0.407,98.29166666666669,0.0,0.0,0.0,0.7,10.6,9.2,9.2,26.4,0.4,0.0,2.2,2.2,19.3,131,157,324,288,108,234,237,175,299,226,173,350,243,176,1,97,259,296
Players,202338,Kevin Seraphin,Kevin,1610612752,NYK,26.0,5,2,3,0.4,15.346666666666666,4.7,0.0,0.0,4.7,14.1,11.7,4.7,9.4,4.7,0.0,7.0,0.0,39.4,329,326,109,291,295,38,237,175,175,343,291,170,398,11,1,355,326,86
Players,204001,Kristaps Porziņģis,Kristaps,1610612752,NYK,20.0,30,11,19,0.367,83.70833333333333,0.9,3.4,1.3,6.0,11.2,9.9,9.5,24.9,4.3,0.0,5.2,5.2,45.5,107,157,379,316,130,212,74,118,134,248,212,358,288,13,1,297,99,47
Players,203124,Kyle O'Quinn,Kyle,1610612752,NYK,26.0,7,3,4,0.429,5.426666666666667,0.0,6.6,0.0,13.3,26.5,13.3,0.0,26.5,0.0,0.0,6.6,6.6,45.1,301,293,127,269,360,234,20,175,27,417,336,1,233,200,1,342,61,48
Players,202498,Lance Thomas,Lance,1610612752,NYK,28.0,25,11,14,0.44,71.58333333333333,2.5,1.0,0.0,5.0,12.6,15.6,6.0,31.2,0.5,0.5,6.5,2.5,17.6,151,157,298,261,149,112,210,175,168,298,379,228,128,162,271,339,236,318
Players,204038,Langston Galloway,Langston,1610612752,NYK,24.0,35,13,22,0.371,114.85833333333332,1.6,0.9,0.0,2.5,12.2,8.5,8.1,29.5,0.3,0.9,7.8,1.6,22.7,70,129,412,312,86,169,213,175,253,286,149,318,166,183,332,376,282,264
Players,200811,Lou Amundson,Lou,1610612752,NYK,33.0,3,2,1,0.667,8.218333333333334,0.0,0.0,0.0,0.0,17.5,13.1,8.8,43.8,0.0,0.0,4.4,4.4,19.3,357,326,31,61,343,234,237,175,303,381,334,339,35,200,1,236,129,298
Players,201577,Robin Lopez,Robin,1610612752,NYK,28.0,28,12,16,0.429,89.79166666666667,0.0,6.0,0.0,10.4,10.8,8.8,6.4,32.9,2.8,0.4,3.6,2.8,36.2,128,144,324,269,117,234,25,175,46,231,166,247,98,34,253,177,219,107
Players,2756,Sasha Vujacic,Sasha,1610612752,NYK,32.0,15,4,11,0.267,33.72,0.0,0.0,0.0,0.0,13.9,11.7,8.5,32.0,0.0,1.1,8.5,2.1,16.0,233,270,251,377,234,234,237,175,303,337,292,333,108,200,341,388,261,332
