season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away,MON
2024-25,1610612761,TOR,Toronto Raptors,22401197,2025-04-13,TOR @ SAS,L,48.0,112.3,114.6,123.7,119.0,-11.3,-4.5,0.696,2.46,21.5,0.255,0.762,0.474,0.126,0.546,0.567,103.1,104.0,86.67,103,0.435,1,1231,1231,1231,121,1161,1689,1482,675,567,457,1693,584,1703,872,1193,1388,385,1926,1,2024,2025,False,SAS,TOR,APR
2024-25,1610612761,TOR,Toronto Raptors,22401178,2025-04-11,TOR @ DAL,L,48.0,99.1,98.1,118.7,119.2,-19.6,-21.2,0.55,2.0,15.3,0.281,0.651,0.43,0.106,0.455,0.473,103.7,104.0,86.67,104,0.356,1,1231,1231,1231,121,2232,1704,2240,2020,1037,2135,1321,1907,2259,429,2260,2355,385,2359,1,2024,2025,False,DAL,TOR,APR
2024-25,1610612761,TOR,Toronto Raptors,22401158,2025-04-09,TOR vs. CHA,W,48.0,123.2,124.8,93.2,94.1,30.0,30.6,0.755,4.11,23.6,0.333,0.816,0.557,0.089,0.563,0.577,102.7,101.5,84.58,101,0.621,1,1,1,1,121,430,119,75,242,77,148,661,181,318,184,939,1265,815,168,1,2024,2025,True,TOR,CHA,APR
2024-25,1610612761,TOR,Toronto Raptors,22401134,2025-04-06,TOR @ BKN,W,48.0,109.4,109.1,99.2,99.1,10.2,10.0,0.638,1.58,19.6,0.25,0.778,0.495,0.173,0.564,0.579,109.8,110.0,91.67,110,0.54,1,1,1,1,121,1618,278,643,1238,1696,943,1714,420,1329,1916,924,1228,33,806,1,2024,2025,False,BKN,TOR,APR
2024-25,1610612761,TOR,Toronto Raptors,22401121,2025-04-04,TOR vs. DET,L,48.0,105.2,102.9,113.7,114.7,-8.5,-11.8,0.632,1.5,16.9,0.291,0.706,0.491,0.157,0.489,0.526,101.3,102.0,85.0,102,0.416,1,1231,1231,1231,121,2034,1305,1900,1303,1784,1768,1190,1300,1405,1608,1935,1958,699,2076,1,2024,2025,True,TOR,DET,APR
2024-25,1610612761,TOR,Toronto Raptors,22401116,2025-04-03,TOR vs. POR,L,48.0,99.8,102.0,108.9,110.9,-9.1,-8.9,0.659,1.61,19.9,0.296,0.533,0.404,0.178,0.521,0.524,103.0,101.0,84.17,101,0.441,1,1231,1231,1231,121,2079,982,1751,990,1640,865,1122,2432,2394,2006,1570,1971,893,1851,1,2024,2025,True,TOR,POR,APR
2024-25,1610612761,TOR,Toronto Raptors,22401099,2025-04-01,TOR @ CHI,L,48.0,112.6,113.5,134.5,131.7,-21.9,-18.3,0.795,2.92,23.3,0.226,0.718,0.435,0.115,0.557,0.579,103.4,104.0,86.67,104,0.391,1,1231,1231,1231,121,1265,2312,2167,87,304,179,1977,1141,2211,620,1034,1212,385,2240,1,2024,2025,False,CHI,TOR,APR
2024-25,1610612761,TOR,Toronto Raptors,22401087,2025-03-30,TOR @ PHI,W,48.0,116.6,117.6,101.5,100.0,15.1,17.6,0.653,2.91,20.5,0.286,0.787,0.515,0.102,0.558,0.572,108.1,108.5,90.42,108,0.539,1,1,1,1,121,903,281,309,1070,309,693,1235,347,949,349,1011,1316,75,823,1,2024,2025,False,PHI,TOR,MAR
2024-25,1610612761,TOR,Toronto Raptors,22401069,2025-03-28,TOR vs. CHA,W,48.0,111.8,110.2,90.1,100.0,21.7,10.2,0.667,4.67,20.3,0.228,0.593,0.414,0.061,0.516,0.531,102.1,97.5,81.25,98,0.543,1,1,1,1,121,1536,281,630,904,29,749,1963,2306,2348,26,1653,1888,1559,784,1,2024,2025,True,TOR,CHA,MAR
2024-25,1610612761,TOR,Toronto Raptors,22401054,2025-03-26,TOR @ BKN,W,48.0,108.3,111.5,81.6,83.5,26.7,28.0,0.791,2.83,21.3,0.361,0.81,0.58,0.115,0.471,0.517,106.2,103.5,86.25,104,0.695,1,1,1,1,121,1435,9,103,103,345,507,446,213,149,620,2134,2038,461,22,1,2024,2025,False,BKN,TOR,MAR
2024-25,1610612761,TOR,Toronto Raptors,22401039,2025-03-24,TOR @ WAS,W,48.0,103.8,104.7,94.6,97.2,9.2,7.5,0.683,2.33,18.1,0.317,0.75,0.528,0.112,0.455,0.496,108.9,107.0,89.17,107,0.549,1,1,1,1,121,1933,203,782,782,697,1417,876,679,706,556,2258,2239,135,712,1,2024,2025,False,WAS,TOR,MAR
2024-25,1610612761,TOR,Toronto Raptors,22401033,2025-03-23,TOR vs. SAS,L,48.0,85.8,87.3,121.7,119.4,-35.9,-32.2,0.771,1.23,18.1,0.345,0.717,0.51,0.216,0.435,0.455,102.4,102.5,85.42,102,0.315,1,1231,1231,1231,121,2433,1713,2406,149,2137,1397,593,1147,1047,2353,2359,2408,609,2431,1,2024,2025,True,TOR,SAS,MAR
2024-25,1610612761,TOR,Toronto Raptors,22401005,2025-03-20,TOR @ GSW,L,48.0,111.4,110.7,110.0,111.4,1.3,-0.7,0.727,1.39,22.5,0.206,0.714,0.522,0.223,0.635,0.66,104.3,104.0,86.67,103,0.508,1,1231,1231,1231,121,1491,1020,1251,394,1947,280,2160,1185,803,2389,208,227,385,1153,1,2024,2025,False,GSW,TOR,MAR
2024-25,1610612761,TOR,Toronto Raptors,22400991,2025-03-17,TOR @ PHX,L,48.0,91.6,93.7,133.5,134.4,-41.9,-40.7,0.645,1.67,15.3,0.271,0.689,0.452,0.126,0.414,0.458,96.9,95.5,79.58,95,0.291,1,1231,1231,1231,121,2349,2370,2447,1160,1540,2139,1450,1488,2039,892,2407,2405,1963,2446,1,2024,2025,False,PHX,TOR,MAR
2024-25,1610612761,TOR,Toronto Raptors,22400980,2025-03-16,TOR @ POR,L,48.0,100.2,104.1,106.1,106.1,-5.9,-2.0,0.763,1.61,19.2,0.414,0.585,0.495,0.184,0.457,0.496,100.4,98.5,82.08,98,0.489,1,1231,1231,1231,121,1950,619,1308,186,1640,1068,131,2332,1286,2086,2237,2238,1387,1339,1,2024,2025,False,POR,TOR,MAR
2024-25,1610612761,TOR,Toronto Raptors,22400966,2025-03-14,TOR @ UTA,W,48.0,113.1,110.5,103.8,105.4,9.3,5.2,0.636,1.87,18.2,0.265,0.86,0.566,0.132,0.549,0.592,112.5,113.0,94.17,114,0.569,1,1,1,1,121,1506,586,927,1246,1250,1377,1516,57,243,1012,1134,1003,5,505,1,2024,2025,False,UTA,TOR,MAR
2024-25,1610612761,TOR,Toronto Raptors,22400947,2025-03-12,TOR vs. PHI,W,48.0,104.5,113.5,100.3,101.0,4.2,12.5,0.75,1.5,20.1,0.458,0.759,0.607,0.212,0.52,0.547,108.8,104.0,86.67,104,0.561,1,1,1,1,121,1265,341,521,247,1784,823,39,629,43,2341,1577,1689,385,577,1,2024,2025,True,TOR,PHI,MAR
2024-25,1610612761,TOR,Toronto Raptors,22400932,2025-03-10,TOR vs. WAS,W,48.0,115.8,120.2,100.4,104.0,15.4,16.2,0.605,2.89,16.4,0.459,0.696,0.573,0.091,0.468,0.489,103.2,99.5,82.92,99,0.539,1,1,1,1,121,695,496,354,1575,332,1927,37,1421,183,201,2157,2284,1183,824,1,2024,2025,True,TOR,WAS,MAR
2024-25,1610612761,TOR,Toronto Raptors,22400915,2025-03-08,TOR vs. WAS,L,48.0,115.6,114.7,113.3,116.8,2.3,-2.1,0.6,1.6,15.9,0.439,0.542,0.491,0.147,0.474,0.541,102.7,101.5,84.58,102,0.494,1,1231,1231,1231,121,1145,1483,1332,1595,1648,2045,64,2421,1387,1386,2098,1779,815,1289,1,2024,2025,True,TOR,WAS,MAR
2024-25,1610612761,TOR,Toronto Raptors,22400905,2025-03-07,TOR vs. UTA,W,48.0,113.1,114.6,101.7,103.8,11.4,10.8,0.675,2.7,17.4,0.379,0.528,0.445,0.097,0.452,0.507,105.7,104.0,86.67,103,0.523,1,1,1,1,121,1161,479,608,860,420,1632,316,2439,2124,277,2276,2135,385,1001,1,2024,2025,True,TOR,UTA,MAR
2024-25,1610612761,TOR,Toronto Raptors,22400883,2025-03-04,TOR @ ORL,W,48.0,111.3,117.5,112.9,115.3,-1.5,2.2,0.737,1.4,19.7,0.375,0.783,0.574,0.206,0.55,0.597,101.3,97.5,81.25,97,0.501,1,1,1,1,121,906,1361,1124,338,1925,911,336,372,172,2317,1126,908,1559,1214,1,2024,2025,False,ORL,TOR,MAR
2024-25,1610612761,TOR,Toronto Raptors,22400870,2025-03-02,TOR @ ORL,W,48.0,108.1,111.8,110.3,108.5,-2.2,3.3,0.595,1.47,16.8,0.333,0.744,0.517,0.161,0.506,0.558,94.3,93.5,77.92,93,0.5,1,1,1,1,121,1411,801,1060,1677,1847,1790,661,801,894,1695,1755,1532,2211,1221,1,2024,2025,False,ORL,TOR,MAR
