player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank
2738,Andre Iguodala,Andre,1610612744,GSW,34.0,15,12,3,0.8,26.8,114.3,111.9,111.9,98.7,98.5,98.5,15.5,13.4,13.4,0.133,2.93,26.5,0.03,0.131,0.084,0.09,0.09,0.0057599999999999995,0.0060999999999999995,0.124,0.128,99.81,101.01,84.18,101.01,0.095,843,42,85,2.8,5.7,0.494,33,9,40,11,70,23,33,33,28,31,31,15,19,19,79,24,28,94,92,94,105,106,54,50,155,157,70,66,66,82,47,51,98,104,70
1627745,Damian Jones,Damian,1610612744,GSW,23.0,4,4,0,1.0,2.7,65.0,60.0,60.0,137.8,129.6,129.6,-72.8,-69.6,-69.6,0.0,0.0,0.0,0.063,0.286,0.13,0.5,0.475,0.005,0.00602,0.207,0.233,107.24,115.02,95.85,115.02,-0.068,25,1,2,0.3,0.5,0.5,162,75,1,1,196,207,205,205,207,204,204,208,208,208,181,171,181,47,6,33,208,208,102,57,60,45,10,10,10,207,179,185,187,191,58
2561,David West,David,1610612744,GSW,37.0,18,14,4,0.778,9.7,111.1,110.7,110.7,112.0,111.9,111.9,-0.9,-1.3,-1.3,0.26,3.2,36.0,0.068,0.146,0.109,0.11199999999999999,0.113,0.00611,0.00631,0.139,0.143,99.48,99.69,83.07,99.69,0.108,365,27,45,1.5,2.5,0.6,21,7,58,12,151,40,44,44,151,152,152,102,98,98,20,17,10,44,77,57,150,152,37,34,140,139,78,90,90,65,84,97,137,149,24
203110,Draymond Green,Draymond,1610612744,GSW,28.0,21,16,5,0.762,39.0,112.5,112.6,112.6,99.5,100.8,100.8,13.0,11.8,11.8,0.274,2.71,38.2,0.055,0.2,0.134,0.141,0.141,0.00487,0.00529,0.152,0.154,98.12,97.43,81.19,97.43,0.125,1655,83,192,4.0,9.1,0.432,5,1,147,14,9,32,28,28,33,50,50,18,28,28,17,27,9,56,26,30,181,180,123,116,124,125,108,127,127,46,18,17,73,60,118
201580,JaVale McGee,JaVale,1610612744,GSW,30.0,13,11,2,0.846,12.2,114.0,111.7,111.7,98.0,98.4,98.4,16.0,13.2,13.2,0.04,0.8,5.6,0.12,0.144,0.134,0.07,0.07,0.00672,0.0067800000000000004,0.192,0.198,96.13,96.93,80.77,96.93,0.141,317,39,58,3.0,4.5,0.672,38,16,24,10,143,25,35,35,25,30,30,14,21,21,168,146,172,9,78,29,65,65,19,22,76,75,137,136,136,33,52,83,86,118,14
1628395,Jordan Bell,Jordan,1610612744,GSW,23.0,17,13,4,0.765,10.2,111.6,111.0,111.0,103.2,100.6,100.6,8.4,10.5,10.5,0.117,2.5,25.0,0.084,0.176,0.13,0.1,0.10099999999999999,0.0053100000000000005,0.005370000000000001,0.108,0.111,96.39,97.89,81.57,97.89,0.098,354,17,32,1.0,1.9,0.531,23,8,58,13,148,38,42,42,56,48,48,36,33,33,86,33,33,29,48,34,128,134,81,108,174,177,134,119,119,77,108,121,148,166,47
201142,Kevin Durant,Kevin,1610612744,GSW,29.0,21,16,5,0.762,38.4,114.9,115.1,115.1,101.1,102.2,102.2,13.8,12.9,12.9,0.2,1.98,15.1,0.017,0.169,0.1,0.076,0.077,0.005410000000000001,0.006059999999999999,0.303,0.308,98.86,98.28,81.9,98.28,0.175,1650,212,435,10.1,20.7,0.487,5,1,147,14,12,20,21,21,43,55,55,16,23,23,42,64,87,127,56,71,78,79,75,54,11,12,93,113,113,11,2,2,4,7,75
1626172,Kevon Looney,Kevon,1610612744,GSW,22.0,21,16,5,0.762,18.4,108.2,105.5,105.5,97.5,98.0,98.0,10.8,7.5,7.5,0.07,2.38,17.4,0.104,0.108,0.106,0.073,0.07400000000000001,0.00542,0.00529,0.098,0.101,100.31,101.27,84.39,101.27,0.062,815,39,72,1.9,3.4,0.542,5,1,147,14,110,64,114,114,22,29,29,26,43,43,133,39,73,19,123,63,74,76,74,114,184,186,65,61,61,141,52,62,127,137,42
202691,Klay Thompson,Klay,1610612744,GSW,28.0,21,16,5,0.762,37.8,111.6,111.5,111.5,100.3,101.7,101.7,11.3,9.8,9.8,0.073,1.23,9.0,0.015,0.087,0.054,0.073,0.073,0.00563,0.00579,0.216,0.221,98.26,97.65,81.37,97.65,0.091,1610,159,342,7.6,16.3,0.465,5,1,147,14,13,37,39,39,39,53,53,24,36,36,127,114,150,140,160,160,75,73,60,72,49,50,105,122,122,93,3,4,17,19,88
201156,Nick Young,Nick,1610612744,GSW,33.0,20,15,5,0.75,10.3,103.4,101.6,101.6,100.0,98.8,98.8,3.4,2.7,2.7,0.028,2.0,6.5,0.004,0.049,0.026,0.032,0.032,0.00434,0.0046,0.113,0.12,100.71,102.2,85.17,102.2,0.013,442,16,53,0.8,2.7,0.302,11,6,147,19,147,132,143,143,37,33,33,64,71,71,173,56,165,173,189,196,32,32,157,160,171,166,57,52,52,188,110,89,160,147,179
