game_id,game_date,away_team,home_team,game_no,pf,opp_pf
22100004,2021-10-20,CHI,DET,1,94,88.0
22100022,2021-10-22,NOP,CHI,2,128,112.0
22100030,2021-10-23,DET,CHI,3,97,82.0
22100046,2021-10-25,CHI,TOR,4,111,108.0
22100067,2021-10-28,NYK,CHI,5,103,104.0
22100083,2021-10-30,UTA,CHI,6,107,99.0
22100098,2021-11-01,CHI,BOS,7,128,114.0
22100111,2021-11-03,CHI,PHI,8,98,103.0
22100135,2021-11-06,PHI,CHI,9,105,114.0
22100148,2021-11-08,BKN,CHI,10,118,95.0
22100163,2021-11-10,DAL,CHI,11,117,107.0
22100183,2021-11-12,CHI,GSW,12,93,119.0
22100198,2021-11-14,CHI,LAC,13,100,90.0
22100209,2021-11-15,CHI,LAL,14,121,103.0
22100223,2021-11-17,CHI,POR,15,107,112.0
22100236,2021-11-19,CHI,DEN,16,114,108.0
22100250,2021-11-21,NYK,CHI,17,109,103.0
22100257,2021-11-22,IND,CHI,18,77,109.0
22100271,2021-11-24,CHI,HOU,19,113,118.0
22100283,2021-11-26,CHI,ORL,20,123,88.0
22100296,2021-11-27,MIA,CHI,21,104,107.0
22100307,2021-11-29,CHA,CHI,22,133,119.0
22100328,2021-12-02,CHI,NYK,23,119,115.0
22100343,2021-12-04,CHI,BKN,24,111,107.0
22100357,2021-12-06,DEN,CHI,25,109,97.0
22100367,2021-12-08,CHI,CLE,26,92,115.0
22100394,2021-12-11,CHI,MIA,27,92,118.0
22100448,2021-12-19,LAL,CHI,28,115,110.0
22100459,2021-12-20,HOU,CHI,29,133,118.0
22100499,2021-12-26,IND,CHI,30,113,105.0
22100502,2021-12-27,CHI,ATL,31,130,118.0
22100519,2021-12-29,ATL,CHI,32,131,117.0
22100530,2021-12-31,CHI,IND,33,108,106.0
22100541,2022-01-01,CHI,WAS,34,120,119.0
22100555,2022-01-03,ORL,CHI,35,102,98.0
22100585,2022-01-07,WAS,CHI,36,130,122.0
22100603,2022-01-09,CHI,DAL,37,99,113.0
22100415,2022-01-11,DET,CHI,38,133,87.0
22100625,2022-01-12,BKN,CHI,39,112,138.0
22100637,2022-01-14,GSW,CHI,40,96,138.0
22100647,2022-01-15,CHI,BOS,41,112,114.0
22100658,2022-01-17,CHI,MEM,42,106,119.0
22100673,2022-01-19,CLE,CHI,43,117,104.0
22100690,2022-01-21,CHI,MIL,44,90,94.0
22100701,2022-01-23,CHI,ORL,45,95,114.0
22100730,2022-01-24,CHI,OKC,46,111,110.0
22100472,2022-01-26,TOR,CHI,47,111,105.0
22100742,2022-01-28,CHI,SAS,48,122,131.0
22100753,2022-01-30,POR,CHI,49,130,116.0
22100769,2022-02-01,ORL,CHI,50,126,115.0
22100430,2022-02-03,CHI,TOR,51,120,127.0
22100789,2022-02-04,CHI,IND,52,122,115.0
22100802,2022-02-06,PHI,CHI,53,108,119.0
22100812,2022-02-07,PHX,CHI,54,124,127.0
22100826,2022-02-09,CHI,CHA,55,121,109.0
22100843,2022-02-11,MIN,CHI,56,134,122.0
22100852,2022-02-12,OKC,CHI,57,106,101.0
22100861,2022-02-14,SAS,CHI,58,120,109.0
22100878,2022-02-16,SAC,CHI,59,125,118.0
22100891,2022-02-24,ATL,CHI,60,112,108.0
22100909,2022-02-26,MEM,CHI,61,110,116.0
22100922,2022-02-28,CHI,MIA,62,99,112.0
22100710,2022-03-03,CHI,ATL,63,124,130.0
22100949,2022-03-04,MIL,CHI,64,112,118.0
22100969,2022-03-07,CHI,PHI,65,106,121.0
22100982,2022-03-09,CHI,DET,66,114,108.0
22101006,2022-03-12,CLE,CHI,67,101,91.0
22101026,2022-03-14,CHI,SAC,68,103,112.0
22101041,2022-03-16,CHI,UTA,69,110,125.0
22101056,2022-03-18,CHI,PHX,70,102,129.0
22101076,2022-03-21,TOR,CHI,71,113,99.0
22101082,2022-03-22,CHI,MIL,72,98,126.0
22101098,2022-03-24,CHI,NOP,73,109,126.0
22101110,2022-03-26,CHI,CLE,74,98,94.0
22101126,2022-03-28,CHI,NYK,75,104,109.0
22101132,2022-03-29,CHI,WAS,76,107,94.0
22101149,2022-03-31,LAC,CHI,77,135,130.0
22101164,2022-04-02,MIA,CHI,78,109,127.0
22101183,2022-04-05,MIL,CHI,79,106,127.0
22101193,2022-04-06,BOS,CHI,80,94,117.0
22101208,2022-04-08,CHA,CHI,81,117,133.0
22101224,2022-04-10,CHI,MIN,82,124,120.0
