GAME_ID,GAME_DATE,AWAY_TEAM,HOME_TEAM,ROUND,GAME_NO_IN_SERIES
42100121,2022-04-17,CHI,MIL,RND1,1
42100122,2022-04-20,CHI,MIL,RND1,2
42100123,2022-04-22,MIL,CHI,RND1,3
42100124,2022-04-24,MIL,CHI,RND1,4
42100125,2022-04-27,CHI,MIL,RND1,5
