season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end
2023-24,1610612742,DAL,Dallas Mavericks,42300405,2024-06-17T00:00:00,DAL @ BOS,L,48.0,26.3,58.5,0.449,8.3,27.8,0.297,5.3,9.8,0.538,5.3,21.0,26.3,13.5,9.8,3.0,3.0,1.5,15.0,11.3,66.0,-13.5,1,83,83,83,7,123,137,98,87,33,121,158,138,162,124,119,134,135,91,131,85,13,94,134,154,141,1,2023,2024
2023-24,1610612738,BOS,Boston Celtics,42300405,2024-06-17T00:00:00,BOS vs. DAL,W,48.0,28.5,66.8,0.427,9.8,29.3,0.333,12.8,15.0,0.85,11.3,27.0,38.3,18.8,6.8,6.8,1.5,3.0,11.3,15.0,79.5,13.5,1,1,1,1,7,81,29,122,48,25,90,56,78,43,14,24,13,49,19,18,132,59,18,56,74,23,1,2023,2024
2023-24,1610612742,DAL,Dallas Mavericks,42300404,2024-06-14T00:00:00,DAL vs. BOS,W,48.0,34.5,68.3,0.505,11.3,27.8,0.405,11.3,16.5,0.682,9.8,29.3,39.0,15.8,6.8,5.3,1.5,3.8,12.8,14.3,91.5,28.5,1,1,1,1,7,15,13,38,21,33,41,83,57,135,31,7,7,103,19,53,132,82,44,72,11,2,1,2023,2024
2023-24,1610612738,BOS,Boston Celtics,42300404,2024-06-14T00:00:00,BOS @ DAL,L,48.0,21.8,60.0,0.363,10.5,30.8,0.341,9.0,9.8,0.923,3.0,20.3,23.3,13.5,10.5,1.5,3.8,1.5,14.3,12.8,63.0,-28.5,1,83,83,83,7,158,119,157,31,15,89,116,138,11,158,129,153,135,104,158,65,13,81,104,158,162,1,2023,2024
2023-24,1610612738,BOS,Boston Celtics,42300403,2024-06-12T00:00:00,BOS @ DAL,W,48.0,28.5,61.5,0.463,12.8,34.5,0.37,9.8,10.5,0.929,4.5,22.5,27.0,19.5,6.8,3.0,4.5,0.8,14.3,12.8,79.5,5.3,1,1,1,1,7,81,98,82,10,4,69,109,127,10,140,102,128,34,19,131,39,4,81,104,74,53,1,2023,2024
2023-24,1610612742,DAL,Dallas Mavericks,42300403,2024-06-12T00:00:00,DAL vs. BOS,L,48.0,28.5,64.5,0.442,6.8,18.8,0.36,10.5,12.0,0.875,5.3,27.0,32.3,11.3,6.8,3.8,0.8,4.5,12.8,14.3,74.3,-5.3,1,83,83,83,7,81,60,106,119,155,75,100,118,26,124,24,69,160,19,96,154,101,44,72,112,106,1,2023,2024
2023-24,1610612738,BOS,Boston Celtics,42300402,2024-06-09T00:00:00,BOS vs. DAL,W,48.0,28.5,63.0,0.452,7.5,29.3,0.256,14.3,15.0,0.95,7.5,23.3,30.8,21.8,8.3,7.5,3.8,2.3,11.3,12.8,78.8,5.3,1,1,1,1,7,81,79,94,102,25,146,38,78,7,68,89,88,17,56,10,65,34,18,104,83,53,1,2023,2024
2023-24,1610612742,DAL,Dallas Mavericks,42300402,2024-06-09T00:00:00,DAL @ BOS,L,48.0,28.5,60.0,0.475,4.5,19.5,0.231,12.0,18.0,0.667,6.8,25.5,32.3,15.8,11.3,3.8,2.3,3.8,12.8,11.3,73.5,-5.3,1,83,83,83,7,81,119,64,158,147,155,70,44,138,89,45,69,103,132,96,109,82,44,134,115,106,1,2023,2024
2023-24,1610612742,DAL,Dallas Mavericks,42300401,2024-06-06T00:00:00,DAL @ BOS,L,48.0,26.3,63.0,0.417,5.3,20.3,0.259,9.0,14.3,0.632,7.5,24.8,32.3,6.8,8.3,6.0,0.8,6.8,12.0,12.0,66.8,-13.5,1,83,83,83,7,123,79,132,150,139,138,116,88,155,68,58,69,164,56,34,154,155,32,122,150,141,1,2023,2024
2023-24,1610612738,BOS,Boston Celtics,42300401,2024-06-06T00:00:00,BOS vs. DAL,W,48.0,29.3,61.5,0.476,12.0,31.5,0.381,9.8,14.3,0.684,7.5,27.8,35.3,17.3,10.5,4.5,6.8,0.8,12.0,12.0,80.3,13.5,1,1,1,1,7,68,98,60,13,12,57,109,88,131,68,16,30,73,104,73,7,4,32,122,70,23,1,2023,2024
