group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,203497,Rudy Gobert,Rudy,1610612750,MIN,31.0,4,1,3,0.25,12.66,0,0,0,2,4,7,2,20,0,1,2,0,3.4,38,66,98,88,46,38,37,23,28,60,89,62,113,26,108,91,67,81,MIN
Players,1630162,Anthony Edwards,Anthony,1610612750,MIN,21.0,4,1,3,0.25,12.913333333333334,0,2,0,6,4,7,2,20,1,1,1,1,19.8,38,66,98,88,42,38,15,23,14,60,89,62,113,6,108,50,36,26,MIN
Players,1630233,Nathan Knight,Nathan,1610612750,MIN,25.0,1,0,1,0.0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0.0,97,92,14,92,124,38,37,23,57,1,1,1,1,26,1,1,67,108,MIN
Players,1629638,Nickeil Alexander-Walker,Nickeil,1610612750,MIN,24.0,3,1,2,0.333,12.446666666666667,3,0,0,0,4,7,2,18,0,0,0,2,12.0,61,66,56,76,51,10,37,23,57,60,89,62,107,26,1,1,22,42,MIN
Players,1627752,Taurean Prince,Taurean,1610612750,MIN,29.0,3,1,2,0.333,3.4483333333333333,0,0,0,0,2,0,2,6,0,0,0,0,0.0,61,66,56,76,107,38,37,23,57,41,1,62,47,26,1,1,67,108,MIN
Players,1629669,Jaylen Nowell,Jaylen,1610612750,MIN,23.0,1,0,1,0.0,0.0366666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0.0,97,92,14,92,128,38,37,23,57,1,1,1,1,26,1,1,67,108,MIN
Players,203085,Austin Rivers,Austin,1610612750,MIN,30.0,2,1,1,0.5,0.0366666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0.0,75,66,14,47,128,38,37,23,57,1,1,1,1,26,1,1,67,108,MIN
Players,201144,Mike Conley,Mike,1610612750,MIN,35.0,4,1,3,0.25,12.68,0,0,0,0,4,7,2,18,0,0,2,1,13.0,38,66,98,88,45,38,37,23,57,60,89,62,107,26,1,91,36,40,MIN
Players,1626157,Karl-Anthony Towns,Karl-Anthony,1610612750,MIN,27.0,4,1,3,0.25,9.698333333333334,3,0,0,4,2,7,0,16,1,0,4,2,12.0,38,66,98,88,60,10,37,23,17,41,89,1,93,6,1,119,22,42,MIN
Players,203937,Kyle Anderson,Kyle,1610612750,MIN,29.0,1,0,1,0.0,0.4666666666666667,0,0,0,0,0,0,0,2,0,0,0,0,0.0,97,92,14,92,122,38,37,23,57,1,1,1,18,26,1,1,67,108,MIN
