game_id,game_date,away_team,home_team,game_no,pf,opp_pf
21700004,2017-10-18,BKN,IND,1,140,131.0
21700018,2017-10-20,POR,IND,2,96,114.0
21700029,2017-10-21,IND,MIA,3,108,112.0
21700052,2017-10-24,IND,MIN,4,130,107.0
21700060,2017-10-25,IND,OKC,5,96,114.0
21700086,2017-10-29,SAS,IND,6,97,94.0
21700101,2017-10-31,SAC,IND,7,101,83.0
21700106,2017-11-01,IND,CLE,8,124,107.0
21700121,2017-11-03,IND,PHI,9,110,121.0
21700142,2017-11-05,IND,NYK,10,101,108.0
21700150,2017-11-07,NOP,IND,11,112,117.0
21700159,2017-11-08,IND,DET,12,97,114.0
21700171,2017-11-10,IND,CHI,13,105,87.0
21700190,2017-11-12,HOU,IND,14,95,118.0
21700208,2017-11-15,IND,MEM,15,116,113.0
21700217,2017-11-17,DET,IND,16,107,100.0
21700235,2017-11-19,IND,MIA,17,120,95.0
21700243,2017-11-20,IND,ORL,18,105,97.0
21700271,2017-11-24,TOR,IND,19,107,104.0
21700281,2017-11-25,BOS,IND,20,98,108.0
21700290,2017-11-27,ORL,IND,21,121,109.0
21700308,2017-11-29,IND,HOU,22,97,118.0
21700319,2017-12-01,IND,TOR,23,115,120.0
21700340,2017-12-04,NYK,IND,24,115,97.0
21700354,2017-12-06,CHI,IND,25,98,96.0
21700369,2017-12-08,CLE,IND,26,106,102.0
21700387,2017-12-10,DEN,IND,27,126,116.0
21700404,2017-12-13,OKC,IND,28,95,100.0
21700419,2017-12-15,DET,IND,29,98,104.0
21700439,2017-12-17,IND,BKN,30,109,97.0
21700442,2017-12-18,BOS,IND,31,111,112.0
21700455,2017-12-20,IND,ATL,32,105,95.0
21700482,2017-12-23,BKN,IND,33,123,119.0
21700498,2017-12-26,IND,DET,34,83,107.0
21700507,2017-12-27,DAL,IND,35,94,98.0
21700524,2017-12-29,IND,CHI,36,107,119.0
21700538,2017-12-31,MIN,IND,37,90,107.0
21700561,2018-01-03,IND,MIL,38,101,122.0
21700581,2018-01-06,CHI,IND,39,125,86.0
21700591,2018-01-08,MIL,IND,40,109,96.0
21700604,2018-01-10,MIA,IND,41,106,114.0
21700619,2018-01-12,CLE,IND,42,97,95.0
21700636,2018-01-14,IND,PHX,43,120,97.0
21700647,2018-01-15,IND,UTA,44,109,94.0
21700666,2018-01-18,IND,POR,45,86,100.0
21700673,2018-01-19,IND,LAL,46,86,99.0
21700686,2018-01-21,IND,SAS,47,94,86.0
21700703,2018-01-24,PHX,IND,48,116,101.0
21700715,2018-01-26,IND,CLE,49,108,115.0
21700725,2018-01-27,ORL,IND,50,114,112.0
21700738,2018-01-29,CHA,IND,51,105,96.0
21700753,2018-01-31,MEM,IND,52,105,101.0
21700766,2018-02-02,IND,CHA,53,126,133.0
21700777,2018-02-03,PHI,IND,54,100,92.0
21700791,2018-02-05,WAS,IND,55,102,111.0
21700820,2018-02-09,IND,BOS,56,97,91.0
21700836,2018-02-11,NYK,IND,57,121,113.0
21700856,2018-02-14,IND,BKN,58,108,103.0
21700874,2018-02-23,ATL,IND,59,116,93.0
21700904,2018-02-26,IND,DAL,60,103,109.0
21700915,2018-02-28,IND,ATL,61,102,107.0
21700932,2018-03-02,IND,MIL,62,103,96.0
21700945,2018-03-04,IND,WAS,63,98,95.0
21700951,2018-03-05,MIL,IND,64,92,89.0
21700965,2018-03-07,UTA,IND,65,84,104.0
21700978,2018-03-09,ATL,IND,66,112,87.0
21700998,2018-03-11,IND,BOS,67,99,97.0
21701005,2018-03-13,IND,PHI,68,101,98.0
21701020,2018-03-15,TOR,IND,69,99,106.0
21701035,2018-03-17,IND,WAS,70,102,109.0
21701051,2018-03-19,LAL,IND,71,110,100.0
21700809,2018-03-21,IND,NOP,72,92,96.0
21701078,2018-03-23,LAC,IND,73,109,104.0
21701096,2018-03-25,MIA,IND,74,113,107.0
21701114,2018-03-27,IND,GSW,75,92,81.0
21701127,2018-03-29,IND,SAC,76,106,103.0
21701146,2018-04-01,IND,LAC,77,111,104.0
21701165,2018-04-03,IND,DEN,78,104,107.0
21701175,2018-04-05,GSW,IND,79,126,106.0
21701187,2018-04-06,IND,TOR,80,73,92.0
21701197,2018-04-08,IND,CHA,81,123,117.0
21701213,2018-04-10,CHA,IND,82,93,119.0
