GAME_ID,GAME_DATE,AWAY_TEAM,HOME_TEAM,GAME_WEEK
22000029,2020-12-26,HOU,POR,1
22000044,2020-12-28,HOU,DEN,2
22000065,2020-12-31,SAC,HOU,3
22000079,2021-01-02,SAC,HOU,4
22000098,2021-01-04,DAL,HOU,5
22000107,2021-01-06,HOU,IND,6
22000127,2021-01-08,ORL,HOU,7
22000146,2021-01-10,LAL,HOU,8
22000161,2021-01-12,LAL,HOU,9
22000176,2021-01-14,HOU,SAS,10
22000189,2021-01-16,HOU,SAS,11
22000211,2021-01-18,HOU,CHI,12
22000222,2021-01-20,PHX,HOU,13
22000230,2021-01-22,HOU,DET,14
22000247,2021-01-23,HOU,DAL,15
22000269,2021-01-26,WAS,HOU,16
22000287,2021-01-28,POR,HOU,17
22000300,2021-01-30,HOU,NOP,18
22000318,2021-02-01,HOU,OKC,19
22000333,2021-02-03,HOU,OKC,20
22000340,2021-02-04,HOU,MEM,21
22000358,2021-02-06,SAS,HOU,22
22000367,2021-02-08,HOU,CHA,23
22000377,2021-02-09,HOU,NOP,24
22000392,2021-02-11,MIA,HOU,25
22000408,2021-02-13,HOU,NYK,26
22000421,2021-02-15,HOU,WAS,27
22000439,2021-02-17,HOU,PHI,28
22000474,2021-02-22,CHI,HOU,29
22000491,2021-02-24,HOU,CLE,30
22000506,2021-02-26,HOU,TOR,31
22000525,2021-02-28,MEM,HOU,32
22000532,2021-03-01,CLE,HOU,33
22000546,2021-03-03,BKN,HOU,34
22000578,2021-03-11,HOU,SAC,35
22000584,2021-03-12,HOU,UTA,36
22000598,2021-03-14,BOS,HOU,37
22000613,2021-03-16,ATL,HOU,38
22000622,2021-03-17,GSW,HOU,39
22000635,2021-03-19,DET,HOU,40
22000016,2021-03-21,OKC,HOU,41
22000657,2021-03-22,TOR,HOU,42
22000672,2021-03-24,CHA,HOU,43
22000688,2021-03-26,HOU,MIN,44
22000696,2021-03-27,HOU,MIN,45
22000712,2021-03-29,MEM,HOU,46
22000724,2021-03-31,HOU,BKN,47
22000738,2021-04-02,HOU,BOS,48
22000760,2021-04-04,NOP,HOU,49
22000768,2021-04-05,PHX,HOU,50
22000456,2021-04-07,DAL,HOU,51
22000799,2021-04-09,HOU,LAC,52
22000802,2021-04-10,HOU,GSW,53
22000822,2021-04-12,HOU,PHX,54
22000461,2021-04-14,IND,HOU,55
22000851,2021-04-16,DEN,HOU,56
22000864,2021-04-18,HOU,ORL,57
22000871,2021-04-19,HOU,MIA,58
22000887,2021-04-21,UTA,HOU,59
22000901,2021-04-23,LAC,HOU,60
22000910,2021-04-24,HOU,DEN,61
22000931,2021-04-27,MIN,HOU,62
22000945,2021-04-29,MIL,HOU,63
22000958,2021-05-01,GSW,HOU,64
22000971,2021-05-02,NYK,HOU,65
22000994,2021-05-05,PHI,HOU,66
22001006,2021-05-07,HOU,MIL,67
22001016,2021-05-08,HOU,UTA,68
22001031,2021-05-10,HOU,POR,69
22001046,2021-05-12,HOU,LAL,70
22001058,2021-05-14,LAC,HOU,71
22001066,2021-05-16,HOU,ATL,72
